log_name,HOMO,LUMO,μ,η,ω,polar_iso(au),polar_aniso(au),dipole(Debye),volume(Bohr_radius³/mol),SASA_surface_area(Å²),SASA_volume(Å³),SASA_sphericity,NMR_isotropic_shielding_Pt,NMR_isotropic_shielding_N1,NMR_isotropic_shielding_N2,distance_Pt_N1(Å),distance_Pt_N2(Å),angle_N1_Pt_N2(°),%Vbur_Pt_2.0Å,%Vbur_N1_2.0Å,%Vbur_N2_2.0Å,%Vbur_Pt_2.5Å,%Vbur_N1_2.5Å,%Vbur_N2_2.5Å,%Vbur_Pt_3.0Å,%Vbur_N1_3.0Å,%Vbur_N2_3.0Å,%Vbur_Pt_3.5Å,%Vbur_N1_3.5Å,%Vbur_N2_3.5Å,%Vbur_Pt_4.0Å,%Vbur_N1_4.0Å,%Vbur_N2_4.0Å,Sterimol_L_Pt_N1(Å)_morfeus,Sterimol_B1_Pt_N1(Å)_morfeus,Sterimol_B5_Pt_N1(Å)_morfeus,Sterimol_L_Pt_N2(Å)_morfeus,Sterimol_B1_Pt_N2(Å)_morfeus,Sterimol_B5_Pt_N2(Å)_morfeus,Buried_Sterimol_L_Pt_N1_5.0(Å),Buried_Sterimol_B1_Pt_N1_5.0(Å),Buried_Sterimol_B5_Pt_N1_5.0(Å),Buried_Sterimol_L_Pt_N2_5.0(Å),Buried_Sterimol_B1_Pt_N2_5.0(Å),Buried_Sterimol_B5_Pt_N2_5.0(Å),Sterimol_B1_Pt_N1(Å)_dbstep,Sterimol_B5_Pt_N1(Å)_dbstep,Sterimol_L_Pt_N1(Å)_dbstep,Sterimol_B1_Pt_N2(Å)_dbstep,Sterimol_B5_Pt_N2(Å)_dbstep,Sterimol_L_Pt_N2(Å)_dbstep,Sterimol_Bmin_Pt_N1_0.0Å(Å),Sterimol_Bmax_Pt_N1_0.0Å(Å),Sterimol_Bmin_Pt_N1_1.0Å(Å),Sterimol_Bmax_Pt_N1_1.0Å(Å),Sterimol_Bmin_Pt_N2_0.0Å(Å),Sterimol_Bmax_Pt_N2_0.0Å(Å),Sterimol_Bmin_Pt_N2_1.0Å(Å),Sterimol_Bmax_Pt_N2_1.0Å(Å),Hirsh_charge_Pt,Hirsh_CM5_charge_Pt,Hirsh_atom_dipole_Pt,Hirsh_charge_N1,Hirsh_CM5_charge_N1,Hirsh_atom_dipole_N1,Hirsh_charge_N2,Hirsh_CM5_charge_N2,Hirsh_atom_dipole_N2,4(N)_q(N)_Hirshfeld,Density of all electrons_N_4(N),Density of Alpha electrons_N_4(N),Density of Beta electrons_N_4(N),Lagrangian kinetic energy G(r)_N_4(N),Hamiltonian kinetic energy K(r)_N_4(N),Potential energy density V(r)_N_4(N),Energy density E(r) or H(r)_N_4(N),Laplacian of electron density_N_4(N),Electron localization function (ELF)_N_4(N),Localized orbital locator (LOL)_N_4(N),Local information entropy_N_4(N),Sign(lambda2)*rho_N_4(N),Sign(lambda2)*rho with promolecular approximation_N_4(N),Average local ionization energy (ALIE)_N_4(N),Delta-g (under promolecular approximation)_N_4(N),Delta-g (under Hirshfeld partition)_N_4(N),ESP from nuclear charges_N_4(N),ESP from electrons_N_4(N),Total ESP_N_4(N),4(N)_q(N)_div_Sum_q(N)_neighbors_Hirshfeld,4(N)_q(N)_res_Sum_q(N)_neighbors_Hirshfeld,4(N)_Sum_q(N)_neighbors_div_q(N)_Hirshfeld,4(N)_Avg_q(N)_neighbors_Hirshfeld,4(N)_Std_q(N)_neighbors_Hirshfeld,4(N)_Abs_Diff_q(N)_Hirshfeld,4(N)_q(N)_x_Avg_q(N)_neighbors_Hirshfeld,4(N)_Num_neighbors_Hirshfeld,4(N)_Entropy_q(N)_neighbors_Hirshfeld,sum_frag_q(N)_Hirshfeld,sum_frag_Density of all electrons_N,sum_frag_Density of Alpha electrons_N,sum_frag_Density of Beta electrons_N,sum_frag_Lagrangian kinetic energy G(r)_N,sum_frag_Hamiltonian kinetic energy K(r)_N,sum_frag_Potential energy density V(r)_N,sum_frag_Energy density E(r) or H(r)_N,sum_frag_Laplacian of electron density_N,sum_frag_Electron localization function (ELF)_N,sum_frag_Localized orbital locator (LOL)_N,sum_frag_Local information entropy_N,sum_frag_Sign(lambda2)*rho_N,sum_frag_Sign(lambda2)*rho with promolecular approximation_N,sum_frag_Average local ionization energy (ALIE)_N,sum_frag_Delta-g (under promolecular approximation)_N,sum_frag_Delta-g (under Hirshfeld partition)_N,sum_frag_ESP from nuclear charges_N,sum_frag_ESP from electrons_N,sum_frag_Total ESP_N,sum_frag_q(N)_div_Sum_q(N)_neighbors_Hirshfeld,sum_frag_q(N)_res_Sum_q(N)_neighbors_Hirshfeld,sum_frag_Sum_q(N)_neighbors_div_q(N)_Hirshfeld,sum_frag_Avg_q(N)_neighbors_Hirshfeld,sum_frag_Std_q(N)_neighbors_Hirshfeld,sum_frag_Abs_Diff_q(N)_Hirshfeld,sum_frag_q(N)_x_Avg_q(N)_neighbors_Hirshfeld,sum_frag_Num_neighbors_Hirshfeld,sum_frag_Entropy_q(N)_neighbors_Hirshfeld,G_div_V_N_4(N),sum_frag_G_div_V_N,G(T)_spc(Hartree)
CHEMBL1743594-conf_5,-0.4899,-0.32873,-0.409315,0.16117,0.51976,272.533,70.5625,2.4705,3293.237,598.617084081738,1074.09101042446,0.84728412986599,-208.6062,212.1483,222.6634,2.09843,2.12732,88.338,99.2510330578512,98.7829287190083,97.3850723140496,98.9923818205495,93.7817424143769,86.6893475712983,97.5938617401669,89.0047675804529,77.3214019666269,95.0789694371972,84.1653466269102,69.5589125978382,89.0451399664825,77.9851498975855,61.8238315436658,5.89588314308094,4.26557769802196,7.17763357146242,5.40747428486215,4.21121846591491,7.26298240204524,5.89588314308094,4.26557769802196,6.81601935542098,5.40747428486215,4.21121846591491,6.88786143245108,4.25817591679057,7.15489343037337,5.45,4.21158701610351,7.25,4.95,4.25817591679057,7.14317856419675,4.25817591679057,7.15489343037337,4.21158701610351,7.25,3.64890923627309,7.00357051795725,0.538028,1.022791,1.0227937158973,-0.053713,-0.585458,0.589968174467064,-0.051985,-0.573021,0.579023933766127,-0.0654722344,195.5121552,97.75607762,97.75607762,18.80992408,367436.385,-367455.195,-367436.385,-1469670.3,0.9999990106,0.9990062807,0.1615424285,-193.1672079,-193.1672079,14.09803915,0.04906491391,0.07038704927,5212616.324,-54.99987934,5212561.324,-0.0773685620185987,-0.9117104569,-12.9251465182926,0.211559555625,0.236328434379305,0.277031790025,-0.0138512768154398,4,1.19988488766748,-0.0654722344,195.5121552,97.75607762,97.75607762,18.80992408,367436.385,-367455.195,-367436.385,-1469670.3,0.9999990106,0.9990062807,0.1615424285,-193.1672079,-193.1672079,14.09803915,0.04906491391,0.07038704927,5212616.324,-54.99987934,5212561.324,-0.0773685620185987,-0.9117104569,-12.9251465182926,0.211559555625,0.236328434379305,0.277031790025,-0.0138512768154398,4,1.19988488766748,5.12E-05,5.12E-05,-1569.756976
CHEMBL1743594-conf_6,-0.48478,-0.32537,-0.405075,0.15941,0.51467,275.659,107.193,1.6935,3264.206,605.57677592896,1082.4198718206,0.841870743948051,-204.5582,216.9792,215.0043,2.10769,2.10111,91.47,99.2574896694215,98.308367768595,97.5723140495868,99.0591222815471,91.1463081130356,88.8266701393411,97.6683551847437,84.7735399284863,81.5172452324195,94.646268169959,78.5577012672382,75.2865262765561,87.7467258394885,71.3503196573769,69.0580193656508,5.95744200977958,4.19644268667954,7.15245752788696,5.38711749349746,4.42627104471794,7.8520351585726,5.95744200977958,4.19644268667954,6.73956198599396,5.38711749349746,4.42627104471794,7.43116770955866,4.18665348372114,7.11424627068813,5.5,4.41530522648881,7.80784861533573,4.95,3.98471569587807,6.98713102782537,3.65089401086971,7.07831194565484,4.41530522648881,7.80784861533573,4.10872292354057,7.80784861533573,0.537307,1.024574,1.02466602393463,-0.062574,-0.588567,0.593920496148264,-0.050581,-0.575598,0.580726592728454,-0.0742800613,195.5051302,97.75256512,97.75256512,18.81174091,367417.2627,-367436.0744,-367417.2627,-1469593.804,0.9999990102,0.9990061253,0.1615661403,-193.1662031,-193.1662031,14.09929153,0.04859407791,0.06976383917,4171851.274,-53.18478775,4171798.089,-0.087195089003283,-0.9261636037,-11.4685358020834,0.2129708856,0.235950149845805,0.2872509469,-0.0158194904374832,4,1.2077920080914,-0.0742800613,195.5051302,97.75256512,97.75256512,18.81174091,367417.2627,-367436.0744,-367417.2627,-1469593.804,0.9999990102,0.9990061253,0.1615661403,-193.1662031,-193.1662031,14.09929153,0.04859407791,0.06976383917,4171851.274,-53.18478775,4171798.089,-0.087195089003283,-0.9261636037,-11.4685358020834,0.2129708856,0.235950149845805,0.2872509469,-0.0158194904374832,4,1.2077920080914,5.12E-05,5.12E-05,-1569.756616
CHEMBL1743594-conf_7,-0.4798,-0.32242,-0.40111,0.15738,0.51115,272.697,100.67,0.0004,3810.134,605.286424250586,1080.45208592315,0.841253464850416,-196.5017,213.1198,215.1697,2.11103,2.10497,95.714,99.3091425619835,98.3503357438017,97.9080578512397,99.2349264227113,90.662846724834,88.9715457741893,98.0035756853397,83.4289332538737,81.1680572109654,95.1162411479687,76.9660827431979,74.8998322773015,88.3934113338713,69.8528955372106,68.2565483210229,6.21636027773841,4.65776414546821,6.91375375678524,5.39155978892985,4.62912773641854,7.08227817831491,5.35431483331438,4.58141065654318,6.68880416670799,5.39155978892985,4.54332030353173,6.79088354974002,4.64127297114351,6.90253576593414,5.8,4.62107228404748,7.05141829705202,4.95,4.41760813498901,6.89655711206686,3.74430143325616,6.89655711206686,4.56211144567501,6.95215793836705,3.81392101587299,7.05141829705202,0.541601,1.035149,1.0351490000029,-0.053215,-0.579008,0.584642867845833,-0.043512,-0.568919,0.574566384486597,-0.0553485646,195.4909143,97.74545714,97.74545714,18.72434786,367381.2524,-367399.9767,-367381.2524,-1469450.112,0.9999990192,0.9990106182,0.1616141209,-193.164673,-193.164673,14.11791774,0.04955569177,0.07052230583,3139960.226,-52.7642454,3139907.461,-0.0604553274180394,-0.9708768888,-16.541139428212,0.22888208105,0.231332112075514,0.28423064565,-0.0126682946487783,4,1.32307573410214,-0.0553485646,195.4909143,97.74545714,97.74545714,18.72434786,367381.2524,-367399.9767,-367381.2524,-1469450.112,0.9999990192,0.9990106182,0.1616141209,-193.164673,-193.164673,14.11791774,0.04955569177,0.07052230583,3139960.226,-52.7642454,3139907.461,-0.0604553274180394,-0.9708768888,-16.541139428212,0.22888208105,0.231332112075514,0.28423064565,-0.0126682946487783,4,1.32307573410214,5.10E-05,5.10E-05,-1569.754657
CHEMBL1743594-conf_8,-0.48075,-0.32287,-0.40181,0.15788,0.51131,273.472,101.577,0.5362,2985.28,606.346832056259,1079.00403251368,0.839031739819668,-198.6498,212.3704,214.8887,2.11062,2.10479,96.483,99.2897727272727,98.2728564049587,97.917742768595,99.1453965360073,91.1463081130356,89.0089855449928,97.8732121573302,84.767952920143,81.2537246722289,94.8460212448751,78.6334094297428,75.0396011926947,87.9166408044194,71.3871733598163,68.3609024889827,5.88502508809529,4.66882323479394,6.90082920563199,5.39686888827661,4.45765289451889,7.30370646879247,5.57322338394856,4.37848272043612,6.65425471276455,5.39686888827661,4.45765289451889,7.02565736358932,4.64931942815951,6.87622716320513,5.45,4.44077770390807,7.29126189352707,4.95,3.97824921314954,6.87622716320513,3.7213931343361,6.79282709922754,4.44077770390807,7.28354309385206,4.14064173168038,7.05761999543756,0.540304,1.032504,1.03250468090077,-0.056381,-0.579987,0.585662757376632,-0.043642,-0.569111,0.574748780813844,-0.0554749793,195.492102,97.74605099,97.74605099,18.72393408,367383.16,-367401.8839,-367383.16,-1469457.744,0.9999990192,0.99901065,0.1616101125,-193.1647936,-193.1647936,14.11703096,0.04953043223,0.07049065813,3210014.204,-52.85482354,3209961.35,-0.0608726855621739,-0.966802922,-16.4277292970527,0.227831985675,0.231094856657156,0.283306964975,-0.0126389746891985,4,1.31754890579409,-0.0554749793,195.492102,97.74605099,97.74605099,18.72393408,367383.16,-367401.8839,-367383.16,-1469457.744,0.9999990192,0.99901065,0.1616101125,-193.1647936,-193.1647936,14.11703096,0.04953043223,0.07049065813,3210014.204,-52.85482354,3209961.35,-0.0608726855621739,-0.966802922,-16.4277292970527,0.227831985675,0.231094856657156,0.283306964975,-0.0126389746891985,4,1.31754890579409,5.10E-05,5.10E-05,-1569.753987
CHEMBL1743594-conf_9,-0.49572,-0.33121,-0.413465,0.16451,0.51958,272.022,98.3452,0.8403,3361.031,590.036826644915,1064.46097637443,0.854459538588618,-208.8483,216.8652,225.5416,2.11454,2.11679,93.718,99.2348915289256,98.3115960743802,97.7305010330579,98.821461127751,91.8902200807397,89.2547857793984,97.2493295589988,86.1144219308701,82.1029499404052,94.6992638837123,79.920448192322,76.0051714498696,88.9861740425796,72.6122680156415,69.4397461361803,5.67327225730721,3.97235324672943,7.01159948735791,5.41237252603405,4.39602663526422,7.16524262729843,5.38593216272973,3.97235324672943,6.52315777429418,5.41237252603405,4.39602663526422,6.847902454039,3.96978618121998,6.99160210538329,5.25,4.39056587334013,7.15017482303755,5,3.96978618121998,6.66820815511933,3.54958241075291,6.49191805247109,4.39056587334013,7.13600028026905,4.12120096279429,7.03651191997853,0.538306,1.022645,1.02265587055862,-0.060824,-0.587593,0.593071431321725,-0.053814,-0.577487,0.582573054475574,-0.0655876741,195.488225,97.74411252,97.74411252,18.75592435,367383.6322,-367402.3882,-367383.6322,-1469459.505,0.9999990158,0.9990089287,0.1616231969,-193.1650782,-193.1650782,14.11342661,0.04951486817,0.07058445309,3384899.141,-53.07901063,3384846.062,-0.074243263653227,-0.9490035003,-13.4692354672172,0.22085395655,0.232649237703659,0.28644163065,-0.0144852973258969,4,1.26764228656723,-0.0655876741,195.488225,97.74411252,97.74411252,18.75592435,367383.6322,-367402.3882,-367383.6322,-1469459.505,0.9999990158,0.9990089287,0.1616231969,-193.1650782,-193.1650782,14.11342661,0.04951486817,0.07058445309,3384899.141,-53.07901063,3384846.062,-0.074243263653227,-0.9490035003,-13.4692354672172,0.22085395655,0.232649237703659,0.28644163065,-0.0144852973258969,4,1.26764228656723,5.11E-05,5.11E-05,-1569.757678
CHEMBL2068442,-0.21667,-0.042,-0.129335,0.17467,0.04788,159.884,81.4632,15.0073,2370.226,429.306483592014,678.175782926043,0.869517236204833,-126.3811,230.5407,230.6711,2.09824,2.09693,94.952,79.4841167355372,97.5012913223141,97.5109762396694,77.1112775100925,83.6127751009246,83.6876546425316,73.7643399880811,70.1597884386174,70.1998286650775,68.2654677599702,59.7308283637719,59.4460491986582,60.120802557259,50.1668114952517,49.8820681521942,5.34135318147919,2.66674255487346,6.07312208119645,5.3418044603926,2.69009373914296,5.98243244217419,5.34135318147919,2.66674255487346,6.07312208119645,5.3418044603926,2.69009373914296,5.59970750294003,2.64300929503777,6.0518592184551,4.9,2.68854326289206,5.97034337370976,4.9,2.41330898428339,5.83309523323595,2.50925190230138,5.33127564472144,2.44417371702407,5.51543289325507,2.52005126483384,5.28512062303217,0.171405,0.50108,0.502514172445912,-0.069617,-0.594312,0.600116970682383,-0.069321,-0.594186,0.599967746747273,-0.0816771349,195.4583808,97.72919042,97.72919042,18.7395475,367310.1004,-367328.84,-367310.1004,-1469165.443,0.999999017,0.9990095414,-0.5506495384,-193.1611523,-193.1611523,13.89496242,0.05003643231,0.0715407417,1825313.42,-39.26596206,1825274.154,-0.164542611546878,-0.5780660893,-6.07745307187557,0.1240972386,0.0761202586968081,0.2057743735,-0.0101359068978496,4,1.64690019512303,-0.0816771349,195.4583808,97.72919042,97.72919042,18.7395475,367310.1004,-367328.84,-367310.1004,-1469165.443,0.999999017,0.9990095414,-0.5506495384,-193.1611523,-193.1611523,13.89496242,0.05003643231,0.0715407417,1825313.42,-39.26596206,1825274.154,-0.164542611546878,-0.5780660893,-6.07745307187557,0.1240972386,0.0761202586968081,0.2057743735,-0.0101359068978496,4,1.64690019512303,5.10E-05,5.10E-05,-882.314472
CHEMBL2068442-conf_1,-0.21666,-0.04201,-0.129335,0.17465,0.04789,159.883,81.4623,15.0087,1718.48,429.386485964558,678.403503210113,0.869549828855723,-126.3772,230.5377,230.6674,2.09822,2.0969,94.946,79.5680526859504,97.446410123967,97.5012913223141,77.1763901549681,83.6550983200938,83.6550983200938,73.777376340882,70.2091403456496,70.1765494636472,68.2963333954528,59.7465523667536,59.4571142377935,60.1301129662963,50.1800012413879,49.8874992241326,5.34126471096061,2.66620200849781,6.07350659654711,5.34173054381894,2.69058567038287,5.98267779126402,5.34126471096061,2.66620200849781,6.07350659654711,5.34173054381894,2.69058567038287,5.59949386312165,2.64300929503777,6.0518592184551,4.9,2.68854326289206,5.97097144525077,4.9,2.4202676393314,5.83309523323595,2.50925190230138,5.33127564472144,2.44417371702407,5.51543289325507,2.52005126483384,5.28512062303217,0.171419,0.5011,0.502533630370147,-0.069612,-0.594312,0.600116315728876,-0.069316,-0.594184,0.599964816916792,-0.0816725794,195.458392,97.72919602,97.72919602,18.73955392,367310.1244,-367328.864,-367310.1244,-1469165.539,0.999999017,0.9990095412,-0.5506496535,-193.1611522,-193.1611522,13.89496868,0.05003632585,0.07154053875,1825285.732,-39.26610522,1825246.466,-0.164528752883038,-0.5780756577,-6.07796499078123,0.124100769575,0.0761258262380779,0.205773348975,-0.0101356299567152,4,1.64687343068317,-0.0816725794,195.458392,97.72919602,97.72919602,18.73955392,367310.1244,-367328.864,-367310.1244,-1469165.539,0.999999017,0.9990095412,-0.5506496535,-193.1611522,-193.1611522,13.89496868,0.05003632585,0.07154053875,1825285.732,-39.26610522,1825246.466,-0.164528752883038,-0.5780756577,-6.07796499078123,0.124100769575,0.0761258262380779,0.205773348975,-0.0101356299567152,4,1.64687343068317,5.10E-05,5.10E-05,-882.314474
CHEMBL2068442-conf_2,-0.2165,-0.04214,-0.12932,0.17436,0.04796,159.248,75.0972,15.1562,1608.524,428.126477803942,678.443782554834,0.872143498765787,-126.1283,230.6037,230.7937,2.09815,2.09712,94.672,79.7359245867769,97.5238894628099,97.5109762396694,77.3961453314234,83.6876546425316,83.6876546425316,74.0278605482717,70.3087753277712,70.1914481525626,68.4786153559448,59.9404817368617,59.6161013790533,60.2569672894296,50.4457358326609,50.1784495065483,5.34616644197671,2.04369122485222,6.11040547732471,5.34505739425963,2.04815362464206,6.09900626161095,5.34616644197671,2.04369122485222,6.11040547732471,5.34505739425963,2.04815362464206,5.64145529551849,2.02932271536992,6.09118215127409,4.9,2.03608159920699,6.08296802556121,4.9,1.76910132387838,5.99604036010433,1.92094729634301,5.3352600686377,1.8175637440532,5.51769879569373,1.93199001061076,5.28795801798766,0.173557,0.503398,0.505431700934953,-0.069368,-0.594214,0.599929420709637,-0.069032,-0.594026,0.599711570114334,-0.0813732108,195.4577462,97.72887312,97.72887312,18.74228711,367308.6358,-367327.3781,-367308.6358,-1469159.574,0.9999990167,0.9990093914,-0.5506430148,-193.1611601,-193.1611601,13.89559986,0.05008152637,0.0716056148,1824049.177,-39.30095467,1824009.876,-0.162831231628235,-0.5811127877,-6.14132798726924,0.124934894225,0.0771310609696484,0.206308105025,-0.0101663534840466,4,1.64151049411624,-0.0813732108,195.4577462,97.72887312,97.72887312,18.74228711,367308.6358,-367327.3781,-367308.6358,-1469159.574,0.9999990167,0.9990093914,-0.5506430148,-193.1611601,-193.1611601,13.89559986,0.05008152637,0.0716056148,1824049.177,-39.30095467,1824009.876,-0.162831231628235,-0.5811127877,-6.14132798726924,0.124934894225,0.0771310609696484,0.206308105025,-0.0101663534840466,4,1.64151049411624,5.10E-05,5.10E-05,-882.314172
CHEMBL2068442-conf_3,-0.21573,-0.0479,-0.131815,0.16783,0.05176,159.345,79.6359,15.3334,1779.036,429.846439251404,679.287813554823,0.869374050994706,-135.2775,235.9402,235.6469,2.10444,2.10584,92.078,79.7230113636364,97.5690857438017,97.5109762396694,77.8356556843339,83.874853496549,83.8243911967704,74.5902860548272,70.6141984505364,70.6412023241955,68.7831951174059,60.0872390980246,60.3632827059262,60.3147694122028,50.6889702687605,50.9368599093787,5.27904096065513,2.3281870660688,6.00511265561904,5.27093753787725,2.46462264982543,6.06027294052032,5.27904096065513,2.3281870660688,5.5656475941188,5.27093753787725,2.46462264982543,6.06027294052032,2.32632646481706,5.99082632030006,4.85,2.45534202681287,6.04524606612502,4.85,2.3202329976468,5.50318089835324,2.19988426503213,5.21775813927783,1.83284968805668,5.83545199620389,2.33280927109054,5.24046753639406,0.174162,0.501871,0.50210157685074,-0.068206,-0.592081,0.597774784878051,-0.06897,-0.592379,0.598166249575317,-0.0799567838,195.4528986,97.7264493,97.7264493,18.74173725,367300.4805,-367319.2223,-367300.4805,-1469126.955,0.9999990167,0.9990093795,-0.5505931821,-193.1609704,-193.1609704,13.89761501,0.04996834456,0.07145486077,1787424.699,-39.2696464,1787385.43,-0.15851426488778,-0.5843705907,-6.30858049720604,0.126103451725,0.0781560989102723,0.206060235525,-0.0100828264260095,4,1.62941345504794,-0.0799567838,195.4528986,97.7264493,97.7264493,18.74173725,367300.4805,-367319.2223,-367300.4805,-1469126.955,0.9999990167,0.9990093795,-0.5505931821,-193.1609704,-193.1609704,13.89761501,0.04996834456,0.07145486077,1787424.699,-39.2696464,1787385.43,-0.15851426488778,-0.5843705907,-6.30858049720604,0.126103451725,0.0781560989102723,0.206060235525,-0.0100828264260095,4,1.62941345504794,5.10E-05,5.10E-05,-882.306381
CHEMBL611190,-0.36499,-0.18197,-0.27348,0.18302,0.20433,142.621,52.1147,7.2906,1691.101,388.369837064024,613.95386968704,0.899488866751252,-89.3572,1030.4085,233.6116,2.3314,2.09268,87.491,78.6157024793389,38.0358987603306,97.5432592975207,77.4254460216174,36.4630811303555,84.5748144289621,75.4888632300357,34.4364570917759,72.0165375446961,71.3782379798733,32.2604127841968,61.6776928811032,63.7332412637329,29.7805071069456,51.7759605238657,4.48139762086002,2.7129976428782,5.44703866511245,5.32743113971887,2.76035623308302,5.02571098060097,4.48139762086002,2.7129976428782,5.44703866511245,5.32743113971887,2.76035623308302,5.02571098060097,2.68537382536087,5.43369119475886,4.05,2.75300246918576,5.00849278725646,4.9,2.53284534790193,5.07000986192335,2.48303561299734,5.07000986192335,2.38205872606308,5.00849278725646,1.88455971791094,5.00849278725646,0.157049,0.464153,0.469720450560756,-0.268368,-0.309837,0.310117615170438,-0.06034,-0.586582,0.592669312808585,-0.0754089491,195.465062,97.73253102,97.73253102,18.71008862,367314.4903,-367333.2004,-367314.4903,-1469183.121,0.9999990202,0.9990111532,-0.8792413829,-193.1625774,-193.1625774,14.00120974,0.05034454583,0.0717203079,2224267.604,-38.54016422,2224229.064,-0.155840427956435,-0.559294614,-6.41682016093764,0.120971416225,0.0704594668330967,0.196380365325,-0.0091223273686659,4,1.69043556303296,-0.0754089491,195.465062,97.73253102,97.73253102,18.71008862,367314.4903,-367333.2004,-367314.4903,-1469183.121,0.9999990202,0.9990111532,-0.8792413829,-193.1625774,-193.1625774,14.00120974,0.05034454583,0.0717203079,2224267.604,-38.54016422,2224229.064,-0.155840427956435,-0.559294614,-6.41682016093764,0.120971416225,0.0704594668330967,0.196380365325,-0.0091223273686659,4,1.69043556303296,5.09E-05,5.09E-05,-1021.775032
CHEMBL611190-conf_1,-0.36317,-0.17918,-0.271175,0.18399,0.19984,141.98,46.0142,7.4397,1989.445,385.279885866742,610.720350585983,0.903516419128927,-82.1915,233.3354,230.0792,2.08744,2.09806,175.83,80.3041064049587,97.6175103305785,97.8305785123967,79.3592915744238,84.5373746581586,85.5319703086339,77.272981227652,72.007225864124,73.3658000595948,72.956461982855,62.2338566902721,63.3560846067835,65.1263112159394,53.0759263856992,53.7063186642667,5.36560151417282,2.58250066638969,5.22068994595682,5.39248092094377,2.62421995646417,5.28047473627246,5.36560151417282,2.58250066638969,5.22068994595682,5.39248092094377,2.62421995646417,5.28047473627246,2.57022000966797,5.19711458407451,4.95,2.6183152581236,5.26307894677631,4.95,2.31447895529836,5.12884002480093,2.47486031008131,5.05099000196991,2.31462647843583,5.25,2.07582595631403,5.26307894677631,0.160842,0.472411,0.483345040324197,-0.059164,-0.586386,0.592465658168471,-0.063449,-0.588947,0.594796592016968,-0.0750500369,195.4665125,97.73325627,97.73325627,18.70087868,367320.4106,-367339.1115,-367320.4106,-1469206.839,0.9999990212,0.9990116517,-0.8792604117,-193.1622915,-193.1622915,14.00692581,0.05026915079,0.07159821038,2161100.457,-38.35889153,2161062.098,-0.150266831695193,-0.5744951643,-6.65482853879849,0.12486128185,0.0718005633754869,0.19991131875,-0.0093708438102238,4,1.69870253714254,-0.0750500369,195.4665125,97.73325627,97.73325627,18.70087868,367320.4106,-367339.1115,-367320.4106,-1469206.839,0.9999990212,0.9990116517,-0.8792604117,-193.1622915,-193.1622915,14.00692581,0.05026915079,0.07159821038,2161100.457,-38.35889153,2161062.098,-0.150266831695193,-0.5744951643,-6.65482853879849,0.12486128185,0.0718005633754869,0.19991131875,-0.0093708438102238,4,1.69870253714254,5.09E-05,5.09E-05,-1021.775745
CHEMBL611190-conf_10,-0.36289,-0.18074,-0.271815,0.18215,0.20281,141.86,44.1708,7.4034,1719.374,387.599853235329,612.418597569745,0.899772607880513,-82.0904,1053.3654,236.2805,2.32608,2.10471,86.75,80.1233212809917,36.4378873966942,98.3019111570248,79.3462690454486,35.2243130615966,86.1684464122933,77.2264228247914,33.6207538736591,74.0120306912992,72.7328317182259,31.551667909057,64.1766446142378,64.7197566879772,29.1408044193408,54.5489106821426,4.4760818085687,2.90378445208068,5.208557445381,5.39516252039216,2.68750536851235,5.11318423254173,4.4760818085687,2.90378445208068,5.208557445381,5.39516252039216,2.68750536851235,5.11318423254173,2.86988922501015,5.18483365210495,4.05,2.68187823055236,5.08846735274974,4.95,2.69027692302522,5.05593710403917,1.90825006137645,4.58530260724415,2.61840389481525,5.08846735274974,1.90210670009851,5.08846735274974,0.160981,0.469413,0.478247840958012,-0.281848,-0.322784,0.32293528456488,-0.061351,-0.587517,0.59394536291228,-0.0727025862,195.4527648,97.72638238,97.72638238,18.72020663,367294.3625,-367313.0827,-367294.3625,-1469102.569,0.999999019,0.9990105153,-0.8790800595,-193.1625495,-193.1625495,14.00801983,0.05046311261,0.07201635952,2179010.924,-38.4885183,2178972.436,-0.142791055592788,-0.5818562296,-7.00323977470832,0.12728841085,0.0728402327493862,0.19999099705,-0.0092541966620831,4,1.69192359647751,-0.0727025862,195.4527648,97.72638238,97.72638238,18.72020663,367294.3625,-367313.0827,-367294.3625,-1469102.569,0.999999019,0.9990105153,-0.8790800595,-193.1625495,-193.1625495,14.00801983,0.05046311261,0.07201635952,2179010.924,-38.4885183,2178972.436,-0.142791055592788,-0.5818562296,-7.00323977470832,0.12728841085,0.0728402327493862,0.19999099705,-0.0092541966620831,4,1.69192359647751,5.10E-05,5.10E-05,-1021.77085
