Atom,q(N),q(N+1),q(N-1),f-,f+,CDD,f0,f+f-,q(N)/f+,q(N)/CDD,q(N)/f-,q(N+1)/f+,q(N+1)/CDD,q(N+1)/f-,q(N-1)/f+,q(N-1)/CDD,q(N-1)/f-
Pt,0.2131223287,-0.0235494219,0.4578732709,0.24475094220000002,0.2366717506,-0.008079191600000007,0.24071134640000003,0.05792563395147342,0.900497537875566,26.37916505161232,0.8707722502896252,-0.09950246212443403,-2.9148240400685603,-0.09621790089272228,1.9346342338670308,56.673154143293196,1.8707722502896251
N,-0.0754089491,-0.0998350285,-0.0631600605,0.012248888599999994,0.02442607940000001,0.012177190800000015,0.018337484,0.0002991923255053548,-3.087230982308195,-6.192639200496054,-6.156391127599939,-4.087230982308196,-8.198527077361708,-8.150537714907461,-2.5857633337587522,-5.1867513236304,-5.156391127599939
Cl,-0.2852237994,-0.517100033,0.0401299285,0.3253537279,0.23187623359999998,-0.09347749430000002,0.27861498075,0.07544179701317123,-1.2300691406434852,-3.051256364281899,-0.8766575420573196,-2.230069140643485,-5.5318131585818495,-1.5893471894040652,0.17306615635833755,0.4293004300180519,0.12334245794268031
C,-0.0384663503,-0.0449447046,-0.03145685,0.007009500299999999,0.006478354300000003,-0.0005311459999999962,0.006743927300000001,4.5410026409356304e-05,-5.93767313714225,-72.42142518253037,-5.4877450108676085,-6.93767313714225,-84.61836218290324,-6.411969851830952,-4.855685339716599,-59.224488182157494,-4.4877450108676085
C,0.0082279231,-0.003003792,0.0202635642,0.012035641100000001,0.0112317151,-0.0008039260000000017,0.0116336781,0.0001351808918810506,0.7325615924855501,10.234677196657382,0.6836298151163712,-0.26743840751444986,-3.736403599336249,-0.2495747401440875,1.8041380162856875,25.205757992651012,1.683629815116371
N,-0.0494283389,-0.090933438,-0.0294538442,0.0199744947,0.041505099100000005,0.021530604400000004,0.030739796900000005,0.0008290433819959249,-1.190897985351395,-2.2957246337218473,-2.474572680929946,-2.190897985351395,-4.223450318004078,-4.55247751523847,-0.7096439916704113,-1.367998949439617,-1.474572680929946
H,0.0639343999,0.0387852713,0.0860405414,0.02210614150000001,0.025149128599999994,0.0030429870999999845,0.02362763505,0.000555950195433297,2.542211339282746,21.01040779962568,2.892155553242974,1.542211339282746,12.745788932197641,1.7545020825999862,3.421213624077616,28.275026667053712,3.892155553242974
N,-0.0718680978,-0.0985063168,-0.0608159458,0.011052152000000003,0.02663821899999999,0.015586066999999988,0.018845185499999997,0.00029440964539728795,-2.697931787406659,-4.611047661991961,-6.50263385809388,-3.697931787406659,-6.320152274464114,-8.912863015275212,-2.283033479077562,-3.901943049519808,-5.50263385809388
C,0.0164111889,0.0047609034,0.0274033766,0.010992187700000003,0.0116502855,0.0006580977999999967,0.011321236600000001,0.00012806212497458837,1.4086512214657743,24.937310077620808,1.4929865962896534,0.4086512214657744,7.234340245477228,0.4331170036334076,2.3521635242329473,41.64027990976439,2.4929865962896534
H,0.0477709505,0.0317572037,0.0594304676,0.011659517100000003,0.0160137468,0.004354229699999997,0.01383663195,0.0001867125546496703,2.983121382935816,10.971159950518926,4.097163723873263,1.9831213829358163,7.293414883463779,2.723715178564299,3.711215641301385,13.648905017574073,5.097163723873263
H,0.0498594584,0.0200148786,0.0775222729,0.027662814499999994,0.0298445798,0.002181765300000006,0.028753697149999997,0.000825585074837847,1.670636971072382,22.852805661543822,1.8024000558583804,0.6706369710723822,9.173708372756659,0.7235300876561207,2.5975327318898955,35.53190295033099,2.80240005585838
H,0.05740056,0.0294244258,0.0818376614,0.024437101399999994,0.027976134200000002,0.003539032800000008,0.0262066178,0.0006836556282254078,2.0517688251581236,16.2192788945047,2.3489103335308017,1.0517688251581234,8.3142563131938,1.204088214815854,2.92526697273278,23.1243014758156,3.3489103335308017
H,0.0546485716,0.0395546095,0.0647412013,0.010092629699999994,0.015093962100000004,0.0050013324000000095,0.012593295899999999,0.0001523377701811343,3.620558421834118,10.926802545657612,5.414700947563748,2.620558421834118,7.9088143591495585,3.9191579078741015,4.289211863066754,12.944790732165666,6.414700947563748
H,0.0410503072,0.0281863095,0.056243562,0.0151932548,0.012863997699999997,-0.0023292571000000026,0.014028626249999999,0.00019544599480271393,3.19110032179188,17.623776782734698,2.7018770987767544,2.19110032179188,12.100986833956616,1.8551857301833705,4.372168225745252,24.146566731512777,3.7018770987767544
C,0.0097924555,-0.0027025135,0.0199926934,0.0102002379,0.012494969,0.002294731099999999,0.01134760345,0.0001274516563531251,0.7837118683527746,4.267365139209558,0.9600222657551938,-0.21628813164722538,-1.1777037841165794,-0.2649461244428426,1.6000594639330439,8.712434062535698,1.9600222657551938
