Atom,q(N),q(N+1),q(N-1),f-,f+,CDD,f0,f+f-,q(N)/f+,q(N)/CDD,q(N)/f-,q(N+1)/f+,q(N+1)/CDD,q(N+1)/f-,q(N-1)/f+,q(N-1)/CDD,q(N-1)/f-
P,0.5095618166,0.4851302983,0.542019484,0.0324576674,0.02443151830000001,-0.00802614909999999,0.028444592850000006,0.0007929900950584138,20.856739656658988,63.48770876932757,15.699274082770346,19.856739656658988,60.44371868197671,14.946554609774577,22.1852558381523,67.53169885667843,16.699274082770348
P,0.5216496266,0.4969133118,0.5775780718,0.055928445199999954,0.024736314800000048,-0.031192130399999907,0.04033238,0.0013834636267417504,21.088413161688862,16.723757560336487,9.327089725712606,20.088413161688862,15.930726931046731,8.884804682537471,23.349398504582375,18.516788189626244,10.327089725712606
C,0.0335370698,0.0210108986,0.0366824566,0.0031453868000000038,0.012526171199999998,0.009380784399999995,0.007835779000000001,3.93996535470202e-05,2.6773600060647427,3.575081610446139,10.662303854012473,1.6773600060647427,2.2397805667509014,6.679909319896674,2.9284652120992893,3.910382654141377,11.662303854012473
H,0.0431154285,-0.0026518555,0.0498769367,0.006761508200000002,0.045767284,0.039005775799999996,0.0262643961,0.0003094558660577289,0.9420578354616804,1.105360106694763,6.376599306645813,-0.05794216453831956,-0.06798622628600558,-0.3921988144597679,1.0897945506226676,1.2787064396755314,7.376599306645813
C,0.0331742747,0.017016569,0.0368743707,0.003700096,0.0161577057,0.0124576097,0.00992890085,5.97850622297472e-05,2.0531550280681246,2.662972712975588,8.965787563349707,1.0531550280681248,1.365957788836489,4.598953378506936,2.282153876586575,2.9599876371146863,9.965787563349707
H,0.0405595898,-0.0257109784,0.0493747231,0.0088151333,0.06627056819999999,0.05745543489999999,0.037542850749999995,0.000584183892549741,0.6120302104185068,0.7059312991119662,4.601131760537302,-0.38796978958149336,-0.4474942787353265,-2.916686285390602,0.7450475292589992,0.8593568769592588,5.601131760537302
C,-0.0444387707,-0.0610406097,-0.0385425592,0.005896211499999998,0.016601839,0.010705627500000002,0.01124902525,9.788795403294847e-05,-2.6767378421149606,-4.150972999947924,-7.536834575896745,-3.6767378421149606,-5.701731140934989,-10.352513592838386,-2.3215837233453476,-3.6002148589608587,-6.536834575896745
H,0.0376911305,0.0047538113,0.0484363158,0.010745185299999994,0.0329373192,0.022192133900000008,0.02184125225,0.0003539175980892476,1.14432902906075,1.6984004634182561,3.507722710002965,0.14432902906075,0.21421154547017213,0.44241315224224215,1.4705603545293995,2.18258938136634,4.507722710002965
H,0.0358378906,0.0014393512,0.0418289361,0.0059910455,0.0343985394,0.028407493899999997,0.02019479245,0.0002060832146789427,1.0418433812919394,1.2615646676245524,5.981909267756354,0.041843381291939395,0.0506680105280248,0.24025042039824268,1.2160090756644162,1.47246132472108,6.981909267756354
C,-0.0401179489,-0.0505964387,-0.0336867873,0.006431161599999999,0.010478489800000004,0.0040473282000000055,0.008454825700000002,6.73888612277517e-05,-3.828600272149903,-9.912205513751008,-6.238056418921273,-4.828600272149903,-12.501194911744477,-7.867387238411178,-3.2148513710439444,-8.323216115757539,-5.238056418921273
H,0.0323531226,0.0152818577,0.0380914901,0.005738367500000001,0.0170712649,0.0113328974,0.0114048162,9.796119168605077e-05,1.895180163246134,2.8547970971659904,5.63803600937026,0.8951801632461341,1.3484510765975875,2.6631019536479665,2.2313220679974335,3.3611431177343936,6.63803600937026
H,0.0410025381,0.023351855,0.0548359299,0.013833391799999997,0.017650683099999998,0.003817291300000001,0.015742037449999996,0.0002441688148599385,2.323000071311688,10.741265174077752,2.9640263713198673,1.3230000713116878,6.1173887882226845,1.6880787689393721,3.1067313139852364,14.36514155993282,3.9640263713198673
C,-0.04010804,-0.050619555,-0.0337982525,0.006309787499999997,0.010511514999999999,0.004201727500000002,0.008410651249999998,6.632542595306247e-05,-3.8156288603498165,-9.545607134208485,-6.356480309360658,-4.8156288603498165,-12.04731982262057,-8.022386649312677,-3.215355017806663,-8.043894445796397,-5.356480309360658
H,0.0411379393,0.0235204966,0.0548234972,0.013685557899999999,0.017617442700000003,0.003931884800000004,0.015651500300000003,0.00024110453212078235,2.33506871573364,10.462651220096774,3.0059380553276536,1.3350687157336403,5.9819902658389115,1.7186363005340104,3.1118873569544796,13.943312174354638,4.005938055327653
H,0.0315417069,0.0147127473,0.0377805307,0.006238823800000001,0.0168289596,0.010590135799999997,0.0115338917,0.00010499291368171849,1.8742517451880985,2.9784043845783366,5.055713690776136,0.8742517451880983,1.3892878786313585,2.358256583556663,2.244971263701887,3.5675208905253144,6.055713690776136
C,-0.0443518607,-0.0609452392,-0.0386956133,0.0056562474000000015,0.0165933785,0.010937131099999997,0.01112481295,9.385625399784091e-05,-2.672865004555884,-4.055164036572627,-7.841216545796775,-3.672865004555884,-5.572324098775776,-10.77485387219802,-2.3319912397586786,-3.538003974369477,-6.841216545796775
H,0.0387607323,0.0071870274,0.0487465695,0.0099858372,0.031573704900000006,0.021587867700000006,0.020779771050000003,0.0003152898769322423,1.227626989698,1.7954868372664703,3.881570620838882,0.2276269896980002,0.3329197445470725,0.7197220679704252,1.5438976722684197,2.258053929985868,4.881570620838882
H,0.0349142659,-0.0017305426,0.0415095677,0.006595301800000002,0.0366448085,0.0300495067,0.02162005515,0.00024168357146070536,0.9527752314492242,1.1618914828974547,5.293808677564988,-0.04722476855077575,-0.05758971743785731,-0.26239020631322735,1.1327543900249881,1.3813726832327666,6.293808677564988
O,-0.3365734802,-0.3449313896,-0.3142904139,0.022283066299999987,0.00835790940000003,-0.013925156899999958,0.015320487850000009,0.00018623984928959377,-40.27005607407025,-24.170175073575006,-15.104450871736633,-41.27005607407025,-24.77037724436707,-15.479529834724776,-37.603950803773834,-22.569972902782947,-14.104450871736633
O,-0.3541782532,-0.3622694279,-0.2149896831,0.13918857010000002,0.008091174699999981,-0.13109739540000004,0.0736398724,0.001126199036922294,-43.77340328592841,-2.7016421807568567,-2.544592942836762,-44.77340328592841,-2.763360986651607,-2.6027239710827375,-26.57088631394901,-1.639923374862106,-1.5445929428367622
O,-0.4007462218,-0.4271438661,-0.3108956978,0.08985052400000004,0.026397644299999967,-0.06345287970000008,0.058124084150000005,0.0023718421727206116,-15.181135757632756,-6.315650663842126,-4.460143402168693,-16.181135757632756,-6.731670305894714,-4.753938509028615,-11.777403099563713,-4.899631021789538,-3.4601434021686934
O,-0.3878473519,-0.414205464,-0.2758089791,0.11203837280000001,0.026358112099999997,-0.08568026070000001,0.06919824245,0.002953119989763991,-14.714534577762876,-4.526682677332237,-3.461736744359429,-15.714534577762876,-4.83431610286872,-3.696996427638228,-10.463912515949882,-3.2190492517957523,-2.461736744359429
N,-0.071890015,-0.0853177198,-0.0616642488,0.0102257662,0.013427704799999995,0.0032019385999999955,0.011826735499999998,0.0001373085698874177,-5.353857272763401,-22.45202796830648,-7.030281505947203,-6.353857272763401,-26.64564517258392,-8.343406071615446,-4.592314898075509,-19.258410764029044,-6.030281505947203
H,0.131621238,0.0565657653,0.1464277931,0.014806555100000007,0.0750554727,0.06024891759999999,0.044931013900000004,0.0011113129920890964,1.7536527752759061,2.1846241101599477,8.889389673091477,0.753652775275906,0.9388677432439053,3.8203191031248025,1.9509275983815102,2.4303804770759903,9.889389673091477
