Atom,q(N),q(N+1),q(N-1),f-,f+,CDD,f0,f+f-,q(N)/f+,q(N)/CDD,q(N)/f-,q(N+1)/f+,q(N+1)/CDD,q(N+1)/f-,q(N-1)/f+,q(N-1)/CDD,q(N-1)/f-
Cl,-0.3407004214,-0.4083947746,-0.0718349397,0.2688654817,0.0676943532,-0.20117112850000002,0.16827991745,0.018200674881487938,-5.032922323571296,-1.6935850782385007,-1.267177992674245,-6.032922323571296,-2.0300864127229867,-1.5189557693229163,-1.0611659068189458,-0.35708374375401486,-0.2671779926742452
N,-0.0580271352,-0.1067705908,-0.0649219232,0.006894787999999992,0.04874345559999999,0.0418486676,0.027819121799999992,0.00033607579274941236,-1.19046002146799,-1.386594568664356,-8.41608693407253,-2.19046002146799,-2.551349826009753,-15.485695977889403,-1.3319105590864182,-1.5513498260097531,-9.41608693407253
Pt,0.1773308311,0.1162553342,0.3755896323,0.19825880119999997,0.0610754969,-0.13718330429999998,0.12966714904999999,0.012108754798088314,2.9034693142218218,1.2926560706848351,0.8944411548272795,1.903469314221822,0.847445210575818,0.5863817066195396,6.14959601417504,2.737866930793852,1.8944411548272795
Cl,-0.347261696,-0.4386558805,-0.1011961038,0.24606559220000002,0.09139418449999998,-0.15467140770000004,0.16872988835,0.022488964132628558,-3.799603857726857,-2.245157661418245,-1.411256620217542,-4.799603857726857,-2.836050224297531,-1.782678661319963,-1.1072488293825744,-0.6542650985389589,-0.41125662021754217
C,0.0375536394,-0.0197496315,0.0431013476,0.005547708200000001,0.057303270899999995,0.051755562699999993,0.03142548955,0.00031790182585875144,0.6553489671738791,0.7255961956723157,6.76921677315328,-0.344651032826121,-0.38159437304311256,-3.559962202049487,0.7521620829501375,0.8327867643877439,7.76921677315328
C,0.0863631312,0.0348700415,0.0894164994,0.0030533682000000034,0.0514930897,0.0484397215,0.027273228950000002,0.00015722736260972772,1.6771790487452531,1.7828990036616954,28.284545309668157,0.6771790487452533,0.7198646156543241,11.420188858978737,1.736475708118171,1.8459333916690666,29.284545309668157
N,-0.1221217176,-0.1450878498,-0.0979400079,0.024181709699999998,0.022966132200000003,-0.0012155774999999952,0.02357392095,0.0005553603417922223,-5.317469939496386,-100.46395034458969,-5.050168872054568,-6.317469939496386,-119.35713666960812,-5.9999004040644826,-4.26454080500329,-80.57076401957126,-4.050168872054568
H,0.1328752035,0.0726446257,0.1600138846,0.02713868109999998,0.060230577800000004,0.033091896700000026,0.04368462944999999,0.0016345784433829385,2.2061087300411053,4.01533960729425,4.89615552835396,1.2061087300411055,2.1952391051673974,2.67679278268243,2.6566885200958503,4.8354401094211035,5.89615552835396
H,0.1182375565,0.0804000794,0.1395339626,0.021296406100000012,0.03783747709999999,0.016541070999999977,0.0295669416,0.0008058022781210505,3.124879499431531,7.14811976201542,5.551995766083739,2.124879499431531,4.8606332322737815,3.775288610785834,3.687718455203242,8.435606291757058,6.551995766083739
H,0.1319040478,0.0842119067,0.1593807827,0.027476734899999994,0.0476921411,0.020215406200000008,0.037584438,0.0013104243178180942,2.76573969542332,6.524926904511073,4.800572130569998,1.76573969542332,4.165729140777788,3.0648440219147006,3.3418667944853495,7.884124668244358,5.800572130569998
C,-0.033668893,-0.0868867677,-0.0089971988,0.024671694199999997,0.05321787470000001,0.02854618050000001,0.038944784450000006,0.0013129751305723167,-0.632661360300433,-1.1794535174329184,-1.364676974635978,-1.632661360300433,-3.043726557393553,-3.5217187354729784,-0.16906347445701356,-0.3151804774722838,-0.3646769746359778
C,-0.0333904919,-0.0813592414,-0.011159177,0.0222313149,0.047968749500000005,0.025737434600000005,0.035100032200000006,0.0010664083754937177,-0.6960884377442442,-1.2973512091993813,-1.5019575787665174,-1.6960884377442442,-3.161124745509795,-3.6596684346367656,-0.23263431121964098,-0.43357767288896765,-0.5019575787665173
C,-0.0052313366,-0.1061654332,0.0276117645,0.0328431011,0.10093409660000001,0.0680909955,0.06688859885000001,0.003314988739070967,-0.05182923091620557,-0.07682861091375878,-0.159282662866449,-1.0518292309162056,-1.5591699375286707,-3.2325033155897693,0.2735623087748526,0.40551271570115316,0.840717337133551
C,-0.0858857709,-0.1065163812,-0.0778240094,0.0080617615,0.02063061029999999,0.01256884879999999,0.014346185899999996,0.00016631905983804338,-4.1630261854153705,-6.833224925102136,-10.653474541513043,-5.1630261854153705,-8.47463303083096,-13.212544330417117,-3.772259194872196,-6.191816819373312,-9.653474541513043
