Atom,q(N),q(N+1),q(N-1),f-,f+,CDD,f0,f+f-,q(N)/f+,q(N)/CDD,q(N)/f-,q(N+1)/f+,q(N+1)/CDD,q(N+1)/f-,q(N-1)/f+,q(N-1)/CDD,q(N-1)/f-
Pt,0.5448676679,0.4228017466,0.6302381217,0.08537045380000008,0.12206592129999999,0.03669546749999991,0.10371818755000003,0.010420823094896095,4.463716507418029,14.84836425370521,6.382391607949956,3.463716507418029,11.521906529736976,4.952553580077134,5.163096423538812,17.174821977673442,7.382391607949956
O,-0.3624646368,-0.3940209984,-0.1976084446,0.16485619220000003,0.03155636159999997,-0.13329983060000006,0.0982062769,0.005202261613062296,-11.486261990355706,-2.719168022708649,-2.198671654142452,-12.486261990355706,-2.9559002185258576,-2.390089162813988,-6.262079485107693,-1.4824358268914402,-1.1986716541424518
H,0.1069001072,0.0827858193,0.1626457579,0.055745650699999996,0.024114287900000003,-0.03163136279999999,0.0399299693,0.0013442666701526367,4.433060915723743,3.379560592311882,1.9176403155699464,3.4330609157237433,2.6172068469968046,1.4850632876368954,6.744787927160809,5.141914337626959,2.9176403155699466
O,-0.3709723055,-0.4037557179,-0.2028653907,0.16810691479999998,0.03278341239999999,-0.1353235024,0.10044516359999998,0.005511118315180061,-11.315853913365045,-2.7413738110579677,-2.206764105696383,-12.315853913365045,-2.983633372912169,-2.4017793579779623,-6.18804986573027,-1.499114249203766,-1.206764105696383
H,0.1077279379,0.0829995256,0.1650352496,0.05730731169999999,0.024728412300000002,-0.032578899399999986,0.041017861999999995,0.0014171188315222137,4.356443777832028,3.3066782452448362,1.879828850879425,3.356443777832028,2.547646701656227,1.4483234885366296,6.67391208128635,5.065709788833446,2.879828850879425
Cl,-0.2814694703,-0.4672555433,-0.1880470065,0.09342246380000002,0.185786073,0.09236360919999997,0.1396042684,0.017356592679386662,-1.5150192140613254,-3.0474065786073687,-3.0128671290726543,-2.5150192140613252,-5.058870558947366,-5.001533082025181,-1.012169553204346,-2.035942598267371,-2.0128671290726543
Cl,-0.2787046155,-0.458939017,-0.1694014786,0.10930313689999999,0.18023440150000003,0.07093126460000004,0.1447687692,0.019700185461244066,-1.5463452769309411,-3.9292210151854503,-2.5498318109111837,-2.546345276930941,-6.470193638701878,-4.198772606314834,-0.9398953650921074,-2.3882483916690225,-1.5498318109111835
N,-0.0675157972,-0.1036340529,-0.0591197726,0.008396024600000003,0.03611825569999999,0.027722231099999987,0.022257140149999997,0.0003032497633662903,-1.8692983891799633,-2.4354387984306225,-8.041400593323653,-2.869298389179963,-3.738301312263429,-12.343228829986987,-1.636839084673738,-2.1325762845978162,-7.041400593323653
C,0.0447912494,0.0380265159,0.0467865038,0.0019952544000000003,0.006764733499999995,0.0047694790999999945,0.0043799939499999975,1.349736428070239e-05,6.621288096567297,9.39122458886549,22.448891429584112,5.621288096567297,7.972886577907437,19.058479911133134,6.916237542838906,9.809562599823543,23.448891429584112
H,0.1148529037,0.0928008197,0.1280719259,0.0132190222,0.022052084,0.0088330618,0.0176355531,0.0002915069879522648,5.20825622195163,13.002615208692415,8.688456828523973,4.20825622195163,10.506076126400474,7.020248418979128,5.807701707466741,14.499154290984356,9.688456828523973
