molecule_chembl_id,molecule_name,formula,target_pref_name,assay_description,standard_relation,standard_value,standard_units,pchembl_value
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A549,In vitro cytotoxicity against lung cancer A 549 cell lines,=,3200.0,nM,5.50
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,"Cytotoxicity against A2780-WT, human ovarian carcinoma cell line",=,450.0,nM,6.35
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,"Cytotoxicity against A2780-DX5, Doxorubicin-resistant Ovarian carcinoma cell line",=,280.0,nM,6.55
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,"Cytotoxicity against A2780-C25, oxaliplatin-resistant Ovarian carcinoma cell line",=,1600.0,nM,5.80
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,"Cytotoxicity against A2780-CP3, cisplatin-resistant Ovarian carcinoma cell line",=,9000.0,nM,5.05
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,P388,Cytotoxic activity against murine P388 leukemia cells,=,0.011,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MCF7,In vitro inhibition of estrogen receptor positive human breast cancer MCF-7 cell proliferation,=,16700.0,nM,4.78
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ZR-75-1,In vitro inhibition of estrogen receptor positive human breast cancer ZR-75-1 cell proliferation,=,9300.0,nM,5.03
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,In vitro inhibition of L1210 (murine leukemia) cell growth.,=,0.19,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HT-29,Cytotoxicity against colon cancer HT29N tumor cell lines,>,80000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HT-29,Cytotoxicity against colon cancer HT-29 tumor cell lines,=,50000.0,nM,4.30
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HCT-116,Cytotoxicity against colon cancer HCT116 tumor cell lines,>,80000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A-427,Cytotoxicity against lung carcinoma A427 tumor cell lines,=,63000.0,nM,4.20
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HBL-100,Cytotoxicity against breast carcinoma HBL100 tumor cell lines,=,63000.0,nM,4.20
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MCF7,Cytotoxicity against breast carcinoma MCF-7 tumor cell lines,=,71000.0,nM,4.15
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,COR-L23,Cytotoxicity against lung carcinoma COR-L23/CTR tumor cell lines,>,80000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Cytotoxicity against ovarian carcinoma A2780 tumor cell lines,=,4000.0,nM,5.40
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Cytotoxicity against ovarian carcinoma A2780/cis tumor cell lines,=,40000.0,nM,4.40
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Cytotoxicity against ovarian carcinoma A2780/cis90 tumor cell lines,>,80000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PC-9,Compound was tested in vitro for cytotoxic activity against PC-9 human non-small cell lung cancer cell line by MTT assay,=,5000.0,nM,5.30
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HepG2,Inhibition of HepG2 cancer cell proliferation,=,0.33,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HL-60,Inhibition of HL60 cancer cell proliferation,=,0.7,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,P388/S,Evaluation of inhibitory activity against drug sensitive P388 cells (P388/S) cells,=,48.0,nM,7.32
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,P388/ADR,Evaluation of inhibitory activity against multidrug resistant P388 cells (P388/ADR) cells,=,61.0,nM,7.21
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,P388,In vitro cytotoxicity was measured towards murine lymphocytic leukemia P388 cells,=,0.011,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CCD 19Lu,Tested for the cytostatic activity as inhibitory concentration against CCD-19Lu (human normal pulmonary) cells,=,10.0,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,P388,Tested for the cytostatic activity as inhibitory concentration against P-388 mouse leukemia cells,=,0.05,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Lu-99 cell line,Tested for the cytostatic activity as inhibitory concentration against Lu-99 human pulmonary large cell carcinoma,=,0.001,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CCRF-CEM,Tested for the cytostatic activity as inhibitory concentration against CCRF-CEM human leukemia cells,=,0.005,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HeLa,Cytotoxic potency against human HeLa cell line expressed as inhibitory concentration,=,2000.0,nM,5.70
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HSC-3,Cytotoxic potency against human HSC-3 cell line expressed as inhibitory concentration,=,7000.0,nM,5.16
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,THP-1,Cytotoxic potency against human THP-1 cell line expressed as inhibitory concentration,=,2000.0,nM,5.70
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MOLT-3,Cytotoxic potency against human MOLT-3 cell line expressed as inhibitory concentration,=,4000.0,nM,5.40
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CCRF-CEM,Cytotoxic potency against human CCRF-CEM cell line expressed as inhibitory concentration,=,1000.0,nM,6.00
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L132,Cytotoxic potency against human L-132 cell line expressed as inhibitory concentration,=,2000.0,nM,5.70
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,COLO1,Inhibition of Col1 cancer cell proliferation,=,1.38,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A549,Inhibition of A549 cancer cell proliferation,=,1.8,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,In vitro inhibition of L1210 (murine leukemia) cell growth.,=,633.0,nM,6.20
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,"Cytotoxicity was determined after 48 hr of continuous exposure against L1210 murine leukemia cells,(cells resistant to melphalan (L-PAM)",=,183.15,nM,6.74
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,"Inhibition of cell growth in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant)using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay",=,8400.0,nM,5.08
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-sensitive A2780/S human tumor cell lines",=,1300.0,nM,5.89
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant SKOV3 human tumor cell lines",=,21600.0,nM,4.67
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel CH1,=,120.0,nM,6.92
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel SK-OV-3,=,5200.0,nM,5.28
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HX62 cell line,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel HX62,=,18000.0,nM,4.75
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,Compound was tested for in vitro growth inhibition of primary panel tumor cell line SK-OV-3,=,23000.0,nM,4.64
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HT-1376,Compound was tested for in vitro growth inhibition of primary panel tumor cell line HT1376,=,23000.0,nM,4.64
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HT-29,Compound was tested for in vitro growth inhibition of primary panel tumor cell line HT-29/219,=,17000.0,nM,4.77
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ZR-75-1,Compound was tested for in vitro growth inhibition of primary panel tumor cell linZR-75-1,=,27000.0,nM,4.57
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SW 1116,Compound was tested for in vitro growth inhibition of primary panel tumor cell line SW1116,=,163000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SW-620,Compound was tested for in vitro growth inhibition of primary panel tumor cell lines SW620,=,167000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,P338,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,=,5300.0,nM,5.28
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,P338,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,=,5500.0,nM,5.26
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,P388,In Vitro evaluation for the growth inhibition of Wildtype P388 Leukemia cell lines,=,1200.0,nM,5.92
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Cytotoxicity against human ovarian carcinoma A2780cisR cell line,=,7800.0,nM,5.11
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel CH1-R,=,560.0,nM,6.25
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Cytotoxicity against human ovarian carcinoma A2780 cell line,=,2300.0,nM,5.64
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,=,72000000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PAM212,Compound was evaluated against normal Pam 212 cell line,=,44000000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,=,25000000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,=,6000000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,=,36000000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,=,2000000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,P388,Cytotoxic activity of compound against Murine P388 Leukemia,=,0.011,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,=,500.0,nM,6.30
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,In vitro inhibition of human ovarian cell line SKOV-3.,=,2250.0,nM,5.65
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",=,8800.0,nM,5.06
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,In vitro inhibition of human ovarian cell line A2780,=,530.0,nM,6.28
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",=,500.0,nM,6.30
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",=,1200.0,nM,5.92
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,Cytotoxicity against L1210/0 cell line of murine leukemia,=,1500.0,nM,5.82
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,In vitro inhibition of human ovarian cell line (CH1),=,400.0,nM,6.40
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,=,1200.0,nM,5.92
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,Growth inhibitory activity against L1210 mouse leukemia cancer cell line,=,510.0,nM,6.29
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,Inhibition of cell growth in human ovarian carcinoma cell line(SKOV-3) using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay,=,10500.0,nM,4.98
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PAM,Inhibitory activity against PAM cell line,=,164000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NIH3T3,Inhibitory activity against 3T3 cell line,=,35000.0,nM,4.46
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HeLa,Inhibitory activity against HeLa cell line,=,7000.0,nM,5.16
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Jurkat,Inhibitory activity against JURKAT cell line,=,22000.0,nM,4.66
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,GLIOMA#112,Inhibitory activity against GLIOMA#112 cell line,=,120000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,GLIOMA#108,Inhibitory activity against GLIOMA#108 cell line,=,86000.0,nM,4.07
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PAM,Inhibitory activity against PAM-RAS cell line,=,165000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,Cytotoxicity against human SCLC cells resistant to cisplatin (SCLC/CDDP),=,6700.0,nM,5.17
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,N592,Cytotoxicity against human small-cell lung cancer (SCLC),=,670.0,nM,6.17
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,=,1700.0,nM,5.77
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,=,540.0,nM,6.27
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1/CDDP cell line after 96h of drug exposure,=,1450.0,nM,5.84
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,=,10000.0,nM,5.00
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,Cytotoxic activity in a panel of Human ovarian tumor CH1 cell line after 96h of drug exposure,=,180.0,nM,6.75
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,=,530.0,nM,6.28
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HX62 cell line,Cytotoxic activity in a panel of Human ovarian tumor HX/62 cell line after 96h of drug exposure,=,25000.0,nM,4.60
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,Cytotoxic activity in a panel of Human ovarian tumor SKOV-3 cell line after 96h of drug exposure,=,8000.0,nM,5.10
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H460,Cytotoxicity against NCI-H460-resistant Human Nonsmall Cell Lung Cancer cell line assessed by MTT assay after 96 hr of compound exposure (resistance level),=,4960.0,nM,5.30
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H460,Cytotoxicity against NCI-H460-sensitive Human Nonsmall Cell Lung Cancer cell line assessed by MTT assay after 96 hr of compound exposure,=,590.0,nM,6.23
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,"Cytotoxicity against Cisplatin-resistant L1210-resistant mouse leukemia, assessed by MTT assay after 72 hr of compound exposure (resistance level)",=,14490.0,nM,4.84
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,"Cytotoxicity against Cisplatin-resistant L1210-sensitive mouse leukemia, assessed by MTT assay after 72 hr of compound exposure",=,1010.0,nM,6.00
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NTERA-2-cl-D1,Growth inhibitory activity against NTERA-S-cl-D1 human testicular cancer cell line,=,190.0,nM,6.72
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,Growth inhibitory activity against SK-OV-3 human ovarian cancer cell line,=,15160.0,nM,4.82
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H460,Growth inhibitory activity against NCI-H460 human lung cancer cell line,=,11320.0,nM,4.95
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MDA-MB-231,Growth inhibitory activity against MDA-MB-231 human breast cancer cell line,=,65740.0,nM,4.18
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-HEP1,Growth inhibitory activity against SK-Hep1 human liver cancer cell line,=,54150.0,nM,4.27
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,COLO 320DM,Growth inhibitory activity against COLO-320-DM human colon cancer cell line,=,11900.0,nM,4.92
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,=,6200.0,nM,5.21
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MKN-45,Cytotoxicity of compound against human gastric adenocarcinoma cell line (MKN 45),=,86500.0,nM,4.06
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PC-14,Cytotoxicity of compound against human lung adenocarcinoma cell line (PC14),=,3870.0,nM,5.41
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,In vitro cytotoxicity against. ovarian carcinoma cell line CH1cisR (cisplatin resistant counter part of CH1).,=,170.0,nM,6.77
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780cisR,The compound was evaluated for the cytotoxicity against human A2780cisR (ovarian) tumor cell lines.,=,3000.0,nM,5.52
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,The compound was evaluated for the cytotoxicity against human A2780 (ovarian) tumor cell lines.,=,300.0,nM,6.52
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,In vitro antitumor activity against A2780cisR cell line.,=,5200.0,nM,5.28
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,In vitro antitumor activity against A2780 cell line.,=,330.0,nM,6.48
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,In vitro antitumor activity against CH1cisR cell line.,=,710.0,nM,6.15
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,In vitro antitumor activity against CH1 cell line.,=,110.0,nM,6.96
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,41M,In vitro antitumor activity against 41McisR cell line.,=,1200.0,nM,5.92
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,41M,In vitro antitumor activity against 41M cell line.,=,260.0,nM,6.58
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,4400.0,nM,5.36
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,12600.0,nM,4.90
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MDA-MB-231,In vitro inhibition of estrogen receptor negative MDA-MD-231 human mammary carcinoma cell proliferation,=,3400.0,nM,5.47
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MCF7,In vitro inhibition of estrogen receptor positive MCF-7 human mammary carcinoma cell proliferation,=,3000.0,nM,5.52
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HCT-15,In vitro cytotoxic activity against HCT-15 (colon) using SRB (sulforhodamine B) assay,=,2.9,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,The compound was evaluated for the cytotoxicity against human CH1 (ovarian) tumor cell lines.,=,100.0,nM,7.00
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,XF498,In vitro cytotoxic activity against XF 498 (CNS) using SRB (sulforhodamine B) assay,=,2.74,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,In vitro cytotoxic activity against SK-OV-3 (ovarian) using SRB (sulforhodamine B) assay,=,2.07,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A549,In vitro cytotoxic activity against A 549 (non-small cell lung) using SRB (sulforhodamine B) assay,=,1.8,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PC-14,Cytotoxicity against human non-small cell lung cancer cell line PC-14 in MTT assay,=,1330.0,nM,5.88
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PC-9,Cytotoxicity against human non-small cell lung cancer cell line PC-9 in MTT assay,=,1000.0,nM,6.00
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SNU-16,Cytotoxicity against human stomach cancer cell line SNU-16 in MTT assay,=,5000.0,nM,5.30
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SNU-5,Cytotoxicity against human stomach cancer cell line SNU-5 in MTT assay,=,1000.0,nM,6.00
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SNU1,Cytotoxicity against human stomach cancer cell line SNU-1 in MTT assay,=,2670.0,nM,5.57
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,In vitro cytotoxicity against cisplatin resistance L1210 murine leukemia cell line,=,3270.0,nM,5.49
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,In vitro cytotoxicity against cisplatin sensitive L1210 murine leukemia cell line,=,100.0,nM,7.00
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CCRF S-180,In vitro inhibitory concentration against growth of mouse sarcoma 180 (S-180) cells,=,1070.0,nM,5.97
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HepG2,In vitro cytotoxicity against HepG2 cells (Hepatocarcinoma from ATCC) by MTT assay,=,0.33,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CCRF-CEM,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant CCRF-CEM/R human tumor cell lines",=,14100.0,nM,4.85
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CCRF-CEM,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-sensitive CCRF-CEM/S human tumor cell lines",=,1000.0,nM,6.00
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-MEL-2,In vitro cytotoxic activity against SK-MEL-2 (melanoma) using SRB (sulforhodamine B) assay,=,1.38,ug.mL-1,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,The compound was evaluated for the cytotoxicity against human SKOV-3 (ovarian) tumor cell lines.,=,4400.0,nM,5.36
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HT-29,The compound was evaluated for the cytotoxicity against human HT-29 (colon) tumor cell lines.,=,1700.0,nM,5.77
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MCF7,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 6.8,=,108000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,In vitro cytotoxicity against ovarian carcinoma cell line CH1.,=,29.0,nM,7.54
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,In vitro cytotoxicity against. ovarian carcinoma cell line A2780cisR (cisplatin resistant counter part of A2780).,=,6100.0,nM,5.21
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,In vitro cytotoxicity against. ovarian carcinoma cell line A2780.,=,160.0,nM,6.80
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,In vitro cytotoxicity against. ovarian carcinoma cell line SKOV-3.,=,4200.0,nM,5.38
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NIH3T3,Antiproliferative effect against mouse NIH3T3 embryonic cells,=,300.0,nM,6.52
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LX-830 cell line,Antiproliferative effect against mouse LX830 lymphoma cells,=,13200.0,nM,4.88
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CCRF S-180,Antiproliferative effect against mouse S180 sarcoma cells,=,800.0,nM,6.10
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,COLO 320,Antiproliferative effect against human COLO 320 colon adenocarcinoma cells,=,6600.0,nM,5.18
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Daudi,Antiproliferative effect against human Daudi Burkitt lymphoma cells,=,1700.0,nM,5.77
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HL-60,Antiproliferative effect against human HL60 promyelocytic leukemia cells,=,4300.0,nM,5.37
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,U-937,Antiproliferative effect against human U937 histiocytic lymphoma cells,=,5200.0,nM,5.28
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HeLa,Antiproliferative activity in HeLa cells of Human cervix carcinoma,=,3.5,nM,8.46
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PAM212,Cytotoxicity against murine keratinocytes transformed with the H-ras oncogene Pam212-ras (cis-DDP resistant) (obtained by MTT assay).,=,156000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PAM212,Cytotoxicity against normal murine keratinocytes Pam212 (obtained by MTT assay).,=,114000.0,nM,
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Vero,Cytotoxicity against carcinoma cell line VERO(obtained by MTT assay).,=,50000.0,nM,4.30
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HeLa,Cytotoxicity against human cervix epithelial carcinoma cell line HeLa (obtained by MTT assay).,=,38000.0,nM,4.42
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Jurkat,Cytotoxicity against human acute T-cell leukemia cell line JURKAT (obtained by MTT assay).,=,7000.0,nM,5.16
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HL-60,Cytotoxicity against human promyelocytic leukemia cell line HL-60 (obtained by MTT assay).,=,25000.0,nM,4.60
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KB,Cytotoxic activity was determined in vitro in KB cell line culture at pH 7.4,=,52000.0,nM,4.28
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KB,Cytotoxic activity was determined in vitro in KB cell line culture at pH 6.8,=,55000.0,nM,4.26
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 7.4,=,90000.0,nM,4.05
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 6.8,=,64000.0,nM,4.19
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-MEL-25,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 7.4,=,90000.0,nM,4.05
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-MEL-25,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 6.8,=,78000.0,nM,4.11
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LXF-289 cell line,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 7.4,=,83000.0,nM,4.08
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LXF-289 cell line,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 6.8,=,113000.0,nM,
