molecule_chembl_id,molecule_name,formula,target_pref_name,assay_description,standard_relation,standard_value,standard_units,pchembl_value
CHEMBL321068,"trans-a-ammine-b,d-dichloro-f-(2-propylamine)-c,e-dihydroxoplatinium (IV)",C3H12Cl2N2O2Pt,CH1,In vitro antitumor activity against CH1 cell line.,=,2400.0,nM,5.62
CHEMBL321068,"trans-a-ammine-b,d-dichloro-f-(2-propylamine)-c,e-dihydroxoplatinium (IV)",C3H12Cl2N2O2Pt,CH1,In vitro antitumor activity against CH1cisR cell line.,=,5500.0,nM,5.26
CHEMBL321068,"trans-a-ammine-b,d-dichloro-f-(2-propylamine)-c,e-dihydroxoplatinium (IV)",C3H12Cl2N2O2Pt,A2780,In vitro antitumor activity against A2780 cell line.,=,540.0,nM,6.27
CHEMBL321068,"trans-a-ammine-b,d-dichloro-f-(2-propylamine)-c,e-dihydroxoplatinium (IV)",C3H12Cl2N2O2Pt,A2780,In vitro antitumor activity against A2780cisR cell line.,=,4700.0,nM,5.33
CHEMBL321068,"trans-a-ammine-b,d-dichloro-f-(2-propylamine)-c,e-dihydroxoplatinium (IV)",C3H12Cl2N2O2Pt,41M,In vitro antitumor activity against 41McisR cell line.,=,9200.0,nM,5.04
CHEMBL321068,"trans-a-ammine-b,d-dichloro-f-(2-propylamine)-c,e-dihydroxoplatinium (IV)",C3H12Cl2N2O2Pt,CH1,In vitro antitumor activity against CH1 cell line.,=,1400.0,nM,5.85
CHEMBL321068,"trans-a-ammine-b,d-dichloro-f-(2-propylamine)-c,e-dihydroxoplatinium (IV)",C3H12Cl2N2O2Pt,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,50000.0,nM,4.30
CHEMBL321068,"trans-a-ammine-b,d-dichloro-f-(2-propylamine)-c,e-dihydroxoplatinium (IV)",C3H12Cl2N2O2Pt,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,30500.0,nM,4.52
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,41M,In vitro antitumor activity against 41McisR cell line.,=,4400.0,nM,5.36
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,41M,In vitro antitumor activity against 41M cell line.,=,4600.0,nM,5.34
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,A2780,In vitro antitumor activity against A2780cisR cell line.,=,6400.0,nM,5.19
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,14200.0,nM,4.85
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,12500.0,nM,4.90
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,A2780,In vitro antitumor activity against A2780 cell line.,=,1900.0,nM,5.72
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,CH1,In vitro antitumor activity against CH1 cell line.,=,3700.0,nM,5.43
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,CH1,In vitro antitumor activity against CH1cisR cell line.,=,5400.0,nM,5.27
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,A2780,In vitro antitumor activity against A2780cisR cell line.,=,5700.0,nM,5.24
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,A2780,In vitro antitumor activity against A2780 cell line.,=,2700.0,nM,5.57
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,10300.0,nM,4.99
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,41M,In vitro antitumor activity against 41M cell line.,=,5500.0,nM,5.26
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,13500.0,nM,4.87
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,41M,In vitro antitumor activity against 41McisR cell line.,=,4300.0,nM,5.37
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,CH1,In vitro antitumor activity against CH1 cell line.,=,4800.0,nM,5.32
CHEMBL321094,Platinum complex,C5H9Cl2N2O2Pt+,CH1,In vitro antitumor activity against CH1cisR cell line.,=,4800.0,nM,5.32
CHEMBL321706,Platinum complex,C17H14B2F8N4Pt+4,A2780,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",=,100000.0,nM,4.00
CHEMBL321706,Platinum complex,C17H14B2F8N4Pt+4,CH1,In vitro inhibition of human ovarian cell line (CH1),=,18000.0,nM,4.75
CHEMBL321706,Platinum complex,C17H14B2F8N4Pt+4,A2780,In vitro inhibition of human ovarian cell line A2780,=,50000.0,nM,4.30
CHEMBL321706,Platinum complex,C17H14B2F8N4Pt+4,CH1,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",=,18500.0,nM,4.73
CHEMBL321706,Platinum complex,C17H14B2F8N4Pt+4,SK-OV-3,In vitro inhibition of human ovarian cell line SKOV-3.,>,100000.0,nM,
CHEMBL321706,Platinum complex,C17H14B2F8N4Pt+4,CH1,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",=,13000.0,nM,4.89
CHEMBL322013,Platinum complex,C7H18Cl2N2O2Pt,A2780,In vitro antitumor activity against A2780 cell line.,=,610.0,nM,6.21
CHEMBL322013,Platinum complex,C7H18Cl2N2O2Pt,CH1,In vitro antitumor activity against CH1cisR cell line.,=,1700.0,nM,5.77
CHEMBL322013,Platinum complex,C7H18Cl2N2O2Pt,CH1,In vitro antitumor activity against CH1 cell line.,=,1100.0,nM,5.96
CHEMBL322013,Platinum complex,C7H18Cl2N2O2Pt,41M,In vitro antitumor activity against 41McisR cell line.,=,1400.0,nM,5.85
CHEMBL322013,Platinum complex,C7H18Cl2N2O2Pt,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,3400.0,nM,5.47
CHEMBL322013,Platinum complex,C7H18Cl2N2O2Pt,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,3900.0,nM,5.41
CHEMBL322013,Platinum complex,C7H18Cl2N2O2Pt,41M,In vitro antitumor activity against 41M cell line.,=,1300.0,nM,5.89
CHEMBL322013,Platinum complex,C7H18Cl2N2O2Pt,A2780,In vitro antitumor activity against A2780cisR cell line.,=,2500.0,nM,5.60
CHEMBL322197,trans-Amminetetrachloro(quinuclidine)-platinium (IV),C7H16Cl4N2Pt,CH1,In vitro antitumor activity against CH1cisR cell line.,=,15500.0,nM,4.81
CHEMBL322197,trans-Amminetetrachloro(quinuclidine)-platinium (IV),C7H16Cl4N2Pt,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,23000.0,nM,4.64
CHEMBL322197,trans-Amminetetrachloro(quinuclidine)-platinium (IV),C7H16Cl4N2Pt,A2780,In vitro antitumor activity against A2780cisR cell line.,=,16000.0,nM,4.80
CHEMBL322197,trans-Amminetetrachloro(quinuclidine)-platinium (IV),C7H16Cl4N2Pt,41M,In vitro antitumor activity against 41M cell line.,=,16500.0,nM,4.78
CHEMBL322197,trans-Amminetetrachloro(quinuclidine)-platinium (IV),C7H16Cl4N2Pt,41M,In vitro antitumor activity against 41McisR cell line.,=,16000.0,nM,4.80
CHEMBL322197,trans-Amminetetrachloro(quinuclidine)-platinium (IV),C7H16Cl4N2Pt,CH1,In vitro antitumor activity against CH1 cell line.,=,15500.0,nM,4.81
CHEMBL322197,trans-Amminetetrachloro(quinuclidine)-platinium (IV),C7H16Cl4N2Pt,A2780,In vitro antitumor activity against A2780 cell line.,=,14000.0,nM,4.85
CHEMBL322197,trans-Amminetetrachloro(quinuclidine)-platinium (IV),C7H16Cl4N2Pt,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,29000.0,nM,4.54
CHEMBL323516,"trans-a-ammine-b,d-dichloro-f-(cyclohexylamine)-c,e-bis-(ethylcarbamato)platinium (IV)",C12H26Cl2N4O4Pt,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,14000.0,nM,4.85
CHEMBL323516,"trans-a-ammine-b,d-dichloro-f-(cyclohexylamine)-c,e-bis-(ethylcarbamato)platinium (IV)",C12H26Cl2N4O4Pt,41M,In vitro antitumor activity against 41M cell line.,=,6200.0,nM,5.21
CHEMBL323516,"trans-a-ammine-b,d-dichloro-f-(cyclohexylamine)-c,e-bis-(ethylcarbamato)platinium (IV)",C12H26Cl2N4O4Pt,41M,In vitro antitumor activity against 41McisR cell line.,=,4300.0,nM,5.37
CHEMBL323516,"trans-a-ammine-b,d-dichloro-f-(cyclohexylamine)-c,e-bis-(ethylcarbamato)platinium (IV)",C12H26Cl2N4O4Pt,CH1,In vitro antitumor activity against CH1 cell line.,=,4600.0,nM,5.34
CHEMBL323516,"trans-a-ammine-b,d-dichloro-f-(cyclohexylamine)-c,e-bis-(ethylcarbamato)platinium (IV)",C12H26Cl2N4O4Pt,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,19000.0,nM,4.72
CHEMBL323516,"trans-a-ammine-b,d-dichloro-f-(cyclohexylamine)-c,e-bis-(ethylcarbamato)platinium (IV)",C12H26Cl2N4O4Pt,A2780,In vitro antitumor activity against A2780 cell line.,=,3200.0,nM,5.50
CHEMBL323516,"trans-a-ammine-b,d-dichloro-f-(cyclohexylamine)-c,e-bis-(ethylcarbamato)platinium (IV)",C12H26Cl2N4O4Pt,A2780,In vitro antitumor activity against A2780cisR cell line.,=,10600.0,nM,4.97
CHEMBL323516,"trans-a-ammine-b,d-dichloro-f-(cyclohexylamine)-c,e-bis-(ethylcarbamato)platinium (IV)",C12H26Cl2N4O4Pt,CH1,In vitro antitumor activity against CH1cisR cell line.,=,5600.0,nM,5.25
CHEMBL324865,Platinum complex,C18H14B2F8N5Pt+3,CH1,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",=,6100.0,nM,5.21
CHEMBL324865,Platinum complex,C18H14B2F8N5Pt+3,CH1,In vitro inhibition of human ovarian cell line (CH1),=,16500.0,nM,4.78
CHEMBL324865,Platinum complex,C18H14B2F8N5Pt+3,SK-OV-3,In vitro inhibition of human ovarian cell line SKOV-3.,>,100000.0,nM,
CHEMBL324865,Platinum complex,C18H14B2F8N5Pt+3,A2780,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",>,100000.0,nM,
CHEMBL324865,Platinum complex,C18H14B2F8N5Pt+3,A2780,In vitro inhibition of human ovarian cell line A2780,=,17000.0,nM,4.77
CHEMBL324865,Platinum complex,C18H14B2F8N5Pt+3,CH1,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",=,15500.0,nM,4.81
CHEMBL334223,[Pt-(dien)Cl]Cl,C4H10Cl2N3Pt-,L1210,Cytotoxicity measured against L1210 cell line,=,271000.0,nM,
CHEMBL336530,Trans-[PtCl2(dimethylamine)isopropylamine)] (tdmaipa),C5H14Cl2N2Pt,HL-60,Cytotoxicity against human promyelocytic leukemia cell line HL-60 (obtained by MTT assay).,=,17000.0,nM,4.77
CHEMBL336530,Trans-[PtCl2(dimethylamine)isopropylamine)] (tdmaipa),C5H14Cl2N2Pt,Jurkat,Cytotoxicity against human acute T-cell leukemia cell line JURKAT (obtained by MTT assay).,=,5000.0,nM,5.30
CHEMBL336530,Trans-[PtCl2(dimethylamine)isopropylamine)] (tdmaipa),C5H14Cl2N2Pt,HeLa,Cytotoxicity against human cervix epithelial carcinoma cell line HeLa (obtained by MTT assay).,=,32000.0,nM,4.50
CHEMBL336530,Trans-[PtCl2(dimethylamine)isopropylamine)] (tdmaipa),C5H14Cl2N2Pt,Vero,Cytotoxicity against carcinoma cell line VERO (obtained by MTT assay).,=,47000.0,nM,4.33
CHEMBL336530,Trans-[PtCl2(dimethylamine)isopropylamine)] (tdmaipa),C5H14Cl2N2Pt,PAM212,Cytotoxicity against normal murine keratinocytes Pam212 (obtained by MTT assay).,=,56000.0,nM,4.25
CHEMBL336530,Trans-[PtCl2(dimethylamine)isopropylamine)] (tdmaipa),C5H14Cl2N2Pt,PAM212,Cytotoxicity against murine keratinocytes transformed with the H-ras oncogene Pam212-ras (cis-DDP resistant) (obtained by MTT assay).,=,6000.0,nM,5.22
CHEMBL33911,Platinum complex,C15H22N2O6Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,7.61,ug.mL-1,
CHEMBL33911,Platinum complex,C15H22N2O6Pt,SNU1,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-1,=,18.43,ug.mL-1,
CHEMBL33911,Platinum complex,C15H22N2O6Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,44.41,ug.mL-1,
CHEMBL33911,Platinum complex,C15H22N2O6Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,2.5,ug.mL-1,
CHEMBL33955,Platinum (II) complex,C11H18N2O6Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,4.4,ug.mL-1,
CHEMBL33955,Platinum (II) complex,C11H18N2O6Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,16.35,ug.mL-1,
CHEMBL33955,Platinum (II) complex,C11H18N2O6Pt,KATO III stomach cancer cell line,Cytotoxicity activity against human stomach adenocarcinoma cell lines KATO-III by using MTT assay,=,1.98,ug.mL-1,
CHEMBL33955,Platinum (II) complex,C11H18N2O6Pt,SNU1,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-1,=,9.17,ug.mL-1,
CHEMBL33955,Platinum (II) complex,C11H18N2O6Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,1.8,ug.mL-1,
CHEMBL33955,Platinum (II) complex,C11H18N2O6Pt,PC-14,Cytotoxicity activity against human non-small cell lung adenocarcinoma cell lines PC-14 by using MTT assay,=,0.82,ug.mL-1,
CHEMBL33955,Platinum (II) complex,C11H18N2O6Pt,PC-9,Cytotoxicity activity against human non-small cell lung adenocarcinoma cell lines PC-9 by using MTT assay,=,5.02,ug.mL-1,
CHEMBL33955,Platinum (II) complex,C11H18N2O6Pt,MKN-45,Cytotoxicity activity against human stomach adenocarcinoma cell lines MKN-45by using MTT assay,=,1.96,ug.mL-1,
CHEMBL33956,Platinum complex,C9H16N2O5Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,3.18,ug.mL-1,
CHEMBL33956,Platinum complex,C9H16N2O5Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,10.79,ug.mL-1,
CHEMBL33956,Platinum complex,C9H16N2O5Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,0.87,ug.mL-1,
CHEMBL33956,Platinum complex,C9H16N2O5Pt,SNU1,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-1,=,12.15,ug.mL-1,
CHEMBL34094,Platinum complex,C8H14N2O5Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,13.43,ug.mL-1,
CHEMBL34094,Platinum complex,C8H14N2O5Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,5.59,ug.mL-1,
CHEMBL34094,Platinum complex,C8H14N2O5Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,0.84,ug.mL-1,
CHEMBL34094,Platinum complex,C8H14N2O5Pt,SNU1,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-1,=,11.75,ug.mL-1,
CHEMBL34178,Platinum complex,C12H20N2O5Pt,SNU1,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-1,=,4.08,ug.mL-1,
CHEMBL34178,Platinum complex,C12H20N2O5Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,1.79,ug.mL-1,
CHEMBL34178,Platinum complex,C12H20N2O5Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,17.42,ug.mL-1,
CHEMBL34178,Platinum complex,C12H20N2O5Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,0.63,ug.mL-1,
CHEMBL34295,Platinum complex,C13H20N2O7Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,71.38,ug.mL-1,
CHEMBL34295,Platinum complex,C13H20N2O7Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,544.16,ug.mL-1,
CHEMBL34295,Platinum complex,C13H20N2O7Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,14.15,ug.mL-1,
CHEMBL34295,Platinum complex,C13H20N2O7Pt,SNU1,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-1,=,161.69,ug.mL-1,
CHEMBL343420,cis-[PtCl(2-C6H4C5H4)(2-C6H5C5H4N)],C22H17ClN2Pt+2,NON-PROTEIN TARGET,Cytotoxicity against S-180 cells by MTT assay.,=,3100.0,nM,5.51
CHEMBL343420,cis-[PtCl(2-C6H4C5H4)(2-C6H5C5H4N)],C22H17ClN2Pt+2,NON-PROTEIN TARGET,Cytotoxicity against S-180cisR cells by MTT assay.,=,8600.0,nM,5.07
CHEMBL343632,[Pt(en)BPMAA],C6H15N3O8P2Pt+,CH1,Antiproliferative activity in human ovarian cancer cell line (CH1) using MTT assay,=,532000.0,nM,
CHEMBL34370,Platinum complex,C10H16N2O6Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,22.45,ug.mL-1,
CHEMBL34370,Platinum complex,C10H16N2O6Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,9.73,ug.mL-1,
CHEMBL34370,Platinum complex,C10H16N2O6Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,1.67,ug.mL-1,
CHEMBL34370,Platinum complex,C10H16N2O6Pt,SNU1,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-1,=,11.34,ug.mL-1,
CHEMBL34408,Platinum complex,C9H16N2O5Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,3.14,ug.mL-1,
CHEMBL34408,Platinum complex,C9H16N2O5Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,0.22,ug.mL-1,
CHEMBL34408,Platinum complex,C9H16N2O5Pt,KATO III stomach cancer cell line,Cytotoxicity activity against human stomach adenocarcinoma cell lines KATO-III by using MTT assay,=,1.78,ug.mL-1,
CHEMBL34408,Platinum complex,C9H16N2O5Pt,MKN-45,Cytotoxicity activity against human stomach adenocarcinoma cell lines MKN-45by using MTT assay,=,1.43,ug.mL-1,
CHEMBL34408,Platinum complex,C9H16N2O5Pt,SNU1,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-1,=,3.63,ug.mL-1,
CHEMBL34408,Platinum complex,C9H16N2O5Pt,PC-14,Cytotoxicity activity against human non-small cell lung adenocarcinoma cell lines PC-14 by using MTT assay,=,0.55,ug.mL-1,
CHEMBL34408,Platinum complex,C9H16N2O5Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,5.69,ug.mL-1,
CHEMBL34408,Platinum complex,C9H16N2O5Pt,PC-9,Cytotoxicity activity against human non-small cell lung adenocarcinoma cell lines PC-9 by using MTT assay,=,2.31,ug.mL-1,
CHEMBL34528,Platinum complex,C8H12N2O6Pt,SNU1,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-1,=,8.96,ug.mL-1,
CHEMBL34528,Platinum complex,C8H12N2O6Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,2.42,ug.mL-1,
CHEMBL34528,Platinum complex,C8H12N2O6Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,9.72,ug.mL-1,
CHEMBL34528,Platinum complex,C8H12N2O6Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,43.46,ug.mL-1,
CHEMBL34643,Platinum complex,C12H20N2O5Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,1.24,ug.mL-1,
CHEMBL34643,Platinum complex,C12H20N2O5Pt,PC-14,Cytotoxicity activity against human non-small cell lung adenocarcinoma cell lines PC-14 by using MTT assay,=,0.87,ug.mL-1,
CHEMBL34643,Platinum complex,C12H20N2O5Pt,PC-9,Cytotoxicity activity against human non-small cell lung adenocarcinoma cell lines PC-9 by using MTT assay,=,2.07,ug.mL-1,
CHEMBL34643,Platinum complex,C12H20N2O5Pt,MKN-45,Cytotoxicity activity against human stomach adenocarcinoma cell lines MKN-45by using MTT assay,=,0.88,ug.mL-1,
CHEMBL34643,Platinum complex,C12H20N2O5Pt,KATO III stomach cancer cell line,Cytotoxicity activity against human stomach adenocarcinoma cell lines KATO-III by using MTT assay,=,0.92,ug.mL-1,
CHEMBL34643,Platinum complex,C12H20N2O5Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,11.09,ug.mL-1,
CHEMBL34643,Platinum complex,C12H20N2O5Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,0.81,ug.mL-1,
CHEMBL34643,Platinum complex,C12H20N2O5Pt,SNU1,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-1,=,2.39,ug.mL-1,
CHEMBL34651,Platinum complex,C11H18N2O5Pt,PC-14,Cytotoxicity activity against human non-small cell lung adenocarcinoma cell lines PC-14 by using MTT assay,=,0.63,ug.mL-1,
CHEMBL34651,Platinum complex,C11H18N2O5Pt,SNU1,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-1,=,1.75,ug.mL-1,
CHEMBL34651,Platinum complex,C11H18N2O5Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,0.05,ug.mL-1,
CHEMBL34651,Platinum complex,C11H18N2O5Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,1.58,ug.mL-1,
CHEMBL34651,Platinum complex,C11H18N2O5Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,5.5,ug.mL-1,
CHEMBL34651,Platinum complex,C11H18N2O5Pt,KATO III stomach cancer cell line,Cytotoxicity activity against human stomach adenocarcinoma cell lines KATO-III by using MTT assay,=,1.14,ug.mL-1,
CHEMBL34651,Platinum complex,C11H18N2O5Pt,MKN-45,Cytotoxicity activity against human stomach adenocarcinoma cell lines MKN-45by using MTT assay,=,0.82,ug.mL-1,
CHEMBL34651,Platinum complex,C11H18N2O5Pt,PC-9,Cytotoxicity activity against human non-small cell lung adenocarcinoma cell lines PC-9 by using MTT assay,=,1.98,ug.mL-1,
CHEMBL34701,Platinum complex,C14H22N2O6Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,1.21,ug.mL-1,
CHEMBL34701,Platinum complex,C14H22N2O6Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,60.61,ug.mL-1,
CHEMBL34701,Platinum complex,C14H22N2O6Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,10.09,ug.mL-1,
CHEMBL34701,Platinum complex,C14H22N2O6Pt,SNU1,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-1,=,16.64,ug.mL-1,
CHEMBL34868,Estrogen platinum (II) hybrid derivative,C7H10Cl2N2Pt+2,Estrogen receptor,Inhibition of estrogen dependent human ovarian cancer OVCAR-3 cell proliferation,=,25000.0,nM,4.60
CHEMBL34868,Estrogen platinum (II) hybrid derivative,C7H10Cl2N2Pt+2,HeLa,inhibitory concentration against estrogen independent human uterus cancer cell line HeLa,=,20000.0,nM,4.70
CHEMBL34868,Estrogen platinum (II) hybrid derivative,C7H10Cl2N2Pt+2,NON-PROTEIN TARGET,inhibitory concentration against estrogen independent human uterus cancer cell line HEC-1-A,=,35200.0,nM,4.45
CHEMBL34868,Estrogen platinum (II) hybrid derivative,C7H10Cl2N2Pt+2,Estrogen receptor,Inhibition of estrogen dependent human uterus cancer RL-95-2 cell proliferation,=,30900.0,nM,4.51
CHEMBL34868,Estrogen platinum (II) hybrid derivative,C7H10Cl2N2Pt+2,Estrogen receptor,Inhibition of estrogen dependent human uterus cancer Ishikawa cell proliferation,=,29800.0,nM,4.53
CHEMBL34868,Estrogen platinum (II) hybrid derivative,C7H10Cl2N2Pt+2,A2780,inhibitory concentration against estrogen independent human ovarian cancer cell line A2780wt,=,7000.0,nM,5.16
CHEMBL34868,Estrogen platinum (II) hybrid derivative,C7H10Cl2N2Pt+2,A2780,inhibitory concentration against estrogen independent human ovarian cancer cell line A2780cp; Not reached IC50 >40 uM,,,nM,
CHEMBL34868,Estrogen platinum (II) hybrid derivative,C7H10Cl2N2Pt+2,Estrogen receptor,Inhibition of estrogen dependent human ovarian cancer SKOV-3 cell proliferation ,=,27800.0,nM,4.56
CHEMBL34868,Estrogen platinum (II) hybrid derivative,C7H10Cl2N2Pt+2,NON-PROTEIN TARGET,inhibitory concentration against estrogen independent human uterus cancer cell line KLE; Not reached IC50 >40 uM,,,nM,
CHEMBL35134,Platinum complex,C9H16N2O5Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,1.06,ug.mL-1,
CHEMBL35134,Platinum complex,C9H16N2O5Pt,SNU1,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-1,=,7.5,ug.mL-1,
CHEMBL35134,Platinum complex,C9H16N2O5Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,1.04,ug.mL-1,
CHEMBL35134,Platinum complex,C9H16N2O5Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,16.2,ug.mL-1,
CHEMBL35469,Platinum complex,C7H12N2O5Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,17.1,ug.mL-1,
CHEMBL35469,Platinum complex,C7H12N2O5Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,3.93,ug.mL-1,
CHEMBL35469,Platinum complex,C7H12N2O5Pt,SNU1,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-1,=,4.93,ug.mL-1,
CHEMBL35469,Platinum complex,C7H12N2O5Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,0.88,ug.mL-1,
CHEMBL35604,Platinum complex,C10H18N2O5Pt,PC-14,Cytotoxicity activity against human non-small cell lung adenocarcinoma cell lines PC-14 by using MTT assay,=,0.56,ug.mL-1,
CHEMBL35604,Platinum complex,C10H18N2O5Pt,KATO III stomach cancer cell line,Compound was tested in vitro for cytotoxic activity against KATO III human stomach cancer cell line by MTT assay,=,6100.0,nM,5.21
CHEMBL35604,Platinum complex,C10H18N2O5Pt,MKN-45,Cytotoxicity activity against human stomach adenocarcinoma cell lines MKN-45by using MTT assay,=,0.57,ug.mL-1,
CHEMBL35604,Platinum complex,C10H18N2O5Pt,KATO III stomach cancer cell line,Cytotoxicity activity against human stomach adenocarcinoma cell lines KATO-III by using MTT assay,=,0.98,ug.mL-1,
CHEMBL35604,Platinum complex,C10H18N2O5Pt,NCI-N87,In vitro cytotoxicity activity against human stomach cancer cell lines NCI-N87,=,4.83,ug.mL-1,
CHEMBL35604,Platinum complex,C10H18N2O5Pt,SNU-16,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-16,=,1.62,ug.mL-1,
CHEMBL35604,Platinum complex,C10H18N2O5Pt,SNU-5,In vitro cytotoxicity activity against human stomach cancer cell lines SNU-5,=,0.17,ug.mL-1,
