molecule_chembl_id,molecule_name,formula,target_pref_name,assay_description,standard_relation,IC50_uM,pchembl_value,standard_units
CHEMBL368259,Platinum (II) complex,C8H12N2O6Pt,SNU-16,Cytotoxicity against human stomach cancer cell line SNU-16 in MTT assay,=,5.05,5.30,nM
CHEMBL368259,Platinum (II) complex,C8H12N2O6Pt,L1210,In vitro cytotoxicity against cisplatin sensitive L1210 murine leukemia cell line,=,0.98,6.01,nM
CHEMBL368259,Platinum (II) complex,C8H12N2O6Pt,PC-14,Cytotoxicity against human non-small cell lung cancer cell line PC-14 in MTT assay,=,8.15,5.09,nM
CHEMBL368259,Platinum (II) complex,C8H12N2O6Pt,PC-9,Cytotoxicity against human non-small cell lung cancer cell line PC-9 in MTT assay,=,39.6,4.40,nM
CHEMBL368607,Cis-Platinum (II) Conjugate,C9H16N2O4Pt+2,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,385.98,,nM
CHEMBL368607,Cis-Platinum (II) Conjugate,C9H16N2O4Pt+2,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,2.3,5.64,nM
CHEMBL368607,Cis-Platinum (II) Conjugate,C9H16N2O4Pt+2,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,167.86,,nM
CHEMBL368608,Cis-Platinum (II) Conjugate,C12H20N2O4Pt+2,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,615.16,,nM
CHEMBL368608,Cis-Platinum (II) Conjugate,C12H20N2O4Pt+2,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,167.52,,nM
CHEMBL368608,Cis-Platinum (II) Conjugate,C12H20N2O4Pt+2,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,3.7,5.43,nM
CHEMBL369881,camphorato platinum complex derivative,C18H30N2O6Pt,HL-60,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,=,1.61,5.79,nM
CHEMBL369881,camphorato platinum complex derivative,C18H30N2O6Pt,NON-PROTEIN TARGET,In vitro Inhibitory concentration against 3AO human ovarian carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,2.12,5.67,nM
CHEMBL369881,camphorato platinum complex derivative,C18H30N2O6Pt,Bel-7402,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,3.74,5.43,nM
CHEMBL369881,camphorato platinum complex derivative,C18H30N2O6Pt,A549,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,14.7,4.83,nM
CHEMBL370881,trans-[Pt(OAc)2(NH3)(iquin)],C13H16N2O4Pt,A2780,Concentration required to inhibit growth of the human ovarian cancer A2780 cells by 50% after 96h exposure,=,13.0,4.89,nM
CHEMBL370881,trans-[Pt(OAc)2(NH3)(iquin)],C13H16N2O4Pt,CH1,Concentration required to inhibit growth of the human ovarian cancer CH1 cells by 50% after 96h exposure,=,20.0,4.70,nM
CHEMBL370881,trans-[Pt(OAc)2(NH3)(iquin)],C13H16N2O4Pt,41M,Concentration required to inhibit growth of the human ovarian cancer 41M cells by 50% after 96h exposure ,=,22.0,4.66,nM
CHEMBL384521,PorphyrinPt(II) conjugate,C70H100N10O18Pt2,L1210,In vitro cytotoxicity activity of compound against leukemia L1210 cell line,=,19.6,4.71,nM
CHEMBL384973,[Pt(MSDTM)Br2],C6H11Br2NO2PtS2,HL-60,Concentration of the compound required to inhibit cell growth by 50% towards human HL60 tumor cell lines by the trypan blue dye exclusion test after 72 h,>,15.0,,nM
CHEMBL384973,[Pt(MSDTM)Br2],C6H11Br2NO2PtS2,HeLa,Concentration of the compound required to inhibit cell growth by 50% towards human HeLa tumor cell lines by the trypan blue dye exclusion test after 72 h,>,15.0,,nM
CHEMBL385413,Platinum complex,C40H28Cl2N12O12Pt2+8,CH1,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",=,0.87,6.06,nM
CHEMBL385413,Platinum complex,C40H28Cl2N12O12Pt2+8,A2780,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",=,18.5,4.73,nM
CHEMBL385413,Platinum complex,C40H28Cl2N12O12Pt2+8,A2780,In vitro inhibition of human ovarian cell line A2780,>,25.0,,nM
CHEMBL385413,Platinum complex,C40H28Cl2N12O12Pt2+8,SK-OV-3,In vitro inhibition of human ovarian cell line SKOV-3.,=,1.3,5.89,nM
CHEMBL385413,Platinum complex,C40H28Cl2N12O12Pt2+8,CH1,In vitro inhibition of human ovarian cell line (CH1),=,0.59,6.23,nM
CHEMBL385413,Platinum complex,C40H28Cl2N12O12Pt2+8,CH1,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",=,0.69,6.16,nM
CHEMBL385677,PorphyrinPt(II) conjugate,C86H132N10O26Pt2,L1210,In vitro cytotoxicity activity of compound against leukemia L1210 cell line,=,4.4,5.36,nM
CHEMBL405707,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex",C42H32N12O12Pt2+8,CH1,In vitro inhibition of human ovarian cell line (CH1),=,2.05,5.69,nM
CHEMBL405707,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex",C42H32N12O12Pt2+8,A2780,In vitro inhibition of human ovarian cell line A2780,>,25.0,,nM
CHEMBL405707,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex",C42H32N12O12Pt2+8,A2780,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",=,11.0,4.96,nM
CHEMBL405707,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex",C42H32N12O12Pt2+8,SK-OV-3,In vitro inhibition of human ovarian cell line SKOV-3.,=,3.5,5.46,nM
CHEMBL405707,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex",C42H32N12O12Pt2+8,CH1,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",=,0.71,6.15,nM
CHEMBL405707,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex",C42H32N12O12Pt2+8,CH1,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",=,2.15,5.67,nM
CHEMBL407341,Platinum complex,C44H28Cl2N12O12Pt2+8,CH1,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",=,1.75,5.76,nM
CHEMBL407341,Platinum complex,C44H28Cl2N12O12Pt2+8,A2780,In vitro inhibition of human ovarian cell line A2780,=,0.62,6.21,nM
CHEMBL407341,Platinum complex,C44H28Cl2N12O12Pt2+8,A2780,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",=,0.68,6.17,nM
CHEMBL407341,Platinum complex,C44H28Cl2N12O12Pt2+8,CH1,In vitro inhibition of human ovarian cell line (CH1),=,1.3,5.89,nM
CHEMBL407341,Platinum complex,C44H28Cl2N12O12Pt2+8,SK-OV-3,In vitro inhibition of human ovarian cell line SKOV-3.,=,1.4,5.85,nM
CHEMBL407396,PorphyrinPt(II) conjugate,C68H100N10O18Pt2,L1210,In vitro cytotoxicity activity of compound against leukemia L1210 cell line,=,3.05,5.52,nM
CHEMBL410609,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex",C50H32Cl2N12O12Pt2+8,A2780,In vitro inhibition of human ovarian cell line A2780,=,4.75,5.32,nM
CHEMBL410609,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex",C50H32Cl2N12O12Pt2+8,CH1,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",=,2.15,5.67,nM
CHEMBL410609,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex",C50H32Cl2N12O12Pt2+8,CH1,In vitro inhibition of human ovarian cell line (CH1),=,2.15,5.67,nM
CHEMBL410609,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex",C50H32Cl2N12O12Pt2+8,SK-OV-3,In vitro inhibition of human ovarian cell line SKOV-3.,=,1.8,5.75,nM
CHEMBL410609,"4'-chloro-2,2':6,2''-Terpyridineplatinum (II) complex",C50H32Cl2N12O12Pt2+8,A2780,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",=,6.6,5.18,nM
CHEMBL413296,"2,6-bis[(3,3-dimethylbutan-2-yl)oxy]-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C14H28O2PtS4,Calu-6,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 6.8,=,9.0,5.05,nM
CHEMBL413296,"2,6-bis[(3,3-dimethylbutan-2-yl)oxy]-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C14H28O2PtS4,KB,Cytotoxic activity was determined in vitro in KB cell line culture at pH 7.4,=,7.0,5.16,nM
CHEMBL413296,"2,6-bis[(3,3-dimethylbutan-2-yl)oxy]-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C14H28O2PtS4,KB,Cytotoxic activity was determined in vitro in KB cell line culture at pH 6.8,=,5.0,5.30,nM
CHEMBL413296,"2,6-bis[(3,3-dimethylbutan-2-yl)oxy]-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C14H28O2PtS4,SK-OV-3,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 7.4,=,34.0,4.47,nM
CHEMBL413296,"2,6-bis[(3,3-dimethylbutan-2-yl)oxy]-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C14H28O2PtS4,SK-MEL-25,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 7.4,=,11.0,4.96,nM
CHEMBL413296,"2,6-bis[(3,3-dimethylbutan-2-yl)oxy]-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C14H28O2PtS4,Calu-6,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 7.4,=,9.0,5.05,nM
CHEMBL413296,"2,6-bis[(3,3-dimethylbutan-2-yl)oxy]-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C14H28O2PtS4,SK-MEL-25,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 6.8,=,10.0,5.00,nM
CHEMBL413296,"2,6-bis[(3,3-dimethylbutan-2-yl)oxy]-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C14H28O2PtS4,LXF-289 cell line,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 7.4,=,18.0,4.75,nM
CHEMBL413296,"2,6-bis[(3,3-dimethylbutan-2-yl)oxy]-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C14H28O2PtS4,LXF-289 cell line,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 6.8,=,15.0,4.82,nM
CHEMBL413296,"2,6-bis[(3,3-dimethylbutan-2-yl)oxy]-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C14H28O2PtS4,MCF7,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 6.8,=,7.0,5.16,nM
CHEMBL413296,"2,6-bis[(3,3-dimethylbutan-2-yl)oxy]-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C14H28O2PtS4,SK-OV-3,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 6.8,=,18.0,4.75,nM
CHEMBL413296,"2,6-bis[(3,3-dimethylbutan-2-yl)oxy]-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C14H28O2PtS4,MCF7,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 7.4,=,9.0,5.05,nM
CHEMBL414155,Platinum complex,C50H50B4F16N12O2Pt2+8,A2780,In vitro inhibition of human ovarian cell line A2780,=,17.0,4.77,nM
CHEMBL414155,Platinum complex,C50H50B4F16N12O2Pt2+8,SK-OV-3,In vitro inhibition of human ovarian cell line SKOV-3.,>,100.0,,nM
CHEMBL414155,Platinum complex,C50H50B4F16N12O2Pt2+8,A2780,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",=,10.5,4.98,nM
CHEMBL414155,Platinum complex,C50H50B4F16N12O2Pt2+8,CH1,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",=,58.0,4.24,nM
CHEMBL414155,Platinum complex,C50H50B4F16N12O2Pt2+8,CH1,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",=,46.0,4.34,nM
CHEMBL414155,Platinum complex,C50H50B4F16N12O2Pt2+8,CH1,In vitro inhibition of human ovarian cell line (CH1),=,48.0,4.32,nM
CHEMBL414804,OXALIPLATIN,C8H12N2O4Pt,CH1,Antiproliferative activity in human ovarian cancer cell line (CH1) using MTT assay,=,0.27,6.57,nM
CHEMBL414804,OXALIPLATIN,C8H12N2O4Pt,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,0.48,6.32,nM
CHEMBL414804,OXALIPLATIN,C8H12N2O4Pt,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,6.62,5.18,nM
CHEMBL414804,OXALIPLATIN,C8H12N2O4Pt,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,12.4,4.91,nM
CHEMBL415294,"(2,2':6',2''-terpyridine)platinum (II) complex",C20H16B2F8N4Pt+4,CH1,In vitro inhibition of human ovarian cell line (CH1),=,17.5,4.76,nM
CHEMBL415294,"(2,2':6',2''-terpyridine)platinum (II) complex",C20H16B2F8N4Pt+4,CH1,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",=,5.7,5.24,nM
CHEMBL415294,"(2,2':6',2''-terpyridine)platinum (II) complex",C20H16B2F8N4Pt+4,A2780,In vitro inhibition of human ovarian cell line A2780,=,40.0,4.40,nM
CHEMBL415294,"(2,2':6',2''-terpyridine)platinum (II) complex",C20H16B2F8N4Pt+4,A2780,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",>,100.0,,nM
CHEMBL415294,"(2,2':6',2''-terpyridine)platinum (II) complex",C20H16B2F8N4Pt+4,SK-OV-3,In vitro inhibition of human ovarian cell line SKOV-3.,=,24.0,4.62,nM
CHEMBL415294,"(2,2':6',2''-terpyridine)platinum (II) complex",C20H16B2F8N4Pt+4,CH1,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",=,18.0,4.75,nM
CHEMBL415807,Platinum complex,C50H40Cl2N18O18Pt3+10,A2780,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",=,20.5,4.69,nM
CHEMBL415807,Platinum complex,C50H40Cl2N18O18Pt3+10,A2780,In vitro inhibition of human ovarian cell line A2780,=,13.5,4.87,nM
CHEMBL415807,Platinum complex,C50H40Cl2N18O18Pt3+10,CH1,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",=,0.42,6.38,nM
CHEMBL415807,Platinum complex,C50H40Cl2N18O18Pt3+10,SK-OV-3,In vitro inhibition of human ovarian cell line SKOV-3.,=,1.7,5.77,nM
CHEMBL415807,Platinum complex,C50H40Cl2N18O18Pt3+10,CH1,In vitro inhibition of human ovarian cell line (CH1),=,0.55,6.26,nM
CHEMBL415807,Platinum complex,C50H40Cl2N18O18Pt3+10,CH1,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",=,0.81,6.09,nM
CHEMBL415980,"(4-methylThiophenolato)(2,2':6',2''-terpyridine)platinum (II) Chloride Dihydrate",C22H18ClN3PtS+3,L1210,Growth inhibition of L1210 murine leukemia cells determined in culture,=,12.0,4.92,nM
CHEMBL417437,Platinum complex,C21H15ClFN3PtS+3,L1210,Growth inhibition of L1210 murine leukemia cells determined in culture,=,13.0,4.89,nM
CHEMBL417616,"(Thiophenolato)(2,2':6',2''-terpyridine)platinum (II) Chloride Monohydrate",C21H16ClN3PtS+3,L1210,Growth inhibition of L1210 leukemia was determined in culture,=,6.0,5.22,nM
CHEMBL418538,"(Ethylenediamine)(1,10-phenanthroline)-platinum (II) dichloride Dihydrate",C14H14Cl2N4Pt-,L1210,Growth inhibition of L1210 murine leukemia cells determined in culture,=,2.0,5.70,nM
CHEMBL419256,"2,6-bis(propan-2-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C8H16O2PtS4,Calu-6,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 6.8,=,6.0,5.22,nM
CHEMBL419256,"2,6-bis(propan-2-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C8H16O2PtS4,LXF-289 cell line,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 6.8,=,10.0,5.00,nM
CHEMBL419256,"2,6-bis(propan-2-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C8H16O2PtS4,KB,Cytotoxic activity was determined in vitro in KB cell line culture at pH 7.4,=,10.0,5.00,nM
CHEMBL419256,"2,6-bis(propan-2-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C8H16O2PtS4,KB,Cytotoxic activity was determined in vitro in KB cell line culture at pH 6.8,=,6.0,5.22,nM
CHEMBL419256,"2,6-bis(propan-2-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C8H16O2PtS4,SK-OV-3,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 7.4,=,33.0,4.48,nM
CHEMBL419256,"2,6-bis(propan-2-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C8H16O2PtS4,SK-OV-3,Cytotoxic activity was determined in vitro in SK-OV-3 cell line culture at pH 6.8,=,14.0,4.85,nM
CHEMBL419256,"2,6-bis(propan-2-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C8H16O2PtS4,Calu-6,Cytotoxic activity was determined in vitro in Calu-6 cell line culture at pH 7.4,=,10.0,5.00,nM
CHEMBL419256,"2,6-bis(propan-2-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C8H16O2PtS4,SK-MEL-25,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 6.8,=,6.0,5.22,nM
CHEMBL419256,"2,6-bis(propan-2-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C8H16O2PtS4,MCF7,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 7.4,=,7.0,5.16,nM
CHEMBL419256,"2,6-bis(propan-2-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C8H16O2PtS4,MCF7,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 6.8,=,3.0,5.52,nM
CHEMBL419256,"2,6-bis(propan-2-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C8H16O2PtS4,SK-MEL-25,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 7.4,=,12.0,4.92,nM
CHEMBL419256,"2,6-bis(propan-2-yloxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C8H16O2PtS4,LXF-289 cell line,Cytotoxic activity was determined in vitro in LXF-289 cell line culture at pH 7.4,=,30.0,4.52,nM
CHEMBL421775,[Pt(NH3)2BPMAA],C4H14N3O8P2Pt+2,CH1,Antiproliferative activity in human ovarian cancer cell line (CH1) using MTT assay,=,128.0,,nM
CHEMBL430691,trans-Amminetetrachloro(cyclohexylamine)-platinium (IV),C6H14Cl4N2Pt,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,4.4,5.36,nM
CHEMBL430691,trans-Amminetetrachloro(cyclohexylamine)-platinium (IV),C6H14Cl4N2Pt,41M,In vitro antitumor activity against 41McisR cell line.,=,4.1,5.39,nM
CHEMBL430691,trans-Amminetetrachloro(cyclohexylamine)-platinium (IV),C6H14Cl4N2Pt,CH1,In vitro antitumor activity against CH1 cell line.,=,3.9,5.41,nM
CHEMBL430691,trans-Amminetetrachloro(cyclohexylamine)-platinium (IV),C6H14Cl4N2Pt,CH1,In vitro antitumor activity against CH1cisR cell line.,=,4.7,5.33,nM
CHEMBL430691,trans-Amminetetrachloro(cyclohexylamine)-platinium (IV),C6H14Cl4N2Pt,A2780,In vitro antitumor activity against A2780 cell line.,=,1.5,5.82,nM
CHEMBL430691,trans-Amminetetrachloro(cyclohexylamine)-platinium (IV),C6H14Cl4N2Pt,41M,In vitro antitumor activity against 41M cell line.,=,3.1,5.51,nM
CHEMBL430691,trans-Amminetetrachloro(cyclohexylamine)-platinium (IV),C6H14Cl4N2Pt,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,9.3,5.03,nM
CHEMBL430691,trans-Amminetetrachloro(cyclohexylamine)-platinium (IV),C6H14Cl4N2Pt,A2780,In vitro antitumor activity against A2780cisR cell line.,=,5.3,5.28,nM
CHEMBL432005,AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM,C10H20Cl2N2O4Pt,41M,In vitro antitumor activity against 41M cell line.,=,1.3,5.89,nM
CHEMBL432005,AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM,C10H20Cl2N2O4Pt,41M,In vitro antitumor activity against 41McisR cell line.,=,1.2,5.92,nM
CHEMBL432005,AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM,C10H20Cl2N2O4Pt,CH1,In vitro antitumor activity against CH1 cell line.,=,1.1,5.96,nM
CHEMBL432005,AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM,C10H20Cl2N2O4Pt,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,3.1,5.51,nM
CHEMBL432005,AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM,C10H20Cl2N2O4Pt,CH1,In vitro antitumor activity against CH1cisR cell line.,=,1.5,5.82,nM
CHEMBL432005,AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM,C10H20Cl2N2O4Pt,A2780,In vitro antitumor activity against A2780 cell line.,=,0.3,6.52,nM
CHEMBL432005,AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM,C10H20Cl2N2O4Pt,A2780,In vitro antitumor activity against A2780cisR cell line.,=,3.0,5.52,nM
CHEMBL432005,AMMONIO(DICHLORO)[DI(METHYLCARBONYLOXY)]PLATINUM(CYCLOHEXYL)AMMONIUM,C10H20Cl2N2O4Pt,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,4.8,5.32,nM
CHEMBL435547,Cis-Platinum (II) Conjugate,C9H14N2O4Pt,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,9.69,5.01,nM
CHEMBL435547,Cis-Platinum (II) Conjugate,C9H14N2O4Pt,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,4.4,5.36,nM
CHEMBL435547,Cis-Platinum (II) Conjugate,C9H14N2O4Pt,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,2.22,5.65,nM
CHEMBL440148,"3-(7a-Chloro-7-diisopropylamino-hexahydro-6-oxa-1,3a-diaza-platinum-7lambda*5*-phospha-inden-7-yloxy)-propionitrile",C13H29Cl2N4O2PPt,A2780,Growth and colony formation inhibition of A2780 ovarian cancer cell lines,=,125.0,,nM
CHEMBL440148,"3-(7a-Chloro-7-diisopropylamino-hexahydro-6-oxa-1,3a-diaza-platinum-7lambda*5*-phospha-inden-7-yloxy)-propionitrile",C13H29Cl2N4O2PPt,NON-PROTEIN TARGET,Growth and colony formation inhibition of SW626 ovarian cancer cell lines,>,200.0,,nM
CHEMBL440148,"3-(7a-Chloro-7-diisopropylamino-hexahydro-6-oxa-1,3a-diaza-platinum-7lambda*5*-phospha-inden-7-yloxy)-propionitrile",C13H29Cl2N4O2PPt,SK-OV-3,Growth and colony formation inhibition of SKOV-3 ovarian cancer cell lines,>,200.0,,nM
CHEMBL440148,"3-(7a-Chloro-7-diisopropylamino-hexahydro-6-oxa-1,3a-diaza-platinum-7lambda*5*-phospha-inden-7-yloxy)-propionitrile",C13H29Cl2N4O2PPt,NON-PROTEIN TARGET,Growth and colony formation inhibition of PA-1 ovarian cancer cell lines,=,165.0,,nM
CHEMBL441000,camphorato platinum complex derivative,C17H30N2O4Pt,Bel-7402,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,3.42,5.47,nM
CHEMBL441000,camphorato platinum complex derivative,C17H30N2O4Pt,NON-PROTEIN TARGET,In vitro Inhibitory concentration against 3AO human ovarian carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,0.46,6.34,nM
CHEMBL441000,camphorato platinum complex derivative,C17H30N2O4Pt,HL-60,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,=,1.78,5.75,nM
CHEMBL441000,camphorato platinum complex derivative,C17H30N2O4Pt,A549,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,71.21,4.15,nM
CHEMBL441330,"(2,2':6',2''-terpyridine)platinum (II) complex",C24H25B2F8N5OPt+4,CH1,In vitro inhibition of human ovarian cell line (CH1),>,100.0,,nM
CHEMBL441330,"(2,2':6',2''-terpyridine)platinum (II) complex",C24H25B2F8N5OPt+4,CH1,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (CH1cisR).",>,100.0,,nM
CHEMBL441330,"(2,2':6',2''-terpyridine)platinum (II) complex",C24H25B2F8N5OPt+4,CH1,"In vitro inhibition of human ovarian cell line, resistant to doxorubicin (CH1doxR).",=,17.5,4.76,nM
CHEMBL441330,"(2,2':6',2''-terpyridine)platinum (II) complex",C24H25B2F8N5OPt+4,A2780,In vitro inhibition of human ovarian cell line A2780,=,40.0,4.40,nM
CHEMBL441330,"(2,2':6',2''-terpyridine)platinum (II) complex",C24H25B2F8N5OPt+4,A2780,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",>,100.0,,nM
CHEMBL441330,"(2,2':6',2''-terpyridine)platinum (II) complex",C24H25B2F8N5OPt+4,SK-OV-3,In vitro inhibition of human ovarian cell line SKOV-3.,>,100.0,,nM
CHEMBL441340,"(1,4-Diamino-butane)(3,4,7,8-tetramethyl-1,10-phenanthroline)platinum (II) dichloride",C20H26Cl2N4Pt-,L1210,Growth inhibition of L1210 murine leukemia cells determined in culture,=,50.0,4.30,nM
CHEMBL447841,"2,6-bis(3-methylbutoxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C12H24O2PtS4,MCF7,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 6.8,=,23.0,4.64,nM
CHEMBL447841,"2,6-bis(3-methylbutoxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C12H24O2PtS4,MCF7,Cytotoxic activity was determined in vitro in MCF-7 cell line culture at pH 7.4,=,40.0,4.40,nM
CHEMBL447841,"2,6-bis(3-methylbutoxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C12H24O2PtS4,SK-MEL-25,Cytotoxic activity was determined in vitro in SK-MEL-25 cell line culture at pH 6.8,=,20.0,4.70,nM
CHEMBL447841,"2,6-bis(3-methylbutoxy)-1,3,5,7-tetrathia-4-platinaspiro[3.3]heptane",C12H24O2PtS4,KB,Cytotoxic activity was determined in vitro in KB cell line culture at pH 7.4,=,19.0,4.72,nM
