molecule_chembl_id,molecule_name,formula,target_pref_name,assay_description,standard_relation,IC50_uM,pchembl_value,standard_units
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,C2BBe1,SANGER: Inhibition of human C2BBe1 cell growth in a cell viability assay.,=,96.97411,4.01,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,The compound was tested for cytotoxic potency against A2780R human tumor cell lines.,=,3.3,5.48,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MCF7R,In vitro cytotoxic activity against growth of MDR phenotype human breast carcinoma cell line (MCF-7-R) after 72 hr,=,3.53,5.45,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MCF7S,In vitro cytotoxic activity against growth of human breast carcinoma cell line (MCF-7-S) after 72 hr,=,3.97,5.40,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,C-33-A,SANGER: Inhibition of human C-33-A cell growth in a cell viability assay.,=,9.106879999999999,5.04,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,COLO-741,SANGER: Inhibition of human COLO-741 cell growth in a cell viability assay.,=,28.7271,4.54,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,COLO-792,SANGER: Inhibition of human COLO-792 cell growth in a cell viability assay.,=,5.73079,5.24,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,DJM-1,SANGER: Inhibition of human DJM-1 cell growth in a cell viability assay.,=,6.355359999999999,5.20,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A704,SANGER: Inhibition of human A704 cell growth in a cell viability assay.,=,115.42396000000001,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,The compound was tested for cytotoxic potency against A2780 human tumor cell lines.,=,0.3,6.52,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PC-9,In vitro cytotoxicity was determined by using cultures of human lung (PC9) cancer cells by SRB assay,=,5.0,5.30,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HT-29,Cytotoxicity against colon cancer HT29N tumor cell lines,>,80.0,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ML-2,Cytotoxicity against acute myelogenous leukemia ML-2 tumor cell lines,>,80.0,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,In vitro cytotoxicity was tested against human Ovarian carcinoma CH1 cell line,=,0.15,6.82,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cisplatin resistant cell line,=,3.4,5.47,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cell line,=,0.89,6.05,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Mus musculus,Compound was tested for inhibitory activity against transformed Pam 212-ras murine keratinocytes; activity expressed in Mean IC50 values,=,39.6,4.40,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Mus musculus,Compound was tested for inhibitory activity against normal Pam 212 murine keratinocytes; activity expressed in Mean IC50 values,=,4.4,5.36,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,Compound was tested for inhibitory activity against CH1cisR human ovarian carcinoma cell line; activity expressed in Mean IC50 values,=,0.65,6.19,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,Compound was tested for inhibitory activity against CH1 human ovarian carcinoma cell line; activity expressed in Mean IC50 values,=,0.1,7.00,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,In vitro cytotoxicity was tested against human Ovarian carcinoma CH1 cisplatin resistant cell line,=,2.4,5.62,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Compound was tested for inhibitory activity against A2780cisR human ovarian carcinoma cell line; activity expressed in Mean IC50 values,=,3.3,5.48,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,In vitro cytotoxicity against mouse tumor L1210 cell line (resistant to Cisplatin),=,14.6,4.84,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,In vitro cytotoxicity against mouse tumor L1210 cell line (sensitive to Cisplatin),=,2.2,5.66,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H226,In vitro cytotoxicity against human tumor H226 cell line (nonsmall cell lung cancer),=,10.9,4.96,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A498,In vitro cytotoxicity against human tumor A498 cell line (renal cancer),=,7.5,5.12,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,M19-MEL,In vitro cytotoxicity against human tumor M19 cell line (melanoma cancer),=,1.9,5.72,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,IGROV-1,In vitro cytotoxicity against human tumor IGROV cell line (ovarian cancer),=,0.6,6.22,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,WiDr,In vitro cytotoxicity against human tumor WIDR cell line (colon cancer),=,3.2,5.50,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Compound was tested for inhibitory activity against A2780 human ovarian carcinoma cell line; activity expressed in Mean IC50 values,=,0.3,6.52,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,B16,Cytotoxicity against mouse melanoma B16 tumor cell lines,>,80.0,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,In vitro cytotoxicity was tested against human Ovarian carcinoma SKOV-3 cell line,=,3.4,5.47,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 8,=,14.16,4.85,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KG-1,Cytotoxicity against chronic myelogenous leukemia KG-1 tumor cell lines,=,48.0,4.32,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,K562,Cytotoxicity against chronic myelogenous leukemia K562 tumor cell lines,>,80.0,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,Compound was evaluated for inhibition of DNA synthesis during 48 hours with L1210 murine leukemia cells,>,100.0,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,Compound was evaluated for inhibition of DNA synthesis during 48 hours with L1210 murine leukemia cells,=,1.7,5.77,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,Compound was evaluated for growth inhibition during 48 hours with L1210 murine leukemia cells,>,100.0,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,Compound was evaluated for growth inhibition during 48 hours with L1210 murine leukemia cells,=,1.4,5.85,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MCF7,In vitro antitumor activity of compound against MCF-7 cell line (human breast cancer cells),=,18.7,4.73,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 8,=,1.22,5.91,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BEL-7404 tumor cell line,In vitro antitumor activity of compound against 7404 cell line (human liver carcinoma cells),=,8.37,5.08,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,The compound was tested for cytotoxic activity against SKOV-3 cell line(human ovarian carcinoma ),=,3.4,5.47,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,The compound was tested for cytotoxic activity against CH1/Cs cell line(human ovarian carcinoma),=,2.4,5.62,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,The compound was tested for cytotoxic activity against CH1 cell line(human ovarian carcinoma ),=,0.15,6.82,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780cisR,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),=,3.4,5.47,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),=,0.89,6.05,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HL-60,In vitro inhibitory concentration against proliferation of HL60 cells,=,0.6,6.22,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,Cytotoxicity measured against L1210 cell line,=,2.3,5.64,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,AGS,In vitro antitumor activity of compound against AGS cell line (human stomach cancer cells),=,24.1,4.62,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PC-9,In vitro cytotoxicity was determined by using cultures of human resistant lung (PC9cisR) cancer cells by SRB assay,>,17.5,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,DU-145,In vitro cytotoxicity was determined by using cultures of human prostate (DU145) cancer cells by SRB assay,=,1.0,6.00,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,P388,In vitro inhibition of P388 (murine leukemia) cell growth.,=,1.2,5.92,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MCF7,In vitro inhibition of estrogen receptor positive MCF-7 human mammary carcinoma cell proliferation,=,3.0,5.52,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,DoTc2-4510,SANGER: Inhibition of human DoTc2-4510 cell growth in a cell viability assay.,=,63.56716,4.20,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,EC-GI-10,SANGER: Inhibition of human EC-GI-10 cell growth in a cell viability assay.,=,13.21416,4.88,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PC-14,Cytotoxicity against human non-small cell lung cancer cell line PC-14 in MTT assay,=,1.33,5.88,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PC-9,Cytotoxicity against human non-small cell lung cancer cell line PC-9 in MTT assay,=,1.0,6.00,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SNU-16,Cytotoxicity against human stomach cancer cell line SNU-16 in MTT assay,=,5.0,5.30,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SNU-5,Cytotoxicity against human stomach cancer cell line SNU-5 in MTT assay,=,1.0,6.00,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MDA-MB-231,In vitro inhibition of estrogen receptor negative MDA-MD-231 human mammary carcinoma cell proliferation,=,3.4,5.47,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SNU1,Cytotoxicity against human stomach cancer cell line SNU-1 in MTT assay,=,2.67,5.57,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,In vitro cytotoxicity against cisplatin sensitive L1210 murine leukemia cell line,=,0.1,7.00,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CCRF S-180,In vitro inhibitory concentration against growth of mouse sarcoma 180 (S-180) cells,=,1.07,5.97,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CCRF-CEM,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant CCRF-CEM/R human tumor cell lines",=,14.1,4.85,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CCRF-CEM,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-sensitive CCRF-CEM/S human tumor cell lines",=,1.0,6.00,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant SKOV3 human tumor cell lines",=,21.6,4.67,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant A2780/R human tumor cell lines",=,15.3,4.82,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-sensitive A2780/S human tumor cell lines",=,1.3,5.89,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,In vitro cytotoxicity against cisplatin resistance L1210 murine leukemia cell line,=,3.27,5.49,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,"Cytotoxicity was determined after 48 hr of continuous exposure against L1210 murine leukemia cells,(cells resistant to melphalan (L-PAM)",=,0.18315,6.74,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Detroit 562,SANGER: Inhibition of human Detroit562 cell growth in a cell viability assay.,=,38.254,4.42,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ES1,SANGER: Inhibition of human ES1 cell growth in a cell viability assay.,=,1.02401,5.99,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,The compound was evaluated for the cytotoxicity against human CH1 (ovarian) tumor cell lines.,=,0.1,7.00,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780cisR,The compound was evaluated for the cytotoxicity against human A2780cisR (ovarian) tumor cell lines.,=,3.0,5.52,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,The compound was evaluated for the cytotoxicity against human A2780 (ovarian) tumor cell lines.,=,0.3,6.52,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,In vitro antitumor activity against A2780cisR cell line.,=,5.2,5.28,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,In vitro antitumor activity against A2780 cell line.,=,0.33,6.48,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,In vitro antitumor activity against CH1cisR cell line.,=,0.71,6.15,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,In vitro antitumor activity against CH1 cell line.,=,0.11,6.96,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ES3,SANGER: Inhibition of human ES3 cell growth in a cell viability assay.,=,0.8634,6.06,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,41M,In vitro antitumor activity against 41McisR cell line.,=,1.2,5.92,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,In vitro antitumor activity against SK-OV-3 cell line.,=,4.4,5.36,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HX62 cell line,In vivo antitumor activity against HX/62 cell line.,=,12.6,4.90,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,EKVX,SANGER: Inhibition of human EKVX cell growth in a cell viability assay.,=,484.61996000000005,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,EM-2,SANGER: Inhibition of human EM-2 cell growth in a cell viability assay.,=,71.2265,4.15,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,EPLC-272H,SANGER: Inhibition of human EPLC-272H cell growth in a cell viability assay.,=,13.0413,4.88,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ES4,SANGER: Inhibition of human ES4 cell growth in a cell viability assay.,=,1.6001500000000002,5.80,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ES5,SANGER: Inhibition of human ES5 cell growth in a cell viability assay.,=,3.3170100000000002,5.48,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,41M,In vitro antitumor activity against 41M cell line.,=,0.26,6.58,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,Cytotoxicity was determined after 48 hr of continuous exposure against L1210 murine leukemia cells,=,0.08990999999999999,7.05,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,Antiproliferative activity in human ovarian cancer cell line (CH1) using MTT assay,=,0.15,6.82,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,Cytotoxicity against S-180 cells by MTT assay.,=,2.4,5.62,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,In vitro cytotoxicity against Cisplatin resistant L1210/CPR leukemia cell lines.,=,3.4,5.47,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,In vitro cytotoxicity against Cisplatin sensitive L1210/parent leukemia cell lines.,=,0.1,7.00,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ECC10,SANGER: Inhibition of human ECC10 cell growth in a cell viability assay.,=,258.47087,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,EFM-19,SANGER: Inhibition of human EFM-19 cell growth in a cell viability assay.,=,244.65743,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,EFO-21,SANGER: Inhibition of human EFO-21 cell growth in a cell viability assay.,=,33.66821,4.47,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,EFO-27,SANGER: Inhibition of human EFO-27 cell growth in a cell viability assay.,=,13.18057,4.88,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,EGI-1,SANGER: Inhibition of human EGI-1 cell growth in a cell viability assay.,=,11.10189,4.96,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A549,In vitro cytotoxicity against lung cancer A 549 cell lines,=,3.2,5.50,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,"Cytotoxicity against A2780-CP3, cisplatin-resistant Ovarian carcinoma cell line",=,9.0,5.05,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,"Cytotoxicity against A2780-DX5, Doxorubicin-resistant Ovarian carcinoma cell line",=,0.28,6.55,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,"Cytotoxicity against A2780-WT, human ovarian carcinoma cell line",=,0.45,6.35,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A498,SANGER: Inhibition of human A498 cell growth in a cell viability assay.,=,19.58418,4.71,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A549,SANGER: Inhibition of human A549 cell growth in a cell viability assay.,=,18.8335,4.72,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A673,SANGER: Inhibition of human A673 cell growth in a cell viability assay.,=,2.17181,5.66,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,BXPC-3,SANGER: Inhibition of human BxPC-3 cell growth in a cell viability assay.,=,22.26556,4.65,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,P388,In vitro inhibition of Pt resistant P388 (murine leukemia) cell growth.,=,5.5,5.26,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,"Cytotoxicity against A2780-C25, oxaliplatin-resistant Ovarian carcinoma cell line",=,1.6,5.80,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,In vitro cytotoxicity against ovarian cancer SK-OV-3 cell lines,=,4.4,5.36,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,XF498,In vitro cytotoxicity against CNS cancer XF 498 cell lines,=,2.9,5.54,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MDA-MB-231,In vitro inhibition of estrogen receptor negative human breast cancer MDA-MB-231 cell proliferation,=,12.7,4.90,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NON-PROTEIN TARGET,Cytotoxicity against S-180cisR cells by MTT assay.,=,59.0,4.23,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,GLC4 cell line,Cytotoxic effect against GLC4 (human small cell lung carcinoma cell line) using the microculture tetrazolium (MTT) assay based on 2 hr incubation,=,4.6,5.34,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,GLC4 cell line,Cytotoxic effect against GLC4 (human small cell lung carcinoma cell line) using the microculture tetrazolium (MTT) assay based on continuous incubation,=,1.1,5.96,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-OV-3,Growth inhibition against SKOV3 wild-type ovarian cell lines,=,4.4,5.36,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Homo sapiens,Resistance factor (IC50 in the resistant cell line/IC50 in the parent cell line),=,6.5,5.19,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,Growth inhibition against CH-1 cisplatin resistant wild-type ovarian cell lines,=,0.65,6.19,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,CH1,Growth inhibition against CH-1 wild-type ovarian cell lines,=,0.1,7.00,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Homo sapiens,Resistance factor (IC50 in the resistant cell line/IC50 in the parent cell line),=,11.0,4.96,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,A2780,Growth inhibition against A2780 cisplatin resistant wild-type ovarian cell lines,=,3.3,5.48,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KATO III stomach cancer cell line,Compound was tested in vitro for cytotoxic activity against KATO III human stomach cancer cell line by MTT assay,=,5.2,5.28,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MKN-45,Compound was tested in vitro for cytotoxic activity against MKN-45 human stomach cancer cell line by MTT assay,=,3.7,5.43,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PC-14,Compound was tested in vitro for cytotoxic activity against PC-14 human non-small cell lung cancer cell line by MTT assay,=,1.5,5.82,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PC-9,Compound was tested in vitro for cytotoxic activity against PC-9 human non-small cell lung cancer cell line by MTT assay,=,5.0,5.30,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,L1210,In vitro inhibition of L1210 (murine leukemia) cell growth.,=,0.633,6.20,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ZR-75-1,In vitro inhibition of estrogen receptor positive human breast cancer ZR-75-1 cell proliferation,=,9.3,5.03,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MCF7,In vitro inhibition of estrogen receptor positive human breast cancer MCF-7 cell proliferation,=,16.7,4.78,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Hs-578T,In vitro inhibition of estrogen receptor negative human breast cancer Hs 578.T cell proliferation,=,9.1,5.04,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HT-29,The compound was evaluated for the cytotoxicity against human HT-29 (colon) tumor cell lines.,=,1.7,5.77,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SW948,SANGER: Inhibition of human SW948 cell growth in a cell viability assay.,=,222.39632,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-N-DZ,SANGER: Inhibition of human SK-N-DZ cell growth in a cell viability assay.,=,26.753169999999997,4.57,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ES8,SANGER: Inhibition of human ES8 cell growth in a cell viability assay.,=,3.42567,5.46,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HCC70,SANGER: Inhibition of human HCC70 cell growth in a cell viability assay.,=,9.92288,5.00,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,FTC-133,SANGER: Inhibition of human FTC-133 cell growth in a cell viability assay.,=,4.7703299999999995,5.32,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,FaDu,SANGER: Inhibition of human FADU cell growth in a cell viability assay.,=,8.91543,5.05,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,EOL1,SANGER: Inhibition of human EoL-1-cell cell growth in a cell viability assay.,=,37.98362,4.42,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ZR-75-30,SANGER: Inhibition of human ZR-75-30 cell growth in a cell viability assay.,=,72.22058,4.14,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,YKG-1,SANGER: Inhibition of human YKG-1 cell growth in a cell viability assay.,=,10.344059999999999,4.99,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,TE-12,SANGER: Inhibition of human TE-12 cell growth in a cell viability assay.,=,42.58794,4.37,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,TE-11,SANGER: Inhibition of human TE-11 cell growth in a cell viability assay.,=,16.38917,4.79,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SNU-C2B,SANGER: Inhibition of human SNU-C2B cell growth in a cell viability assay.,=,38.35615,4.42,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HCE-4,SANGER: Inhibition of human HCE-4 cell growth in a cell viability assay.,=,9.35501,5.03,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SF-539,SANGER: Inhibition of human SF539 cell growth in a cell viability assay.,=,3.52652,5.45,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,RD,SANGER: Inhibition of human RD cell growth in a cell viability assay.,=,14.5514,4.84,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,RCM-1,SANGER: Inhibition of human RCM-1 cell growth in a cell viability assay.,=,122.67934,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NOMO-1,SANGER: Inhibition of human NOMO-1 cell growth in a cell viability assay.,=,123.25187,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H292,SANGER: Inhibition of human NCI-H292 cell growth in a cell viability assay.,=,364.24984,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H28,SANGER: Inhibition of human NCI-H28 cell growth in a cell viability assay.,=,116.84975999999999,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H2452,SANGER: Inhibition of human NCI-H2452 cell growth in a cell viability assay.,=,213.44581,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H1581,SANGER: Inhibition of human NCI-H1581 cell growth in a cell viability assay.,=,12.157950000000001,4.92,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H1573,SANGER: Inhibition of human NCI-H1573 cell growth in a cell viability assay.,=,112.30732,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MS-1,SANGER: Inhibition of human MS-1 cell growth in a cell viability assay.,=,14.111540000000002,4.85,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SF-295,SANGER: Inhibition of human SF295 cell growth in a cell viability assay.,=,9.34487,5.03,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MCF7,SANGER: Inhibition of human MCF7 cell growth in a cell viability assay.,=,15.22289,4.82,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Huh-7,SANGER: Inhibition of human HuH-7 cell growth in a cell viability assay.,=,40.904129999999995,4.39,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HuO9,SANGER: Inhibition of human HuO9 cell growth in a cell viability assay.,=,38.69564,4.41,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,G-361,SANGER: Inhibition of human G-361 cell growth in a cell viability assay.,=,671.98499,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,no-10,SANGER: Inhibition of human no-10 cell growth in a cell viability assay.,=,77.82494,4.11,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,TE-5,SANGER: Inhibition of human TE-5 cell growth in a cell viability assay.,=,211.16821,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SHP77,SANGER: Inhibition of human SHP-77 cell growth in a cell viability assay.,=,601.64225,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SH-4,SANGER: Inhibition of human SH-4 cell growth in a cell viability assay.,=,68.6502,4.16,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,RH-1,SANGER: Inhibition of human RH-1 cell growth in a cell viability assay.,=,333.37701,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,RERF-LC-MS,SANGER: Inhibition of human RERF-LC-MS cell growth in a cell viability assay.,=,417.60959,,nM
