Molecule,4(N)_q(N)_Hirshfeld,4(N)_q(N+1)_Hirshfeld,4(N)_q(N-1)_Hirshfeld,4(N)_f-_Hirshfeld,4(N)_f+_Hirshfeld,4(N)_CDD_Hirshfeld,4(N)_f0_Hirshfeld,4(N)_f+f-_Hirshfeld,4(N)_q(N)/f+_Hirshfeld,4(N)_q(N)/CDD_Hirshfeld,4(N)_q(N)/f-_Hirshfeld,4(N)_q(N+1)/f+_Hirshfeld,4(N)_q(N+1)/CDD_Hirshfeld,4(N)_q(N+1)/f-_Hirshfeld,4(N)_q(N-1)/f+_Hirshfeld,4(N)_q(N-1)/CDD_Hirshfeld,4(N)_q(N-1)/f-_Hirshfeld
lobaplatin-conf_4,-0.0901150112,-0.105523809,-0.0668724992,0.0232425119999999,0.0154087977999999,-0.0078337141999999,0.0193256548999999,0.000358139167772,-5.848283063328926,-11.50348466886883,-3.877163156891133,-6.848283063328926,-13.470469601763115,-4.540120663377523,-4.339890760329142,-8.536499735974546,-2.8771631568911324
lobaplatin-conf_5,-0.0879572999,-0.1028192592,-0.0649674475,0.0229898523999999,0.0148619593,-0.0081278930999999,0.01892590585,0.0003416742506818,-5.91828426686648,-10.821660523561768,-3.825918425644177,-6.91828426686648,-12.650173659395213,-4.472375786109875,-4.3713918325694765,-7.993147387728324,-2.825918425644177
lobaplatin-conf_6,-0.0874928796,-0.1002596064,-0.0650143456,0.022478534,0.0127667268,-0.0097118072,0.0176226304,0.0002869773024425,-6.853195887296655,-9.00891850488959,-3.89228584034884,-7.853195887296655,-10.323475779049645,-4.460237771733689,-5.092483501722617,-6.694361230729535,-2.89228584034884
lobaplatin-conf_7,-0.0901139696,-0.1055216365,-0.0668757198,0.0232382498,0.0154076669,-0.0078305828999999,0.01932295835,0.0003580472122573,-5.848644715962802,-11.507951674964078,-3.8778294568466167,-6.848644715962802,-13.475578746506864,-4.540859892985573,-4.340418327709303,-8.540324603421292,-2.8778294568466167
nedaplatin,-0.1279815231,-0.1630753051,-0.0935115851,0.0344699379999999,0.035093782,0.000623844,0.03478186,0.0012096804897255,-3.6468432812399625,-205.14988218207537,-3.712844598095884,-4.6468432812399625,-261.4039809631786,-4.730942802972261,-2.664619763694889,-149.89578340097216,-2.7128445980958835
nedaplatin-conf_1,-0.1279235152,-0.1630186432,-0.0934495358,0.0344739794,0.035095128,0.0006211485999999,0.0347845537,0.0012098687197123,-3.645050538068988,-205.9467174199553,-3.710726682165389,-4.645050538068988,-262.4470910825542,-4.728744578875045,-2.6627495360609594,-150.4463437573563,-2.7107266821653893
oxaliplatin,-0.0823467187,-0.0985732878,-0.0655773038,0.0167694149,0.0162265691,-0.0005428457999999,0.016497992,0.0002721100696414,-5.074807754647282,-151.69449353757636,-4.910530223687172,-6.074807754647282,-181.58616645832123,-5.878159040599562,-4.041353621696898,-120.80282061683148,-3.910530223687172
oxaliplatin-conf_1,-0.08235279,-0.0985869454,-0.0655904352,0.0167623547999999,0.0162341554,-0.0005281993999999,0.0164982550999999,0.0002721226726931,-5.072810255345958,-155.91231266071563,-4.9129606778159856,-6.072810255345958,-186.64721201879988,-5.881449627829143,-4.04027395228704,-124.1774133026314,-3.912960677815986
oxaliplatin-conf_2,-0.0814583522,-0.0983365275,-0.0648076021,0.0166507501,0.0168781753,0.0002274252,0.0167644627,0.0002810342790642,-4.826253475397898,-358.17645625901554,-4.8921731279841865,-5.826253475397898,-432.3906387682518,-5.905831683823061,-3.839727988842489,-284.96227374977923,-3.892173127984186
oxaliplatin-conf_3,-0.0852717792,-0.0998482524,-0.0689684356,0.0163033435999999,0.0145764732,-0.0017268703999999,0.0154399084,0.0002376452510557,-5.849959591048399,-49.37937392406566,-5.230324606542675,-6.849959591048399,-57.82035084972271,-6.124403364718392,-4.731489891532882,-39.93839699840861,-4.230324606542675
picoplatin,-0.0580224628,-0.1067636775,-0.0649173524,0.0068948896,0.0487412147,0.0418463251,0.02781805215,0.0003360652943263,-1.1904188920429182,-1.3865605321696457,-8.415285257069232,-2.1904188920429184,-2.5513274402200734,-15.484465117469028,-1.3318780173937683,-1.5513274402200734,-9.415285257069232
