Molecule,4(N)_q(N)_Hirshfeld,Density of all electrons_N_4(N),Density of Alpha electrons_N_4(N),Density of Beta electrons_N_4(N),Lagrangian kinetic energy G(r)_N_4(N),Hamiltonian kinetic energy K(r)_N_4(N),Potential energy density V(r)_N_4(N),Energy density E(r) or H(r)_N_4(N),Laplacian of electron density_N_4(N),Electron localization function (ELF)_N_4(N),Localized orbital locator (LOL)_N_4(N),Local information entropy_N_4(N),Sign(lambda2)*rho_N_4(N),Sign(lambda2)*rho with promolecular approximation_N_4(N),Average local ionization energy (ALIE)_N_4(N),Delta-g (under promolecular approximation)_N_4(N),Delta-g (under Hirshfeld partition)_N_4(N),ESP from nuclear charges_N_4(N),ESP from electrons_N_4(N),Total ESP_N_4(N),4(N)_q(N)_div_Sum_q(N)_neighbors_Hirshfeld,4(N)_q(N)_res_Sum_q(N)_neighbors_Hirshfeld,4(N)_Sum_q(N)_neighbors_div_q(N)_Hirshfeld,4(N)_Avg_q(N)_neighbors_Hirshfeld,4(N)_Std_q(N)_neighbors_Hirshfeld,4(N)_Abs_Diff_q(N)_Hirshfeld,4(N)_q(N)_x_Avg_q(N)_neighbors_Hirshfeld,4(N)_Num_neighbors_Hirshfeld,4(N)_Entropy_q(N)_neighbors_Hirshfeld,sum_frag_q(N)_Hirshfeld,sum_frag_Density of all electrons_N,sum_frag_Density of Alpha electrons_N,sum_frag_Density of Beta electrons_N,sum_frag_Lagrangian kinetic energy G(r)_N,sum_frag_Hamiltonian kinetic energy K(r)_N,sum_frag_Potential energy density V(r)_N,sum_frag_Energy density E(r) or H(r)_N,sum_frag_Laplacian of electron density_N,sum_frag_Electron localization function (ELF)_N,sum_frag_Localized orbital locator (LOL)_N,sum_frag_Local information entropy_N,sum_frag_Sign(lambda2)*rho_N,sum_frag_Sign(lambda2)*rho with promolecular approximation_N,sum_frag_Average local ionization energy (ALIE)_N,sum_frag_Delta-g (under promolecular approximation)_N,sum_frag_Delta-g (under Hirshfeld partition)_N,sum_frag_ESP from nuclear charges_N,sum_frag_ESP from electrons_N,sum_frag_Total ESP_N,sum_frag_q(N)_div_Sum_q(N)_neighbors_Hirshfeld,sum_frag_q(N)_res_Sum_q(N)_neighbors_Hirshfeld,sum_frag_Sum_q(N)_neighbors_div_q(N)_Hirshfeld,sum_frag_Avg_q(N)_neighbors_Hirshfeld,sum_frag_Std_q(N)_neighbors_Hirshfeld,sum_frag_Abs_Diff_q(N)_Hirshfeld,sum_frag_q(N)_x_Avg_q(N)_neighbors_Hirshfeld,sum_frag_Num_neighbors_Hirshfeld,sum_frag_Entropy_q(N)_neighbors_Hirshfeld,G_div_V_N_4(N),sum_frag_G_div_V_N
iproplatin-conf_7,-0.0651812663,195.5597319,97.77986595,97.77986595,18.69295522,367511.831,-367530.5239,-367511.831,-1469972.552,0.9999990236,0.999012854,-0.4940181505,-193.1633841,-193.1633841,13.87945151,0.05049753519,0.07201407069,2405789.092,-42.86105537,2405746.23,-0.0794400104768198,-0.8856905526,-12.588115157560232,0.205127321575,0.1978720700087962,0.270308587875,-0.0133704585729858,4,1.416165456617561,-0.0651812663,195.5597319,97.77986595,97.77986595,18.69295522,367511.831,-367530.5239,-367511.831,-1469972.552,0.9999990236,0.999012854,-0.4940181505,-193.1633841,-193.1633841,13.87945151,0.05049753519,0.07201407069,2405789.092,-42.86105537,2405746.23,-0.0794400104768198,-0.8856905526,-12.588115157560232,0.205127321575,0.1978720700087962,0.270308587875,-0.0133704585729858,4,1.416165456617561,5.086095985074181e-05,5.086095985074181e-05
iproplatin-conf_8,-0.068266038,195.5642162,97.78210808,97.78210808,18.64727007,367514.2301,-367532.8774,-367514.2301,-1469982.332,0.9999990285,0.9990153018,-0.4940619736,-193.1627261,-193.1627261,13.8760091,0.04986302961,0.07109794286,2307554.517,-42.66309846,2307511.854,-0.0845261325152112,-0.8758983757,-11.83066077014752,0.201908084425,0.1985622232513828,0.270174122425,-0.0137834649638642,4,1.3940957578055575,-0.068266038,195.5642162,97.78210808,97.78210808,18.64727007,367514.2301,-367532.8774,-367514.2301,-1469982.332,0.9999990285,0.9990153018,-0.4940619736,-193.1627261,-193.1627261,13.8760091,0.04986302961,0.07109794286,2307554.517,-42.66309846,2307511.854,-0.0845261325152112,-0.8758983757,-11.83066077014752,0.201908084425,0.1985622232513828,0.270174122425,-0.0137834649638642,4,1.3940957578055575,5.073633194917e-05,5.073633194917e-05
iproplatin-conf_9,-0.0718730691,195.5613739,97.78068696,97.78068696,18.69611712,367508.9654,-367527.6615,-367508.9654,-1469961.077,0.9999990233,0.999012701,-0.4940341973,-193.1635375,-193.1635375,13.87332619,0.04989057522,0.07138932625,2503750.065,-42.55261015,2503707.512,-0.0890162280221255,-0.8792884213,-11.233906695658275,0.20185383805,0.1995072479170035,0.27372690715,-0.0145078548502678,4,1.391688669239994,-0.0718730691,195.5613739,97.78068696,97.78068696,18.69611712,367508.9654,-367527.6615,-367508.9654,-1469961.077,0.9999990233,0.999012701,-0.4940341973,-193.1635375,-193.1635375,13.87332619,0.04989057522,0.07138932625,2503750.065,-42.55261015,2503707.512,-0.0890162280221255,-0.8792884213,-11.233906695658275,0.20185383805,0.1995072479170035,0.27372690715,-0.0145078548502678,4,1.391688669239994,5.086995913095374e-05,5.086995913095374e-05
lobaplatin,-0.0901165258,195.4633488,97.7316744,97.7316744,18.68951037,367318.7633,-367337.4529,-367318.7633,-1469200.295,0.9999990224,0.9990122253,-0.6464684916,-193.1602793,-193.1602793,13.87521753,0.0506107956,0.07222956515,1700456.674,-39.13386725,1700417.54,-0.2045403047003861,-0.5306972999999999,-4.889011979642917,0.1101451935499999,0.0664564783625124,0.2002617193499999,-0.0099259021762945,4,1.614987456716119,-0.0901165258,195.4633488,97.7316744,97.7316744,18.68951037,367318.7633,-367337.4529,-367318.7633,-1469200.295,0.9999990224,0.9990122253,-0.6464684916,-193.1602793,-193.1602793,13.87521753,0.0506107956,0.07222956515,1700456.674,-39.13386725,1700417.54,-0.2045403047003861,-0.5306972999999999,-4.889011979642917,0.1101451935499999,0.0664564783625124,0.2002617193499999,-0.0099259021762945,4,1.614987456716119,5.087831426513384e-05,5.087831426513384e-05
lobaplatin-conf_1,-0.0900545916,195.4636149,97.73180747,97.73180747,18.69436201,367315.5859,-367334.2803,-367315.5859,-1469187.566,0.9999990219,0.9990119713,-0.646471451,-193.1604142,-193.1604142,13.87251448,0.05103515246,0.072920665,1707535.072,-39.09145764,1707495.981,-0.2065927957035488,-0.525958425,-4.840439844935125,0.10897595835,0.063755044974602,0.19903054995,-0.0098137854234278,4,1.6312807874604236,-0.0900545916,195.4636149,97.73180747,97.73180747,18.69436201,367315.5859,-367334.2803,-367315.5859,-1469187.566,0.9999990219,0.9990119713,-0.646471451,-193.1604142,-193.1604142,13.87251448,0.05103515246,0.072920665,1707535.072,-39.09145764,1707495.981,-0.2065927957035488,-0.525958425,-4.840439844935125,0.10897595835,0.063755044974602,0.19903054995,-0.0098137854234278,4,1.6312807874604236,5.08919613893166e-05,5.08919613893166e-05
lobaplatin-conf_2,-0.0902518072,195.4630148,97.73150742,97.73150742,18.69301027,367315.183,-367333.8761,-367315.183,-1469185.96,0.999999022,0.9990120377,-0.646464778,-193.1604769,-193.1604769,13.87096198,0.0506265443,0.07229992041,1728040.723,-39.22311132,1728001.5,-0.2118538999775683,-0.5162614638999999,-4.720234086348577,0.1065024141749999,0.0636977954914456,0.1967542213749999,-0.0096120353504566,4,1.6126787666713365,-0.0902518072,195.4630148,97.73150742,97.73150742,18.69301027,367315.183,-367333.8761,-367315.183,-1469185.96,0.999999022,0.9990120377,-0.646464778,-193.1604769,-193.1604769,13.87096198,0.0506265443,0.07229992041,1728040.723,-39.22311132,1728001.5,-0.2118538999775683,-0.5162614638999999,-4.720234086348577,0.1065024141749999,0.0636977954914456,0.1967542213749999,-0.0096120353504566,4,1.6126787666713365,5.088833752134302e-05,5.088833752134302e-05
lobaplatin-conf_3,-0.0902476415,195.4630431,97.73152155,97.73152155,18.69294895,367315.2343,-367333.9273,-367315.2343,-1469186.165,0.999999022,0.9990120411,-0.6464650923,-193.1604759,-193.1604759,13.87096567,0.05062649413,0.07229965195,1727923.012,-39.22304306,1727883.789,-0.2118396405577231,-0.5162663095,-4.720551816304252,0.106504667,0.0636993877874019,0.1967523085,-0.0096117950054928,4,1.6126718570003131,-0.0902476415,195.4630431,97.73152155,97.73152155,18.69294895,367315.2343,-367333.9273,-367315.2343,-1469186.165,0.999999022,0.9990120411,-0.6464650923,-193.1604759,-193.1604759,13.87096567,0.05062649413,0.07229965195,1727923.012,-39.22304306,1727883.789,-0.2118396405577231,-0.5162663095,-4.720551816304252,0.106504667,0.0636993877874019,0.1967523085,-0.0096117950054928,4,1.6126718570003131,5.088816349580896e-05,5.088816349580896e-05
lobaplatin-conf_4,-0.0901150112,195.4633797,97.73168987,97.73168987,18.68942177,367318.8183,-367337.5077,-367318.8183,-1469200.515,0.9999990224,0.9990122302,-0.6464688356,-193.160278,-193.160278,13.87521742,0.05061026166,0.07222854591,1700337.122,-39.13385999,1700297.988,-0.2045351729538857,-0.5306994344,-4.889134643973723,0.1101461058,0.0664582106059118,0.200261117,-0.0099258175578033,4,1.6149655738511697,-0.0901150112,195.4633797,97.73168987,97.73168987,18.68942177,367318.8183,-367337.5077,-367318.8183,-1469200.515,0.9999990224,0.9990122302,-0.6464688356,-193.160278,-193.160278,13.87521742,0.05061026166,0.07222854591,1700337.122,-39.13385999,1700297.988,-0.2045351729538857,-0.5306994344,-4.889134643973723,0.1101461058,0.0664582106059118,0.200261117,-0.0099258175578033,4,1.6149655738511697,5.087806547994391e-05,5.087806547994391e-05
lobaplatin-conf_5,-0.0879572999,195.4641888,97.73209442,97.73209442,18.68379956,367320.5682,-367339.252,-367320.5682,-1469207.538,0.999999023,0.9990125339,-0.6464778328,-193.1601716,-193.1601716,13.87466109,0.05040849812,0.07196093834,1693387.552,-39.37637089,1693348.175,-0.2008196408445174,-0.5259488206999999,-4.979592612528571,0.1094978802,0.0645667895797086,0.1974551801,-0.0096311378871656,4,1.6359531521189092,-0.0879572999,195.4641888,97.73209442,97.73209442,18.68379956,367320.5682,-367339.252,-367320.5682,-1469207.538,0.999999023,0.9990125339,-0.6464778328,-193.1601716,-193.1601716,13.87466109,0.05040849812,0.07196093834,1693387.552,-39.37637089,1693348.175,-0.2008196408445174,-0.5259488206999999,-4.979592612528571,0.1094978802,0.0645667895797086,0.1974551801,-0.0096311378871656,4,1.6359531521189092,5.0862518661632166e-05,5.0862518661632166e-05
lobaplatin-conf_6,-0.0874928796,195.464499,97.73224948,97.73224948,18.6805686,367316.5028,-367335.1834,-367316.5028,-1469191.289,0.9999990233,0.9990127071,-0.6464812812,-193.1600568,-193.1600568,13.87564911,0.0506700265,0.07238984656,1654290.208,-39.44047547,1654250.767,-0.1985371756321759,-0.5281805207,-5.036840061896877,0.110171910275,0.0659672938814091,0.197664789875,-0.0096392576809925,4,1.6099111229411145,-0.0874928796,195.464499,97.73224948,97.73224948,18.6805686,367316.5028,-367335.1834,-367316.5028,-1469191.289,0.9999990233,0.9990127071,-0.6464812812,-193.1600568,-193.1600568,13.87564911,0.0506700265,0.07238984656,1654290.208,-39.44047547,1654250.767,-0.1985371756321759,-0.5281805207,-5.036840061896877,0.110171910275,0.0659672938814091,0.197664789875,-0.0096392576809925,4,1.6099111229411145,5.08542863416878e-05,5.08542863416878e-05
lobaplatin-conf_7,-0.0901139696,195.4634204,97.7317102,97.7317102,18.68929463,367318.8916,-367337.5809,-367318.8916,-1469200.809,0.9999990224,0.9990122373,-0.6464692879,-193.1602762,-193.1602762,13.87521501,0.05060899037,0.07222655705,1700209.956,-39.13378032,1700170.822,-0.2045323819156337,-0.5306993124,-4.8892013608509375,0.1101463357,0.0664572645607763,0.2002603053,-0.0099257235468211,4,1.6149884961015273,-0.0901139696,195.4634204,97.7317102,97.7317102,18.68929463,367318.8916,-367337.5809,-367318.8916,-1469200.809,0.9999990224,0.9990122373,-0.6464692879,-193.1602762,-193.1602762,13.87521501,0.05060899037,0.07222655705,1700209.956,-39.13378032,1700170.822,-0.2045323819156337,-0.5306993124,-4.8892013608509375,0.1101463357,0.0664572645607763,0.2002603053,-0.0099257235468211,4,1.6149884961015273,5.087770922923285e-05,5.087770922923285e-05
nedaplatin,-0.1279815231,195.4089808,97.70449039,97.70449039,18.65303654,367193.6079,-367212.2609,-367193.6079,-1468699.819,0.9999990253,0.9990136943,-2.428114352,-193.1590365,-193.1590365,13.883622,0.05436591861,0.07579454268,1545801.028,-30.85107931,1545770.177,-0.2287318359011358,-0.687508021,-4.371931856622825,0.139881624475,0.0129868506214224,0.2678631475749999,-0.0179022633540127,4,1.993970561340024,-0.1279815231,195.4089808,97.70449039,97.70449039,18.65303654,367193.6079,-367212.2609,-367193.6079,-1468699.819,0.9999990253,0.9990136943,-2.428114352,-193.1590365,-193.1590365,13.883622,0.05436591861,0.07579454268,1545801.028,-30.85107931,1545770.177,-0.2287318359011358,-0.687508021,-4.371931856622825,0.139881624475,0.0129868506214224,0.2678631475749999,-0.0179022633540127,4,1.993970561340024,5.0796333690719634e-05,5.0796333690719634e-05
nedaplatin-conf_1,-0.1279235152,195.4092401,97.70462003,97.70462003,18.65210714,367193.9988,-367212.6509,-367193.9988,-1468701.387,0.9999990254,0.9990137456,-2.428120985,-193.159023,-193.159023,13.88365294,0.05436105588,0.07578622419,1544572.929,-30.85177109,1544542.077,-0.2286287184984146,-0.6874486529,-4.373903709769226,0.139881284425,0.0129793885083631,0.267804799625,-0.017894105614337,4,1.9939770063108984,-0.1279235152,195.4092401,97.70462003,97.70462003,18.65210714,367193.9988,-367212.6509,-367193.9988,-1468701.387,0.9999990254,0.9990137456,-2.428120985,-193.159023,-193.159023,13.88365294,0.05436105588,0.07578622419,1544572.929,-30.85177109,1544542.077,-0.2286287184984146,-0.6874486529,-4.373903709769226,0.139881284425,0.0129793885083631,0.267804799625,-0.017894105614337,4,1.9939770063108984,5.079374878366969e-05,5.079374878366969e-05
oxaliplatin,-0.0823467187,195.4897359,97.74486793,97.74486793,18.73010528,367390.2588,-367408.9889,-367390.2588,-1469486.115,0.9999990186,0.9990103043,-0.6814616562,-193.1607153,-193.1607153,13.8978208,0.04981233871,0.071085368,1768996.944,-39.35078698,1768957.593,-0.1662308467583012,-0.5777223984,-6.015730651086646,0.1238439199249999,0.058537738150814,0.2061906386249999,-0.0101981404367693,4,1.804604379986548,-0.0823467187,195.4897359,97.74486793,97.74486793,18.73010528,367390.2588,-367408.9889,-367390.2588,-1469486.115,0.9999990186,0.9990103043,-0.6814616562,-193.1607153,-193.1607153,13.8978208,0.04981233871,0.071085368,1768996.944,-39.35078698,1768957.593,-0.1662308467583012,-0.5777223984,-6.015730651086646,0.1238439199249999,0.058537738150814,0.2061906386249999,-0.0101981404367693,4,1.804604379986548,5.097889775663025e-05,5.097889775663025e-05
oxaliplatin-conf_1,-0.08235279,195.4898639,97.74493193,97.74493193,18.72965263,367390.482,-367409.2116,-367390.482,-1469487.009,0.9999990186,0.9990103293,-0.6814631182,-193.1607086,-193.1607086,13.89781845,0.049812011,0.07108437987,1768211.525,-39.35009623,1768172.175,-0.166244524985148,-0.5777242316,-6.015235690254088,0.1238428604,0.058547588706977,0.2061956503999999,-0.0101988050755205,4,1.8045348443902365,-0.08235279,195.4898639,97.74493193,97.74493193,18.72965263,367390.482,-367409.2116,-367390.482,-1469487.009,0.9999990186,0.9990103293,-0.6814631182,-193.1607086,-193.1607086,13.89781845,0.049812011,0.07108437987,1768211.525,-39.35009623,1768172.175,-0.166244524985148,-0.5777242316,-6.015235690254088,0.1238428604,0.058547588706977,0.2061956503999999,-0.0101988050755205,4,1.8045348443902365,5.097763485143931e-05,5.097763485143931e-05
oxaliplatin-conf_2,-0.0814583522,195.495403,97.74770151,97.74770151,18.71362331,367397.9595,-367416.6731,-367397.9595,-1469516.983,0.9999990204,0.9990112221,-0.6815263896,-193.160631,-193.160631,13.89787012,0.04976318112,0.07101457561,1751810.697,-39.36405765,1751771.333,-0.1633627533289444,-0.5800931422,-6.12134638785389,0.1246586975,0.0593540995580232,0.2061170497,-0.0101544920857482,4,1.8021405698954545,-0.0814583522,195.495403,97.74770151,97.74770151,18.71362331,367397.9595,-367416.6731,-367397.9595,-1469516.983,0.9999990204,0.9990112221,-0.6815263896,-193.160631,-193.160631,13.89787012,0.04976318112,0.07101457561,1751810.697,-39.36405765,1751771.333,-0.1633627533289444,-0.5800931422,-6.12134638785389,0.1246586975,0.0593540995580232,0.2061170497,-0.0101544920857482,4,1.8021405698954545,5.093297250804593e-05,5.093297250804593e-05
oxaliplatin-conf_3,-0.0852717792,195.4899471,97.74497356,97.74497356,18.72106573,367389.4187,-367408.1398,-367389.4187,-1469482.791,0.9999990195,0.9990107833,-0.6814640694,-193.1608566,-193.1608566,13.89699487,0.04972357705,0.07094896659,1826836.504,-40.06939197,1826796.435,-0.1710561320339307,-0.5837735177,-5.846034211750093,0.124625434625,0.0596124135112361,0.2098972138249999,-0.010627032544047,4,1.8071682658859616,-0.0852717792,195.4899471,97.74497356,97.74497356,18.72106573,367389.4187,-367408.1398,-367389.4187,-1469482.791,0.9999990195,0.9990107833,-0.6814640694,-193.1608566,-193.1608566,13.89699487,0.04972357705,0.07094896659,1826836.504,-40.06939197,1826796.435,-0.1710561320339307,-0.5837735177,-5.846034211750093,0.124625434625,0.0596124135112361,0.2098972138249999,-0.010627032544047,4,1.8071682658859616,5.095441200674237e-05,5.095441200674237e-05
picoplatin,-0.0580224628,195.7425686,97.87128431,97.87128431,18.53642416,367912.2656,-367930.802,-367912.2656,-1471574.917,0.9999990429,0.999022634,-0.9757443708,-193.1615745,-193.1615745,13.86608177,0.05248996787,0.07846091722,1696877.644,-40.50390664,1696837.14,-0.192603370438755,-0.359276084,-5.192017137197423,0.1004178737333333,0.0579231846727764,0.1584403365333333,-0.0058264923431474,3,1.3412424269678538,-0.0580224628,195.7425686,97.87128431,97.87128431,18.53642416,367912.2656,-367930.802,-367912.2656,-1471574.917,0.9999990429,0.999022634,-0.9757443708,-193.1615745,-193.1615745,13.86608177,0.05248996787,0.07846091722,1696877.644,-40.50390664,1696837.14,-0.192603370438755,-0.359276084,-5.192017137197423,0.1004178737333333,0.0579231846727764,0.1584403365333333,-0.0058264923431474,3,1.3412424269678538,5.038019121867377e-05,5.038019121867377e-05
picoplatin-conf_1,-0.0580271352,195.7425767,97.87128837,97.87128837,18.53633363,367912.2767,-367930.8131,-367912.2767,-1471574.962,0.9999990429,0.9990226388,-0.9757444838,-193.1615731,-193.1615731,13.86607793,0.05248777382,0.07845763678,1696814.699,-40.50385811,1696774.195,-0.1926227291853657,-0.3592747369,-5.191495335099706,0.1004158672333333,0.0579225078439665,0.1584430024333333,-0.0058268451041738,3,1.3412394195996018,-0.0580271352,195.7425767,97.87128837,97.87128837,18.53633363,367912.2767,-367930.8131,-367912.2767,-1471574.962,0.9999990429,0.9990226388,-0.9757444838,-193.1615731,-193.1615731,13.86607793,0.05248777382,0.07845763678,1696814.699,-40.50385811,1696774.195,-0.1926227291853657,-0.3592747369,-5.191495335099706,0.1004158672333333,0.0579225078439665,0.1584430024333333,-0.0058268451041738,3,1.3412394195996018,5.037994364707368e-05,5.037994364707368e-05
picoplatin-conf_2,-0.0580475235,195.7426173,97.87130866,97.87130866,18.53617377,367912.3512,-367930.8874,-367912.3512,-1471575.26,0.9999990429,0.9990226476,-0.9757450483,-193.1615707,-193.1615707,13.86605876,0.05248874579,0.07845907976,1696538.119,-40.50351461,1696497.616,-0.1927118740273385,-0.3592615705999999,-5.189093848250046,0.1004046823666666,0.0579112889669297,0.1584522058666666,-0.0058282431591891,3,1.3412682533377605,-0.0580475235,195.7426173,97.87130866,97.87130866,18.53617377,367912.3512,-367930.8874,-367912.3512,-1471575.26,0.9999990429,0.9990226476,-0.9757450483,-193.1615707,-193.1615707,13.86605876,0.05248874579,0.07845907976,1696538.119,-40.50351461,1696497.616,-0.1927118740273385,-0.3592615705999999,-5.189093848250046,0.1004046823666666,0.0579112889669297,0.1584522058666666,-0.0058282431591891,3,1.3412682533377605,5.037949898957029e-05,5.037949898957029e-05
satraplatin,-0.0693948804,195.5603283,97.78016417,97.78016417,18.70206887,367515.6739,-367534.3759,-367515.6739,-1469987.887,0.9999990227,0.9990123782,-0.09007950448,-193.1633955,-193.1633955,13.89059036,0.05053018818,0.07223791653,2386204.176,-47.71076388,2386156.465,-0.0821890386056302,-0.9137274286,-12.167072604393452,0.21108313705,0.2060555206011998,0.28047801745,-0.0146480890500415,4,1.392745572728968,-0.0693948804,195.5603283,97.78016417,97.78016417,18.70206887,367515.6739,-367534.3759,-367515.6739,-1469987.887,0.9999990227,0.9990123782,-0.09007950448,-193.1633955,-193.1633955,13.89059036,0.05053018818,0.07223791653,2386204.176,-47.71076388,2386156.465,-0.0821890386056302,-0.9137274286,-12.167072604393452,0.21108313705,0.2060555206011998,0.28047801745,-0.0146480890500415,4,1.392745572728968,5.088522352284273e-05,5.088522352284273e-05
satraplatin-conf_1,-0.0813647204,195.531332,97.76566598,97.76566598,18.7580571,367469.3411,-367488.0992,-367469.3411,-1469802.332,0.9999990163,0.9990091799,-0.0899050691,-193.1651667,-193.1651667,13.87192213,0.04926474912,0.07032253177,3404648.072,-49.489926,3404598.582,-0.1023004468482906,-0.8767153069,-9.775128367552282,0.198837646625,0.2144698069442327,0.280202367025,-0.0161783695226371,4,1.2817951682822262,-0.0813647204,195.531332,97.76566598,97.76566598,18.7580571,367469.3411,-367488.0992,-367469.3411,-1469802.332,0.9999990163,0.9990091799,-0.0899050691,-193.1651667,-193.1651667,13.87192213,0.04926474912,0.07032253177,3404648.072,-49.489926,3404598.582,-0.1023004468482906,-0.8767153069,-9.775128367552282,0.198837646625,0.2144698069442327,0.280202367025,-0.0161783695226371,4,1.2817951682822262,5.10439852088685e-05,5.10439852088685e-05
satraplatin-conf_10,-0.0667943302,195.5586007,97.77930035,97.77930035,18.67110728,367510.0334,-367528.7045,-367510.0334,-1469965.449,0.9999990259,0.9990139971,-0.0900691107,-193.1636473,-193.1636473,13.88949435,0.05094339403,0.07261482475,2519831.178,-48.23757888,2519782.94,-0.0793371179082374,-0.908699506,-12.604440725419536,0.21047629395,0.2085760951860123,0.27727062415,-0.0140586230773685,4,1.371829351560502,-0.0667943302,195.5586007,97.77930035,97.77930035,18.67110728,367510.0334,-367528.7045,-367510.0334,-1469965.449,0.9999990259,0.9990139971,-0.0900691107,-193.1636473,-193.1636473,13.88949435,0.05094339403,0.07261482475,2519831.178,-48.23757888,2519782.94,-0.0793371179082374,-0.908699506,-12.604440725419536,0.21047629395,0.2085760951860123,0.27727062415,-0.0140586230773685,4,1.371829351560502,5.080176609715664e-05,5.080176609715664e-05
satraplatin-conf_2,-0.0791706582,195.5368757,97.76843783,97.76843783,18.7560426,367481.1508,-367499.9069,-367481.1508,-1469849.579,0.9999990166,0.999009333,-0.08993841678,-193.1653118,-193.1653118,13.87260633,0.04953907812,0.07075270265,3430831.624,-48.93593983,3430782.688,-0.0992420678536369,-0.8769236667,-10.076372063053029,0.199438252125,0.2143340538089898,0.278608910325,-0.0157896576909937,4,1.283271837373155,-0.0791706582,195.5368757,97.76843783,97.76843783,18.7560426,367481.1508,-367499.9069,-367481.1508,-1469849.579,0.9999990166,0.999009333,-0.08993841678,-193.1653118,-193.1653118,13.87260633,0.04953907812,0.07075270265,3430831.624,-48.93593983,3430782.688,-0.0992420678536369,-0.8769236667,-10.076372063053029,0.199438252125,0.2143340538089898,0.278608910325,-0.0157896576909937,4,1.283271837373155,5.103686354158366e-05,5.103686354158366e-05
satraplatin-conf_3,-0.0830168264,195.5313761,97.76568804,97.76568804,18.74393234,367465.3023,-367484.0462,-367465.3023,-1469786.233,0.9999990178,0.9990099256,-0.0899053344,-193.1648835,-193.1648835,13.87159257,0.04955813651,0.07078573487,3267896.556,-48.80251086,3267847.754,-0.1034406940702893,-0.8855716346999999,-9.667375194915907,0.2006387020749999,0.213945807981554,0.283655528475,-0.0166563882992815,4,1.3038698460692075,-0.0830168264,195.5313761,97.76568804,97.76568804,18.74393234,367465.3023,-367484.0462,-367465.3023,-1469786.233,0.9999990178,0.9990099256,-0.0899053344,-193.1648835,-193.1648835,13.87159257,0.04955813651,0.07078573487,3267896.556,-48.80251086,3267847.754,-0.1034406940702893,-0.8855716346999999,-9.667375194915907,0.2006387020749999,0.213945807981554,0.283655528475,-0.0166563882992815,4,1.3038698460692075,5.100611178586724e-05,5.100611178586724e-05
satraplatin-conf_4,-0.0746683383,195.5492138,97.77460689,97.77460689,18.73595903,367504.7134,-367523.4494,-367504.7134,-1469943.91,0.9999990189,0.9990104967,-0.09001263911,-193.1647688,-193.1647688,13.88015757,0.04941279828,0.07060033398,3099268.279,-48.5256125,3099219.753,-0.0914420745889944,-0.8912326893999999,-10.935884870227518,0.2041410877749999,0.2132932674667572,0.278809426075,-0.0152428758029136,4,1.3132657987310226,-0.0746683383,195.5492138,97.77460689,97.77460689,18.73595903,367504.7134,-367523.4494,-367504.7134,-1469943.91,0.9999990189,0.9990104967,-0.09001263911,-193.1647688,-193.1647688,13.88015757,0.04941279828,0.07060033398,3099268.279,-48.5256125,3099219.753,-0.0914420745889944,-0.8912326893999999,-10.935884870227518,0.2041410877749999,0.2132932674667572,0.278809426075,-0.0152428758029136,4,1.3132657987310226,5.097894858297442e-05,5.097894858297442e-05
satraplatin-conf_5,-0.0746740623,195.5492167,97.77460833,97.77460833,18.73593735,367504.7158,-367523.4518,-367504.7158,-1469943.92,0.9999990189,0.9990104978,-0.09001265643,-193.1647691,-193.1647691,13.88014762,0.04941179193,0.07059899348,3099652.884,-48.52548664,3099604.358,-0.0914520173109082,-0.8912122262,-10.93469591381799,0.204134540975,0.2132932023755604,0.278808603275,-0.015243555430349,4,1.313235732861769,-0.0746740623,195.5492167,97.77460833,97.77460833,18.73593735,367504.7158,-367523.4518,-367504.7158,-1469943.92,0.9999990189,0.9990104978,-0.09001265643,-193.1647691,-193.1647691,13.88014762,0.04941179193,0.07059899348,3099652.884,-48.52548664,3099604.358,-0.0914520173109082,-0.8912122262,-10.93469591381799,0.204134540975,0.2132932023755604,0.278808603275,-0.015243555430349,4,1.313235732861769,5.0978889260639015e-05,5.0978889260639015e-05
satraplatin-conf_6,-0.0783655471,195.5502127,97.77510636,97.77510636,18.75437594,367507.8705,-367526.6249,-367507.8705,-1469956.465,0.999999017,0.9990095334,-0.0900186486,-193.16499,-193.16499,13.87597577,0.04927941085,0.07051363194,3190740.223,-49.04605604,3190691.177,-0.0971002813654831,-0.8854234258,-10.29863133182924,0.201764469675,0.2131846565388417,0.280130016775,-0.0158113830514227,4,1.3070066345186913,-0.0783655471,195.5502127,97.77510636,97.77510636,18.75437594,367507.8705,-367526.6249,-367507.8705,-1469956.465,0.999999017,0.9990095334,-0.0900186486,-193.16499,-193.16499,13.87597577,0.04927941085,0.07051363194,3190740.223,-49.04605604,3190691.177,-0.0971002813654831,-0.8854234258,-10.29863133182924,0.201764469675,0.2131846565388417,0.280130016775,-0.0158113830514227,4,1.3070066345186913,5.102861852553638e-05,5.102861852553638e-05
