Molecule,4(N)_q(N)_Hirshfeld,Density of all electrons_N_4(N),Density of Alpha electrons_N_4(N),Density of Beta electrons_N_4(N),Lagrangian kinetic energy G(r)_N_4(N),Hamiltonian kinetic energy K(r)_N_4(N),Potential energy density V(r)_N_4(N),Energy density E(r) or H(r)_N_4(N),Laplacian of electron density_N_4(N),Electron localization function (ELF)_N_4(N),Localized orbital locator (LOL)_N_4(N),Local information entropy_N_4(N),Sign(lambda2)*rho_N_4(N),Sign(lambda2)*rho with promolecular approximation_N_4(N),Average local ionization energy (ALIE)_N_4(N),Delta-g (under promolecular approximation)_N_4(N),Delta-g (under Hirshfeld partition)_N_4(N),ESP from nuclear charges_N_4(N),ESP from electrons_N_4(N),Total ESP_N_4(N),4(N)_q(N)_div_Sum_q(N)_neighbors_Hirshfeld,4(N)_q(N)_res_Sum_q(N)_neighbors_Hirshfeld,4(N)_Sum_q(N)_neighbors_div_q(N)_Hirshfeld,4(N)_Avg_q(N)_neighbors_Hirshfeld,4(N)_Std_q(N)_neighbors_Hirshfeld,4(N)_Abs_Diff_q(N)_Hirshfeld,4(N)_q(N)_x_Avg_q(N)_neighbors_Hirshfeld,4(N)_Num_neighbors_Hirshfeld,4(N)_Entropy_q(N)_neighbors_Hirshfeld,sum_frag_q(N)_Hirshfeld,sum_frag_Density of all electrons_N,sum_frag_Density of Alpha electrons_N,sum_frag_Density of Beta electrons_N,sum_frag_Lagrangian kinetic energy G(r)_N,sum_frag_Hamiltonian kinetic energy K(r)_N,sum_frag_Potential energy density V(r)_N,sum_frag_Energy density E(r) or H(r)_N,sum_frag_Laplacian of electron density_N,sum_frag_Electron localization function (ELF)_N,sum_frag_Localized orbital locator (LOL)_N,sum_frag_Local information entropy_N,sum_frag_Sign(lambda2)*rho_N,sum_frag_Sign(lambda2)*rho with promolecular approximation_N,sum_frag_Average local ionization energy (ALIE)_N,sum_frag_Delta-g (under promolecular approximation)_N,sum_frag_Delta-g (under Hirshfeld partition)_N,sum_frag_ESP from nuclear charges_N,sum_frag_ESP from electrons_N,sum_frag_Total ESP_N,sum_frag_q(N)_div_Sum_q(N)_neighbors_Hirshfeld,sum_frag_q(N)_res_Sum_q(N)_neighbors_Hirshfeld,sum_frag_Sum_q(N)_neighbors_div_q(N)_Hirshfeld,sum_frag_Avg_q(N)_neighbors_Hirshfeld,sum_frag_Std_q(N)_neighbors_Hirshfeld,sum_frag_Abs_Diff_q(N)_Hirshfeld,sum_frag_q(N)_x_Avg_q(N)_neighbors_Hirshfeld,sum_frag_Num_neighbors_Hirshfeld,sum_frag_Entropy_q(N)_neighbors_Hirshfeld,G_div_V_N_4(N),sum_frag_G_div_V_N
CHEMBL1743583,-0.0581537331,195.4930242,97.7465121,97.7465121,18.65565372,367374.1624,-367392.8181,-367374.1624,-1469422.027,0.9999990264,0.9990142621,-0.8363789196,-193.1631705,-193.1631705,14.1682306,0.05021328898,0.07118986788,2554627.907,-38.945343,2554588.962,-0.0629083313799296,-0.9825739462,-15.89614567839326,0.2311050532749999,0.2190728601234348,0.2892587863749999,-0.0134396215862156,4,1.397128370709956,-0.0581537331,195.4930242,97.7465121,97.7465121,18.65565372,367374.1624,-367392.8181,-367374.1624,-1469422.027,0.9999990264,0.9990142621,-0.8363789196,-193.1631705,-193.1631705,14.1682306,0.05021328898,0.07118986788,2554627.907,-38.945343,2554588.962,-0.0629083313799296,-0.9825739462,-15.89614567839326,0.2311050532749999,0.2190728601234348,0.2892587863749999,-0.0134396215862156,4,1.397128370709956,5.07784932119227e-05,5.07784932119227e-05
CHEMBL1743583-conf_1,-0.0559921194,195.4890673,97.74453367,97.74453367,18.74868628,367370.4659,-367389.2146,-367370.4659,-1469406.869,0.9999990166,0.9990093179,-0.8363284586,-193.1646307,-193.1646307,14.15876401,0.04953047658,0.07061876327,3062001.073,-39.10679374,3061961.966,-0.0604454112198642,-0.982317514,-16.543853037290102,0.2315813486499999,0.2192493659019897,0.2875734680499999,-0.0129667305244238,4,1.400103332049691,-0.0559921194,195.4890673,97.74453367,97.74453367,18.74868628,367370.4659,-367389.2146,-367370.4659,-1469406.869,0.9999990166,0.9990093179,-0.8363284586,-193.1646307,-193.1646307,14.15876401,0.04953047658,0.07061876327,3062001.073,-39.10679374,3061961.966,-0.0604454112198642,-0.982317514,-16.543853037290102,0.2315813486499999,0.2192493659019897,0.2875734680499999,-0.0129667305244238,4,1.400103332049691,5.103221742753904e-05,5.103221742753904e-05
CHEMBL1743583-conf_2,-0.0549796067,195.5005793,97.75028965,97.75028965,18.69900722,367391.6926,-367410.3916,-367391.6926,-1469491.974,0.999999022,0.9990120372,-0.8364752701,-193.1640763,-193.1640763,14.16128831,0.04967290119,0.07071340875,2859716.643,-39.12423253,2859677.519,-0.059736501999745,-0.9753483069,-16.74018341422584,0.23009217505,0.2183447068253685,0.28507178175,-0.0126503772889965,4,1.4016747026441436,-0.0549796067,195.5005793,97.75028965,97.75028965,18.69900722,367391.6926,-367410.3916,-367391.6926,-1469491.974,0.999999022,0.9990120372,-0.8364752701,-193.1640763,-193.1640763,14.16128831,0.04967290119,0.07071340875,2859716.643,-39.12423253,2859677.519,-0.059736501999745,-0.9753483069,-16.74018341422584,0.23009217505,0.2183447068253685,0.28507178175,-0.0126503772889965,4,1.4016747026441436,5.089406191961392e-05,5.089406191961392e-05
CHEMBL1743593,-0.0690923499,195.4523521,97.72617604,97.72617604,18.66451771,367292.4252,-367311.0897,-367292.4252,-1469095.043,0.9999990248,0.9990134525,-1.30981698,-193.1623692,-193.1623692,14.15393509,0.05022535816,0.07124598388,2272066.061,-35.92990672,2272030.131,-0.1158462753753228,-0.6655064312,-8.632129058618109,0.149103520325,0.0893024062661779,0.218195870225,-0.0103019125976166,4,1.6956135533858996,-0.0690923499,195.4523521,97.72617604,97.72617604,18.66451771,367292.4252,-367311.0897,-367292.4252,-1469095.043,0.9999990248,0.9990134525,-1.30981698,-193.1623692,-193.1623692,14.15393509,0.05022535816,0.07124598388,2272066.061,-35.92990672,2272030.131,-0.1158462753753228,-0.6655064312,-8.632129058618109,0.149103520325,0.0893024062661779,0.218195870225,-0.0103019125976166,4,1.6956135533858996,5.081392376485059e-05,5.081392376485059e-05
CHEMBL1743593-conf_1,-0.0696636078,195.4586071,97.72930353,97.72930353,18.66246642,367303.1201,-367321.7825,-367303.1201,-1469137.83,0.9999990251,0.9990136133,-1.309921448,-193.1624217,-193.1624217,14.15339616,0.05050843323,0.07161085137,2289797.403,-35.87249973,2289761.531,-0.1172729909626017,-0.6636930363,-8.527112609576903,0.148507357125,0.0886066339458112,0.218170964925,-0.0103455582821705,4,1.70144363750755,-0.0696636078,195.4586071,97.72930353,97.72930353,18.66246642,367303.1201,-367321.7825,-367303.1201,-1469137.83,0.9999990251,0.9990136133,-1.309921448,-193.1624217,-193.1624217,14.15339616,0.05050843323,0.07161085137,2289797.403,-35.87249973,2289761.531,-0.1172729909626017,-0.6636930363,-8.527112609576903,0.148507357125,0.0886066339458112,0.218170964925,-0.0103455582821705,4,1.70144363750755,5.080686011317612e-05,5.080686011317612e-05
CHEMBL1743593-conf_10,-0.0701654586,195.4573317,97.72866583,97.72866583,18.6650235,367304.3146,-367322.9796,-367304.3146,-1469142.598,0.9999990248,0.9990134676,-1.309900147,-193.1622689,-193.1622689,14.15338784,0.05051309858,0.07157970709,2269410.999,-35.95764963,2269375.042,-0.1177992557451205,-0.6658012982,-8.489017979567514,0.1489089599,0.0873946717047937,0.2190744184999999,-0.0104482654610325,4,1.7153051117368756,-0.0701654586,195.4573317,97.72866583,97.72866583,18.6650235,367304.3146,-367322.9796,-367304.3146,-1469142.598,0.9999990248,0.9990134676,-1.309900147,-193.1622689,-193.1622689,14.15338784,0.05051309858,0.07157970709,2269410.999,-35.95764963,2269375.042,-0.1177992557451205,-0.6658012982,-8.489017979567514,0.1489089599,0.0873946717047937,0.2190744184999999,-0.0104482654610325,4,1.7153051117368756,5.081365592842969e-05,5.081365592842969e-05
CHEMBL1743593-conf_2,-0.0698150549,195.4590399,97.72951994,97.72951994,18.66070929,367304.0775,-367322.7382,-367304.0775,-1469141.667,0.9999990253,0.9990137098,-1.309928677,-193.1624059,-193.1624059,14.15320896,0.05049717282,0.07159724775,2286905.852,-35.86909727,2286869.983,-0.117675192249918,-0.6631011466000001,-8.497967845900812,0.148321522925,0.0883315839313863,0.218136577825,-0.0103550752658604,4,1.7029881319621798,-0.0698150549,195.4590399,97.72951994,97.72951994,18.66070929,367304.0775,-367322.7382,-367304.0775,-1469141.667,0.9999990253,0.9990137098,-1.309928677,-193.1624059,-193.1624059,14.15320896,0.05049717282,0.07159724775,2286905.852,-35.86909727,2286869.983,-0.117675192249918,-0.6631011466000001,-8.497967845900812,0.148321522925,0.0883315839313863,0.218136577825,-0.0103550752658604,4,1.7029881319621798,5.080194431045434e-05,5.080194431045434e-05
CHEMBL1743593-conf_3,-0.0691969984,195.4562344,97.72811722,97.72811722,18.66583254,367298.5737,-367317.2395,-367298.5737,-1469119.631,0.9999990247,0.9990134157,-1.309881822,-193.162512,-193.162512,14.15365839,0.05048322933,0.07157590359,2313095.697,-35.90401446,2313059.793,-0.1164216815463621,-0.6635622187,-8.589465353167688,0.148591305075,0.088388887408225,0.217788303475,-0.0102820722995286,4,1.7030890910805128,-0.0691969984,195.4562344,97.72811722,97.72811722,18.66583254,367298.5737,-367317.2395,-367298.5737,-1469119.631,0.9999990247,0.9990134157,-1.309881822,-193.162512,-193.162512,14.15365839,0.05048322933,0.07157590359,2313095.697,-35.90401446,2313059.793,-0.1164216815463621,-0.6635622187,-8.589465353167688,0.148591305075,0.088388887408225,0.217788303475,-0.0102820722995286,4,1.7030890910805128,5.081665256280464e-05,5.081665256280464e-05
CHEMBL1743593-conf_4,-0.0693681798,195.4602697,97.73013485,97.73013485,18.66365558,367309.16,-367327.8237,-367309.16,-1469161.986,0.999999025,0.9990135645,-1.309949218,-193.1622345,-193.1622345,14.1530432,0.05055606165,0.07164436692,2254905.045,-35.95980581,2254869.085,-0.1165984642049404,-0.664300371,-8.576442295520632,0.1487330478,0.0874156662332465,0.2181012276,-0.0103173408019923,4,1.7148701038417988,-0.0693681798,195.4602697,97.73013485,97.73013485,18.66365558,367309.16,-367327.8237,-367309.16,-1469161.986,0.999999025,0.9990135645,-1.309949218,-193.1622345,-193.1622345,14.1530432,0.05055606165,0.07164436692,2254905.045,-35.95980581,2254869.085,-0.1165984642049404,-0.664300371,-8.576442295520632,0.1487330478,0.0874156662332465,0.2181012276,-0.0103173408019923,4,1.7148701038417988,5.080926185227607e-05,5.080926185227607e-05
CHEMBL1743593-conf_5,-0.0698113739,195.4590103,97.72950513,97.72950513,18.66076605,367304.0226,-367322.6834,-367304.0226,-1469141.447,0.9999990253,0.9990137065,-1.309928183,-193.1624076,-193.1624076,14.15321002,0.05049686916,0.07159699506,2287271.436,-35.86897674,2287235.567,-0.1176703819118829,-0.6630904367,-8.498315240863638,0.1483197657,0.0883302214771426,0.2181311396,-0.010354406620043,4,1.7029840799920422,-0.0698113739,195.4590103,97.72950513,97.72950513,18.66076605,367304.0226,-367322.6834,-367304.0226,-1469141.447,0.9999990253,0.9990137065,-1.309928183,-193.1624076,-193.1624076,14.15321002,0.05049686916,0.07159699506,2287271.436,-35.86897674,2287235.567,-0.1176703819118829,-0.6630904367,-8.498315240863638,0.1483197657,0.0883302214771426,0.2181311396,-0.010354406620043,4,1.7029840799920422,5.080210641301223e-05,5.080210641301223e-05
CHEMBL1743593-conf_6,-0.0688894883,195.4527748,97.72638742,97.72638742,18.66524214,367293.2749,-367311.9402,-367293.2749,-1469098.439,0.9999990247,0.9990134178,-1.309824041,-193.1623677,-193.1623677,14.15387632,0.05025640713,0.07128860145,2269750.821,-35.93807818,2269714.883,-0.1155287312749548,-0.6651869421,-8.655855465252454,0.14907436345,0.0893659820110922,0.21796385175,-0.0102696566167187,4,1.6947581302179824,-0.0688894883,195.4527748,97.72638742,97.72638742,18.66524214,367293.2749,-367311.9402,-367293.2749,-1469098.439,0.9999990247,0.9990134178,-1.309824041,-193.1623677,-193.1623677,14.15387632,0.05025640713,0.07128860145,2269750.821,-35.93807818,2269714.883,-0.1155287312749548,-0.6651869421,-8.655855465252454,0.14907436345,0.0893659820110922,0.21796385175,-0.0102696566167187,4,1.6947581302179824,5.0815778354052e-05,5.0815778354052e-05
CHEMBL1743593-conf_7,-0.0701648484,195.4558448,97.72792238,97.72792238,18.66663099,367300.9397,-367319.6064,-367300.9397,-1469129.092,0.9999990246,0.9990133702,-1.309875313,-193.1622956,-193.1622956,14.15350783,0.05053225337,0.07160907894,2274381.863,-35.95279303,2274345.91,-0.117687988329753,-0.6663586435000001,-8.49704387161478,0.149048448775,0.0876231206300744,0.219213297175,-0.010457961812553,4,1.7136150567630166,-0.0701648484,195.4558448,97.72792238,97.72792238,18.66663099,367300.9397,-367319.6064,-367300.9397,-1469129.092,0.9999990246,0.9990133702,-1.309875313,-193.1622956,-193.1622956,14.15350783,0.05053225337,0.07160907894,2274381.863,-35.95279303,2274345.91,-0.117687988329753,-0.6663586435000001,-8.49704387161478,0.149048448775,0.0876231206300744,0.219213297175,-0.010457961812553,4,1.7136150567630166,5.081849883524214e-05,5.081849883524214e-05
CHEMBL1743593-conf_8,-0.0685533933,195.4578046,97.7289023,97.7289023,18.66762903,367304.1192,-367322.7868,-367304.1192,-1469141.806,0.9999990246,0.999013334,-1.309908046,-193.1623377,-193.1623377,14.15372502,0.05056417726,0.07165658081,2278199.966,-35.99459925,2278163.971,-0.1149856706423406,-0.6647441439999999,-8.696735814243056,0.149047687675,0.0875851951511356,0.217601080975,-0.0102177247536398,4,1.7145993755425952,-0.0685533933,195.4578046,97.7289023,97.7289023,18.66762903,367304.1192,-367322.7868,-367304.1192,-1469141.806,0.9999990246,0.999013334,-1.309908046,-193.1623377,-193.1623377,14.15372502,0.05056417726,0.07165658081,2278199.966,-35.99459925,2278163.971,-0.1149856706423406,-0.6647441439999999,-8.696735814243056,0.149047687675,0.0875851951511356,0.217601080975,-0.0102177247536398,4,1.7145993755425952,5.08207758974783e-05,5.08207758974783e-05
CHEMBL1743593-conf_9,-0.0707840067,195.4644096,97.73220479,97.73220479,18.64908909,367318.4044,-367337.0535,-367318.4044,-1469199.021,0.9999990266,0.9990143684,-1.310018362,-193.1623251,-193.1623251,14.15370412,0.05026843563,0.07129342872,2283868.429,-35.84179813,2283832.587,-0.1183100792786299,-0.6690762834999999,-8.452365226169091,0.1495730692,0.0877320573661962,0.2203570759,-0.0105873811323923,4,1.71360783314902,-0.0707840067,195.4644096,97.73220479,97.73220479,18.64908909,367318.4044,-367337.0535,-367318.4044,-1469199.021,0.9999990266,0.9990143684,-1.310018362,-193.1623251,-193.1623251,14.15370412,0.05026843563,0.07129342872,2283868.429,-35.84179813,2283832.587,-0.1183100792786299,-0.6690762834999999,-8.452365226169091,0.1495730692,0.0877320573661962,0.2203570759,-0.0105873811323923,4,1.71360783314902,5.076833091655428e-05,5.076833091655428e-05
CHEMBL1743594,-0.0560220204,195.4863779,97.74318895,97.74318895,18.72467354,367366.661,-367385.3857,-367366.661,-1469391.745,0.9999990191,0.9990105628,0.1616294308,-193.1643582,-193.1643582,14.1469102,0.04992499474,0.07099455225,2951774.201,-50.66398254,2951723.537,-0.0607568453128044,-0.9780912969,-16.459050743196688,0.230517319125,0.2270151314679355,0.286539339525,-0.012914045954574,4,1.3471359969662149,-0.0560220204,195.4863779,97.74318895,97.74318895,18.72467354,367366.661,-367385.3857,-367366.661,-1469391.745,0.9999990191,0.9990105628,0.1616294308,-193.1643582,-193.1643582,14.1469102,0.04992499474,0.07099455225,2951774.201,-50.66398254,2951723.537,-0.0607568453128044,-0.9780912969,-16.459050743196688,0.230517319125,0.2270151314679355,0.286539339525,-0.012914045954574,4,1.3471359969662149,5.096738811295618e-05,5.096738811295618e-05
CHEMBL1743594-conf_1,-0.076858007,195.5067747,97.75338737,97.75338737,18.80884416,367422.6027,-367441.4116,-367422.6027,-1469615.176,0.9999990106,0.9990062921,0.1615605896,-193.1660993,-193.1660993,14.09718941,0.04863510921,0.06985467466,4105207.086,-53.42182862,4105153.664,-0.0906083680563305,-0.925102034,-11.036508232642566,0.21206100675,0.2362379050249193,0.28891901375,-0.0162985863412185,4,1.2013236186161254,-0.076858007,195.5067747,97.75338737,97.75338737,18.80884416,367422.6027,-367441.4116,-367422.6027,-1469615.176,0.9999990106,0.9990062921,0.1615605896,-193.1660993,-193.1660993,14.09718941,0.04863510921,0.06985467466,4105207.086,-53.42182862,4105153.664,-0.0906083680563305,-0.925102034,-11.036508232642566,0.21206100675,0.2362379050249193,0.28891901375,-0.0162985863412185,4,1.2013236186161254,5.118868904323576e-05,5.118868904323576e-05
CHEMBL1743594-conf_10,-0.063530375,195.4917614,97.74588072,97.74588072,18.72603339,367385.4026,-367404.1286,-367385.4026,-1469466.706,0.999999019,0.9990105364,0.1616112617,-193.1640238,-193.1640238,14.11946478,0.04992942173,0.07106196263,2801998.649,-51.31949378,2801947.329,-0.0697088182664496,-0.9748982131,-14.345387353687114,0.227841959525,0.2298905010177015,0.291372334525,-0.014474885129358,4,1.3259122710805422,-0.063530375,195.4917614,97.74588072,97.74588072,18.72603339,367385.4026,-367404.1286,-367385.4026,-1469466.706,0.999999019,0.9990105364,0.1616112617,-193.1640238,-193.1640238,14.11946478,0.04992942173,0.07106196263,2801998.649,-51.31949378,2801947.329,-0.0697088182664496,-0.9748982131,-14.345387353687114,0.227841959525,0.2298905010177015,0.291372334525,-0.014474885129358,4,1.3259122710805422,5.096848928006304e-05,5.096848928006304e-05
CHEMBL1743594-conf_2,-0.0640624796,195.4891867,97.74459333,97.74459333,18.76436344,367385.2364,-367404.0008,-367385.2364,-1469465.888,0.999999015,0.9990084913,0.1616199516,-193.165311,-193.165311,14.11127937,0.04907425865,0.0700698401,3553296.698,-52.95121208,3553243.746,-0.0720517014935349,-0.953180686,-13.878922763395504,0.2222795515999999,0.2326492724913749,0.2863420312,-0.0142397792398721,4,1.282164610324092,-0.0640624796,195.4891867,97.74459333,97.74459333,18.76436344,367385.2364,-367404.0008,-367385.2364,-1469465.888,0.999999015,0.9990084913,0.1616199516,-193.165311,-193.165311,14.11127937,0.04907425865,0.0700698401,3553296.698,-52.95121208,3553243.746,-0.0720517014935349,-0.953180686,-13.878922763395504,0.2222795515999999,0.2326492724913749,0.2863420312,-0.0142397792398721,4,1.282164610324092,5.107283371749282e-05,5.107283371749282e-05
CHEMBL1743594-conf_3,-0.0584692258,195.484967,97.74248348,97.74248348,18.72450273,367368.996,-367387.7205,-367368.996,-1469401.086,0.9999990191,0.9990105599,0.1616341926,-193.1645662,-193.1645662,14.12031514,0.04997301718,0.07106439445,3058290.741,-52.0228243,3058238.718,-0.0635348006921901,-0.9787400878,-15.73940563447652,0.2300677155,0.2297055519633704,0.2885369413,-0.0134518812068596,4,1.3405005152321223,-0.0584692258,195.484967,97.74248348,97.74248348,18.72450273,367368.996,-367387.7205,-367368.996,-1469401.086,0.9999990191,0.9990105599,0.1616341926,-193.1645662,-193.1645662,14.12031514,0.04997301718,0.07106439445,3058290.741,-52.0228243,3058238.718,-0.0635348006921901,-0.9787400878,-15.73940563447652,0.2300677155,0.2297055519633704,0.2885369413,-0.0134518812068596,4,1.3405005152321223,5.096659927696196e-05,5.096659927696196e-05
CHEMBL1743594-conf_4,-0.0747099186,195.5053575,97.75267875,97.75267875,18.81690249,367417.8912,-367436.7081,-367417.8912,-1469596.297,0.9999990097,0.9990058548,0.1615653732,-193.1662568,-193.1662568,14.09883622,0.04840909692,0.06955850566,4221446.426,-53.34352994,4221393.082,-0.0877288414062483,-0.9263103433,-11.398759905756345,0.212900106175,0.2369274004260894,0.287610024775,-0.0159057496022656,4,1.2009748157024265,-0.0747099186,195.5053575,97.75267875,97.75267875,18.81690249,367417.8912,-367436.7081,-367417.8912,-1469596.297,0.9999990097,0.9990058548,0.1615653732,-193.1662568,-193.1662568,14.09883622,0.04840909692,0.06955850566,4221446.426,-53.34352994,4221393.082,-0.0877288414062483,-0.9263103433,-11.398759905756345,0.212900106175,0.2369274004260894,0.287610024775,-0.0159057496022656,4,1.2009748157024265,5.121127550728784e-05,5.121127550728784e-05
CHEMBL1743594-conf_5,-0.0654722344,195.5121552,97.75607762,97.75607762,18.80992408,367436.385,-367455.195,-367436.385,-1469670.3,0.9999990106,0.9990062807,0.1615424285,-193.1672079,-193.1672079,14.09803915,0.04906491391,0.07038704927,5212616.324,-54.99987934,5212561.324,-0.0773685620185987,-0.9117104569,-12.925146518292648,0.211559555625,0.236328434379305,0.277031790025,-0.0138512768154398,4,1.1998848876674832,-0.0654722344,195.5121552,97.75607762,97.75607762,18.80992408,367436.385,-367455.195,-367436.385,-1469670.3,0.9999990106,0.9990062807,0.1615424285,-193.1672079,-193.1672079,14.09803915,0.04906491391,0.07038704927,5212616.324,-54.99987934,5212561.324,-0.0773685620185987,-0.9117104569,-12.925146518292648,0.211559555625,0.236328434379305,0.277031790025,-0.0138512768154398,4,1.1998848876674832,5.118970784995977e-05,5.118970784995977e-05
CHEMBL1743594-conf_6,-0.0742800613,195.5051302,97.75256512,97.75256512,18.81174091,367417.2627,-367436.0744,-367417.2627,-1469593.804,0.9999990102,0.9990061253,0.1615661403,-193.1662031,-193.1662031,14.09929153,0.04859407791,0.06976383917,4171851.274,-53.18478775,4171798.089,-0.087195089003283,-0.9261636037,-11.468535802083403,0.2129708856,0.2359501498458051,0.2872509468999999,-0.0158194904374832,4,1.207792008091399,-0.0742800613,195.5051302,97.75256512,97.75256512,18.81174091,367417.2627,-367436.0744,-367417.2627,-1469593.804,0.9999990102,0.9990061253,0.1615661403,-193.1662031,-193.1662031,14.09929153,0.04859407791,0.06976383917,4171851.274,-53.18478775,4171798.089,-0.087195089003283,-0.9261636037,-11.468535802083403,0.2129708856,0.2359501498458051,0.2872509468999999,-0.0158194904374832,4,1.207792008091399,5.119731626982569e-05,5.119731626982569e-05
CHEMBL1743594-conf_7,-0.0553485646,195.4909143,97.74545714,97.74545714,18.72434786,367381.2524,-367399.9767,-367381.2524,-1469450.112,0.9999990192,0.9990106182,0.1616141209,-193.164673,-193.164673,14.11791774,0.04955569177,0.07052230583,3139960.226,-52.7642454,3139907.461,-0.0604553274180394,-0.9708768888,-16.54113942821202,0.22888208105,0.2313321120755137,0.28423064565,-0.0126682946487783,4,1.3230757341021429,-0.0553485646,195.4909143,97.74545714,97.74545714,18.72434786,367381.2524,-367399.9767,-367381.2524,-1469450.112,0.9999990192,0.9990106182,0.1616141209,-193.164673,-193.164673,14.11791774,0.04955569177,0.07052230583,3139960.226,-52.7642454,3139907.461,-0.0604553274180394,-0.9708768888,-16.54113942821202,0.22888208105,0.2313321120755137,0.28423064565,-0.0126682946487783,4,1.3230757341021429,5.096447753803029e-05,5.096447753803029e-05
CHEMBL1743594-conf_8,-0.0554749793,195.492102,97.74605099,97.74605099,18.72393408,367383.16,-367401.8839,-367383.16,-1469457.744,0.9999990192,0.99901065,0.1616101125,-193.1647936,-193.1647936,14.11703096,0.04953043223,0.07049065813,3210014.204,-52.85482354,3209961.35,-0.0608726855621739,-0.966802922,-16.42772929705266,0.227831985675,0.2310948566571561,0.2833069649749999,-0.0126389746891985,4,1.3175489057940852,-0.0554749793,195.492102,97.74605099,97.74605099,18.72393408,367383.16,-367401.8839,-367383.16,-1469457.744,0.9999990192,0.99901065,0.1616101125,-193.1647936,-193.1647936,14.11703096,0.04953043223,0.07049065813,3210014.204,-52.85482354,3209961.35,-0.0608726855621739,-0.966802922,-16.42772929705266,0.227831985675,0.2310948566571561,0.2833069649749999,-0.0126389746891985,4,1.3175489057940852,5.096308674643679e-05,5.096308674643679e-05
CHEMBL1743594-conf_9,-0.0655876741,195.488225,97.74411252,97.74411252,18.75592435,367383.6322,-367402.3882,-367383.6322,-1469459.505,0.9999990158,0.9990089287,0.1616231969,-193.1650782,-193.1650782,14.11342661,0.04951486817,0.07058445309,3384899.141,-53.07901063,3384846.062,-0.074243263653227,-0.9490035003,-13.469235467217151,0.2208539565499999,0.2326492377036587,0.28644163065,-0.0144852973258969,4,1.2676422865672263,-0.0655876741,195.488225,97.74411252,97.74411252,18.75592435,367383.6322,-367402.3882,-367383.6322,-1469459.505,0.9999990158,0.9990089287,0.1616231969,-193.1650782,-193.1650782,14.11342661,0.04951486817,0.07058445309,3384899.141,-53.07901063,3384846.062,-0.074243263653227,-0.9490035003,-13.469235467217151,0.2208539565499999,0.2326492377036587,0.28644163065,-0.0144852973258969,4,1.2676422865672263,5.105008827484808e-05,5.105008827484808e-05
CHEMBL2068442,-0.0816771349,195.4583808,97.72919042,97.72919042,18.7395475,367310.1004,-367328.84,-367310.1004,-1469165.443,0.999999017,0.9990095414,-0.5506495384,-193.1611523,-193.1611523,13.89496242,0.05003643231,0.0715407417,1825313.42,-39.26596206,1825274.154,-0.1645426115468777,-0.5780660893,-6.077453071875565,0.1240972386,0.0761202586968081,0.2057743735,-0.0101359068978496,4,1.6469001951230322,-0.0816771349,195.4583808,97.72919042,97.72919042,18.7395475,367310.1004,-367328.84,-367310.1004,-1469165.443,0.999999017,0.9990095414,-0.5506495384,-193.1611523,-193.1611523,13.89496242,0.05003643231,0.0715407417,1825313.42,-39.26596206,1825274.154,-0.1645426115468777,-0.5780660893,-6.077453071875565,0.1240972386,0.0761202586968081,0.2057743735,-0.0101359068978496,4,1.6469001951230322,5.101572612703103e-05,5.101572612703103e-05
CHEMBL2068442-conf_1,-0.0816725794,195.458392,97.72919602,97.72919602,18.73955392,367310.1244,-367328.864,-367310.1244,-1469165.539,0.999999017,0.9990095412,-0.5506496535,-193.1611522,-193.1611522,13.89496868,0.05003632585,0.07154053875,1825285.732,-39.26610522,1825246.466,-0.1645287528830378,-0.5780756577,-6.0779649907812265,0.124100769575,0.0761258262380779,0.205773348975,-0.0101356299567152,4,1.6468734306831707,-0.0816725794,195.458392,97.72919602,97.72919602,18.73955392,367310.1244,-367328.864,-367310.1244,-1469165.539,0.999999017,0.9990095412,-0.5506496535,-193.1611522,-193.1611522,13.89496868,0.05003632585,0.07154053875,1825285.732,-39.26610522,1825246.466,-0.1645287528830378,-0.5780756577,-6.0779649907812265,0.124100769575,0.0761258262380779,0.205773348975,-0.0101356299567152,4,1.6468734306831707,5.1015740271366205e-05,5.1015740271366205e-05
CHEMBL2068442-conf_2,-0.0813732108,195.4577462,97.72887312,97.72887312,18.74228711,367308.6358,-367327.3781,-367308.6358,-1469159.574,0.9999990167,0.9990093914,-0.5506430148,-193.1611601,-193.1611601,13.89559986,0.05008152637,0.0716056148,1824049.177,-39.30095467,1824009.876,-0.1628312316282349,-0.5811127877,-6.141327987269245,0.124934894225,0.0771310609696484,0.206308105025,-0.0101663534840466,4,1.6415104941162402,-0.0813732108,195.4577462,97.72887312,97.72887312,18.74228711,367308.6358,-367327.3781,-367308.6358,-1469159.574,0.9999990167,0.9990093914,-0.5506430148,-193.1611601,-193.1611601,13.89559986,0.05008152637,0.0716056148,1824049.177,-39.30095467,1824009.876,-0.1628312316282349,-0.5811127877,-6.141327987269245,0.124934894225,0.0771310609696484,0.206308105025,-0.0101663534840466,4,1.6415104941162402,5.102338738523776e-05,5.102338738523776e-05
