   GoodVibes v3.2 2026/06/22 10:43:58
   Citation: Luchini, G.; Alegre-Requena, J. V.; Funes-Ardoiz, I.; Paton, R. S. F1000Research, 2020, 9, 291.
   GoodVibes version 3.2 DOI: 10.12688/f1000research.22758.1

o  Requested: --qh grimme -t 298.15 

   Temperature = 298.15 Kelvin   Pressure = 1 atm
   All energetic values below shown in Hartree unless otherwise specified.

   Using vibrational scale factor 1.0 for B3LYP/Gen/Auto level of theory

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Enthalpy quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QH = Head-Gordon: Using an RRHO treatement with an approximation term for vibrational energy.
   REF: Li, Y.; Gomes, J.; Sharada, S. M.; Bell, A. T.; Head-Gordon, M. J. Phys. Chem. C 2015, 119, 1840-1850


   Structure                                           E        ZPE             H          qh-H        T.S     T.qh-S          G(T)       qh-G(T)
   **********************************************************************************************************************************************
o  CHEMBL1743583-conf_1                      -730.316916   0.319714   -729.980328   -729.981795   0.058935   0.058083   -730.039262   -730.039879
o  CHEMBL1743583-conf_2                      -730.310333   0.319109   -729.973876   -729.975763   0.060972   0.059271   -730.034848   -730.035034
o  CHEMBL1743583                             -730.306721   0.319532   -729.969942   -729.971740   0.060211   0.058929   -730.030152   -730.030669
o  CHEMBL1743593-conf_10                     -578.678642   0.291418   -578.373315   -578.374782   0.053848   0.052793   -578.427163   -578.427574
o  CHEMBL1743593-conf_1                      -578.689612   0.292071   -578.383962   -578.385260   0.053029   0.052029   -578.436991   -578.437289
o  CHEMBL1743593-conf_2                      -578.689800   0.292135   -578.384086   -578.385384   0.053006   0.052013   -578.437092   -578.437397
o  CHEMBL1743593-conf_3                      -578.684110   0.291761   -578.378610   -578.379979   0.053458   0.052417   -578.432068   -578.432397
o  CHEMBL1743593-conf_4                      -578.684235   0.291775   -578.378724   -578.380098   0.053399   0.052380   -578.432123   -578.432478
o  CHEMBL1743593-conf_5                      -578.689800   0.292135   -578.384086   -578.385384   0.053007   0.052013   -578.437092   -578.437397
o  CHEMBL1743593-conf_6                      -578.683623   0.291946   -578.377922   -578.379322   0.053764   0.052486   -578.431686   -578.431808
o  CHEMBL1743593-conf_7                      -578.678608   0.291479   -578.373264   -578.374679   0.053729   0.052708   -578.426993   -578.427386
o  CHEMBL1743593-conf_8                      -578.678289   0.291495   -578.372907   -578.374354   0.053808   0.052753   -578.426715   -578.427107
o  CHEMBL1743593-conf_9                      -578.678403   0.291390   -578.373103   -578.374579   0.053854   0.052785   -578.426958   -578.427364
o  CHEMBL1743593                             -578.683623   0.291947   -578.377922   -578.379321   0.053762   0.052485   -578.431684   -578.431807
o  CHEMBL1743594-conf_10                    -1570.238286   0.543471  -1569.662053  -1569.667890   0.096081   0.090234  -1569.758133  -1569.758125
o  CHEMBL1743594-conf_1                     -1570.240565   0.543539  -1569.664507  -1569.670188   0.096334   0.090013  -1569.760841  -1569.760201
o  CHEMBL1743594-conf_2                     -1570.240825   0.543271  -1569.665015  -1569.670690   0.096055   0.089933  -1569.761070  -1569.760623
o  CHEMBL1743594-conf_3                     -1570.238308   0.543966  -1569.662025  -1569.667442   0.094726   0.089271  -1569.756752  -1569.756713
o  CHEMBL1743594-conf_4                     -1570.239035   0.544484  -1569.662420  -1569.667542   0.093983   0.088930  -1569.756403  -1569.756472
o  CHEMBL1743594-conf_5                     -1570.237194   0.543734  -1569.660639  -1569.666552   0.096501   0.090423  -1569.757140  -1569.756976
o  CHEMBL1743594-conf_6                     -1570.237677   0.543783  -1569.661499  -1569.666935   0.095435   0.089681  -1569.756934  -1569.756616
o  CHEMBL1743594-conf_7                     -1570.236572   0.544099  -1569.660220  -1569.665459   0.094552   0.089198  -1569.754772  -1569.754657
o  CHEMBL1743594-conf_8                     -1570.237184   0.544752  -1569.660424  -1569.665301   0.093507   0.088686  -1569.753931  -1569.753987
o  CHEMBL1743594-conf_9                     -1570.239220   0.543831  -1569.663076  -1569.668433   0.094464   0.089245  -1569.757540  -1569.757678
o  CHEMBL1743594                            -1570.160738   0.540522  -1569.585954  -1569.593044   0.106995   0.096397  -1569.692949  -1569.689441
o  CHEMBL175535                              -883.737491   0.282079   -883.436875   -883.439082   0.064028   0.061940   -883.500903   -883.501022
o  CHEMBL177920                              -843.200938   0.233893   -842.950942   -842.953145   0.059953   0.057925   -843.010895   -843.011070
o  CHEMBL177971                             -1387.749336   0.229815  -1387.504482  -1387.505696   0.055691   0.054951  -1387.560173  -1387.560647
o  CHEMBL2068442-conf_1                      -882.532405   0.263183   -882.252077   -882.254476   0.062323   0.059998   -882.314400   -882.314474
o  CHEMBL2068442-conf_2                      -882.532197   0.263182   -882.251894   -882.254214   0.062212   0.059958   -882.314106   -882.314172
o  CHEMBL2068442-conf_3                      -882.523693   0.262961   -882.243395   -882.245918   0.063019   0.060463   -882.306414   -882.306381
o  CHEMBL2068442                             -882.532405   0.263183   -882.252077   -882.254475   0.062321   0.059997   -882.314398   -882.314472
o  CHEMBL308885-conf_1                      -2223.506944   0.352724  -2223.126217  -2223.130544   0.085737   0.081589  -2223.211954  -2223.212133
o  CHEMBL308885-conf_2                      -2223.499681   0.352283  -2223.119371  -2223.123567   0.085999   0.081852  -2223.205369  -2223.205419
o  CHEMBL308885-conf_3                      -2223.498114   0.352205  -2223.117503  -2223.122315   0.089486   0.083511  -2223.206989  -2223.205826
o  CHEMBL308885-conf_4                      -2223.492970   0.352539  -2223.112235  -2223.116772   0.087557   0.082610  -2223.199792  -2223.199382
o  CHEMBL308885-conf_5                      -2223.491886   0.352104  -2223.111525  -2223.116049   0.087679   0.082682  -2223.199204  -2223.198730
o  CHEMBL308885-conf_6                      -2223.491886   0.352101  -2223.111529  -2223.116052   0.087671   0.082677  -2223.199199  -2223.198729
o  CHEMBL308885-conf_7                      -2223.496753   0.352234  -2223.115874  -2223.120886   0.092690   0.085222  -2223.208564  -2223.206108
o  CHEMBL308885                             -2223.499681   0.352281  -2223.119371  -2223.123568   0.086006   0.081856  -2223.205377  -2223.205424
o  CHEMBL308922-conf_1                      -2183.795772   0.378782  -2183.388791  -2183.392920   0.086183   0.082017  -2183.474974  -2183.474936
o  CHEMBL308922-conf_2                      -2183.788749   0.378588  -2183.381746  -2183.386212   0.087764   0.082809  -2183.469509  -2183.469021
o  CHEMBL308922-conf_3                      -2183.788749   0.378588  -2183.381746  -2183.386213   0.087763   0.082807  -2183.469509  -2183.469020
o  CHEMBL308922-conf_4                      -2183.788748   0.378590  -2183.381742  -2183.386209   0.087774   0.082815  -2183.469516  -2183.469024
o  CHEMBL308922-conf_5                      -2183.787622   0.378270  -2183.380904  -2183.385373   0.087776   0.082790  -2183.468680  -2183.468163
o  CHEMBL308922-conf_6                      -2183.787576   0.378586  -2183.380454  -2183.384958   0.089817   0.083831  -2183.470271  -2183.468789
o  CHEMBL308922-conf_7                      -2183.787898   0.378896  -2183.380578  -2183.385033   0.088185   0.083065  -2183.468762  -2183.468098
o  CHEMBL308922                             -2183.795772   0.378778  -2183.388794  -2183.392922   0.086183   0.082017  -2183.474977  -2183.474939
o  CHEMBL611190-conf_10                     -1022.010251   0.280806  -1021.714842  -1021.716331   0.055465   0.054519  -1021.770306  -1021.770850
o  CHEMBL611190-conf_1                      -1022.015896   0.281124  -1021.720348  -1021.721641   0.054809   0.054104  -1021.775157  -1021.775745
o  CHEMBL611190-conf_2                      -1022.014573   0.281330  -1021.718818  -1021.720195   0.054957   0.054097  -1021.773775  -1021.774292
o  CHEMBL611190-conf_3                      -1022.015383   0.281183  -1021.719786  -1021.721170   0.054975   0.054067  -1021.774761  -1021.775237
o  CHEMBL611190-conf_4                      -1022.015312   0.281400  -1021.719579  -1021.720906   0.054670   0.053861  -1021.774249  -1021.774768
o  CHEMBL611190-conf_5                      -1022.013587   0.281125  -1021.717989  -1021.719371   0.055094   0.054233  -1021.773083  -1021.773604
o  CHEMBL611190-conf_6                      -1022.014111   0.281243  -1021.718432  -1021.719811   0.055164   0.054141  -1021.773596  -1021.773952
o  CHEMBL611190-conf_7                      -1022.014893   0.281004  -1021.719409  -1021.720779   0.055117   0.054250  -1021.774525  -1021.775029
o  CHEMBL611190-conf_8                      -1022.012129   0.281223  -1021.716400  -1021.717862   0.055331   0.054291  -1021.771731  -1021.772153
o  CHEMBL611190-conf_9                      -1022.013789   0.280983  -1021.718327  -1021.719675   0.054981   0.054199  -1021.773308  -1021.773874
o  CHEMBL611190                             -1022.014893   0.281001  -1021.719412  -1021.720781   0.055116   0.054250  -1021.774528  -1021.775032
   **********************************************************************************************************************************************
